file,HPO_codes,HPO_symptoms,starts,ends
1363801,"['0002511', '0000097', '0025356']","['familial AS', 'mental', 'retardation']","['1231', '68', '75']","['1242', '74', '86']"
10631923,"['0002023', '0032121', '0000356', '0000119', '0004736', '0001087', '0000119', '0011159', '0012531', '0032637', '0032411', '0008180', '0001263', '0004322', '0002035', '0100336', '0000053', '0000369', '0000365']","['imperforate anus', 'Triphalangeal thumb', 'ear anomalies', 'Deafness', 'Anomalies of the semicircular canals and the incus', 'inculomalleolar fusion', 'childhood', 'episodes of', 'abdominal', 'pain', 'edema', 'dominant inherited', 'mildly', 'mentally', 'retarded', 'short stature', 'antepositioned anus', 'bifid right thumb', 'large toes', 'low set ears', 'microretrognathia', 'deafness']","['136', '154', '178', '209', '267', '323', '400', '421', '433', '443', '500', '54', '669', '676', '685', '746', '778', '799', '818', '830', '844', '866']","['152', '173', '191', '217', '317', '345', '409', '432', '442', '447', '505', '72', '675', '684', '693', '759', '797', '816', '828', '842', '861', '874']"
1951448,"['0000365', '0000365', '0000097', '0025356', '0000097', '0025356']","['hearing loss', 'hearing loss', 'mental', 'retardation', 'mental', 'retardation']","['101', '138', '227', '234', '62', '69']","['113', '150', '233', '245', '68', '80']"
2164325,"['0000175', '0030051', '0001770', '0001770', '0005346', '0000465']","['cleft palate', 'toe', 'syndactyly', 'syndactyly', 'popliteal', 'variable expression', 'pterygium']","['186', '203', '207', '243', '36', '408', '46']","['198', '206', '217', '253', '45', '427', '55']"
2705922,"['0010957', '0000523', '0000518', '0010957', '0000518', '0000518', '0001067', '0008209']","['posterior', 'capsular', 'cataract', 'posterior capsular', 'lens opacities', 'lens opacities', 'neurofibromatosis', 'early associated manifestation']","['133', '143', '152', '250', '269', '430', '48', '723']","['142', '151', '160', '268', '283', '444', '65', '753']"
8326488,"['0002671', '0008675', '0000119', '0000169', '0000175', '0000119', '0000486', '0000518', '0100619']","['basal cell carcinomas', 'jaw cysts', 'ovarian calcification or fibroma', 'medulloblastoma', 'cardiac fibroma', 'cleft palate', 'ophthalmic abnormalities', 'squint', 'cataract', 'basal cell carcinoma']","['293', '319', '460', '500', '522', '544', '567', '600', '610', '96']","['314', '328', '492', '515', '537', '556', '591', '606', '618', '116']"
9831341,"['0003247', '0002591', '0001513', '0003247']","['overgrowth', 'hyperphagia', 'obesity', 'overgrowth']","['46', '670', '686', '699']","['56', '681', '693', '709']"
12567410,"['0000119', '0008489', '0008489', '0001291', '0003557', '0003557', '0001762', '0004322', '0008489', '0031919', '0000924', '0008740', '0007700', '0000119', '0004322']","['Premature vertebral end-plate disease', 'spondylolysis', 'spondylolisthesis', 'Axial skeletal involvement', 'Phenotypic variation', 'locus', 'heterogeneity', 'stochastic variation', 'nonpenetrance', 'clubfoot', 'short stature', 'spondylolysis', 'brachydactyly type C', 'nonpenetrance', 'skeletal abnormalities', 'vertical talus', 'developmental', 'hip dysplasia', 'short stature']","['1001', '1102', '1120', '1157', '1406', '1475', '1481', '1707', '1823', '1981', '1991', '2006', '389', '744', '829', '880', '905', '919', '947']","['1038', '1115', '1137', '1183', '1426', '1480', '1494', '1727', '1836', '1989', '2004', '2019', '409', '757', '851', '894', '918', '932', '960']"
6741990,"['0009778', '0001627', '0000407', '0001627', '0000365', '0000383', '0003241', '0002023', '0032411', '0008770', '0000078', '0008716']","['hypoplastic thumb', 'congenital heart defect', 'sensorineural', 'congenital heart defect', 'deafness', 'auricular changes', 'internal organs', 'imperforate anus', 'autosomal', 'dominant', 'trait', 'de novo mutation', 'rectovaginal fistula']","['101', '124', '33', '466', '47', '491', '575', '57', '611', '621', '630', '670', '79']","['118', '147', '46', '489', '55', '508', '590', '73', '620', '629', '635', '686', '99']"
8923935,"['0004734', '0003250', '0000119', '0004916', '0000119']","['multiple', 'congenital', 'contractures of the distal limbs', 'distal arthrogryposes', 'physiologic abnormalities']","['122', '131', '142', '42', '661']","['130', '141', '174', '63', '686']"
18000979,"['0000119', '0000119']","['limb malformation', 'limb malformation']","['304', '54']","['321', '71']"
6928117,"['0012674', '0000065', '0002710', '0000119', '0000134', '0000119', '0000134', '0000119']","['lower', 'lip', 'pits', 'involvement of the palate', 'Popliteal Pterygium', ', gums, and lips', 'involvement of the lower limbs, genitalia', ', and nails', 'cleft of the palate']","['112', '118', '122', '172', '18', '197', '227', '268', '88']","['117', '121', '126', '197', '37', '213', '268', '279', '107']"
2354548,"['0032411', '0032411', '0000048']","['autosomal', 'dominant', 'autosomal', 'dominant', 'branchial cleft']","['223', '233', '39', '49', '58']","['232', '241', '48', '57', '73']"
9557895,"['0000078', '0000119']","['heterogeneity', 'de novo', 'above abnormalities']","['11', '280', '994']","['24', '287', '1013']"
19206155,"['0000119', '0009794', '0000119', '0032411', '0000365', '0000119', '0030015', '0032411']","['renal abnormalities', 'branchial', 'arch abnormalities', 'dominant', 'hearing loss', 'renal abnormalities', 'heterogeneous', 'disorder inherited', 'autosomal', 'dominant']","['1149', '117', '127', '1390', '147', '164', '33', '47', '72', '82']","['1168', '126', '145', '1398', '159', '183', '46', '65', '81', '90']"
1479598,"['0100013', '0032411', '0001067', '0008689', '0025025', '0100008']","['tumours', 'autosomal', 'dominant', 'inheritance', 'neurofibromatosis', 'bilateral', 'vestibular', 'schwannomas']","['1004', '375', '385', '394', '39', '892', '902', '913']","['1011', '384', '393', '405', '56', '901', '912', '924']"
4006277,"['0008209', '0002710', '0009794', '0000048', '0000365', '0000077', '0032411', '0008770', '0011223', '0032077']","['ear', 'pits', 'branchial', 'cleft cysts', 'deafness', 'renal anomalies', 'autosomal', 'dominant', 'trait', 'cranial nerve', 'lacrimal stenosis']","['101', '105', '111', '121', '134', '147', '189', '199', '208', '411', '454']","['104', '109', '120', '132', '142', '162', '198', '207', '213', '424', '471']"
1496982,"['0025025', '0100008', '0031433', '0000119', '0010459', '0004563', '0100008', '0008689', '0025025', '0100008', '0002366', '0001067', '0032411']","['Neurofibromatosis', 'vestibular', 'genetic', 'heterogeneity', 'schwannomas', 'other', 'tumors of the nervous system', 'cranial and', 'spinal', 'meningiomas', 'schwannomas', 'ependymomas', 'bilateral', 'vestibular', 'schwannomas', 'Skin manifestations', 'neurofibromatosis', 'autosomal', 'dominant']","['0', '101', '1056', '1064', '112', '128', '134', '174', '186', '193', '206', '223', '252', '262', '273', '318', '362', '37', '47']","['17', '111', '1063', '1077', '123', '133', '162', '185', '192', '204', '217', '234', '261', '272', '284', '337', '379', '46', '55']"
9949213,"['0031919', '0001403', '0000119']","['juvenile lethality', 'vesicular trafficking', 'developmental abnormalities']","['1004', '449', '972']","['1022', '470', '999']"
12235555,"['0002516', '0002516', '0001067']","['intracranial', 'meningiomas', 'intracranial', 'meningiomas', 'meningiomas', 'meningiomas', 'neurofibromatosis']","['1349', '1362', '305', '318', '600', '640', '86']","['1361', '1373', '317', '329', '611', '651', '103']"
3409926,"['0031040', '0001250', '0000119', '0000639', '0002329', '0004904', '0031040']","['early age', 'seizures', 'EEG abnormalities', 'Persistent rhythmic 4-6/s activities', 'drowsiness', 'young', 'age']","['1174', '260', '328', '376', '463', '881', '887']","['1183', '268', '345', '412', '473', '886', '890']"
9321755,"['0000097', '0025356']","['mental', 'retardation']","['698', '705']","['704', '716']"
19533801,"['0000119', '0100619', '0032411']","['developmental anomalies', 'basal cell carcinoma', 'medulloblastoma', 'autosomal', 'medulloblastoma', 'dominant', 'medulloblastoma']","['123', '180', '205', '40', '491', '50', '719']","['146', '200', '220', '49', '506', '58', '734']"
9486718,"['0032009', '0000119', '0100612', '0010459', '0032009', '0100612', '0100619']","['exotropia', 'cystic mass in the left posterior alveolar ridge', 'odontogenic keratocysts', 'palmar and plantar pitting', 'exotropia', 'odontogenic keratocyst', 'basal cell carcinoma']","['138', '174', '253', '282', '455', '518', '7']","['147', '222', '276', '308', '464', '540', '27']"
12136076,"['0001067', '0002664']","['neurofibromatosis', 'tumor']","['17', '43']","['34', '48']"
8092199,"['0032411', '0000119', '0000365']","['autosomal', 'dominant', 'form', 'hearing impairment']","['44', '54', '63', '71']","['53', '62', '67', '89']"
18629882,"['0031919', '0030015', '0000119', '0000119']","['Brachydactyly type A1', 'autosomal dominant disorder', 'limb malformation', 'shortening of the middle phalanges in all digits']","['0', '201', '27', '72']","['21', '228', '44', '120']"
17353411,"['0003355', '0010957', '0000523', '0000518', '0100014', '0001067', '0100008', '0010957', '0000523', '0000518', '0000080', '0032605', '0001114']","['ocular pathologic findings', 'posterior', 'subcapsular', 'cataracts', 'epiretinal membranes', 'neurofibromatosis', 'intrascleral', 'schwannoma', 'posterior', 'subcapsular', 'cataracts', 'nal membra', 'es.', 'ependymal cells', 'ocular manifestations']","['235', '380', '390', '402', '413', '41', '442', '455', '585', '595', '607', '700', '711', '825', '93']","['261', '389', '401', '411', '433', '58', '454', '465', '594', '606', '616', '710', '714', '840', '114']"
8923936,"['0002305', '0000119', '0001760', '0001883', '0008740', '0003557', '0004916', '0002804']","['overlapping fingers', 'abnormal digital flexion creases', 'foot deformities', 'talipes equinovarus', 'vertical talus', 'intrafamilial variation', 'distal', 'arthrogryposis']","['175', '205', '243', '271', '295', '328', '85', '92']","['194', '237', '259', '290', '309', '351', '91', '106']"
955942,"['0000271', '0001249', '0000748', '0008568', '0001250', '0011468', '0010819']","['microbrachycephaly', 'peculiar face', 'mental deficiency', 'euphoria', 'laughter', 'ataxia', 'epilepsy', 'infantile spasms', 'grand-mal attacks']","['176', '199', '214', '237', '250', '260', '271', '294', '315']","['194', '212', '231', '245', '258', '266', '279', '310', '332']"
11425952,"['0000119', '0001067']","['abnormal cell-cell contacts', 'neurofibromatosis']","['231', '34']","['258', '51']"
8533848,"['0000689', '0008734', '0000119', '0011473', '0000812', '0010957', '0032411', '0030015']","['branchial arches', 'cochlear hypoplasia', 'dilation of the vestibular aqueduct', 'variable', 'bulbous internal auditory canals', 'posterior fossae', 'autosomal-', 'dominant', 'disorder']","['109', '315', '375', '37', '412', '451', '47', '57', '66']","['125', '334', '410', '45', '444', '467', '57', '65', '74']"
8001963,"['0002671', '0000078', '0002664', '0002664', '0100619']","['basal cell carcinomas', 'developmental defects', 'tumor', 'cancer', 'basal cell carcinoma']","['127', '161', '245', '70', '7']","['148', '182', '250', '76', '27']"
7319144,"['0000119', '0031588', '0008187', '0001250', '0025152', '0031040']","['unfocused"" activities ', 'happy puppet', 'Behavioral characteristics', 'seizure', 'non-adaptive behavior', 'early age']","['184', '24', '261', '355', '396', '550']","['206', '36', '287', '362', '417', '559']"
11455389,"['0031919', '0032411', '0000119', '0000119']","['Brachydactyly type A-1', 'autosomal-', 'dominant inheritance', 'BDA-1', 'shortening or', 'missing of the middle phalanges']","['0', '237', '247', '24', '63', '77']","['22', '247', '267', '29', '76', '108']"
8379998,"['0000119', '0100013', '0100013', '0002664']","['Neurofibromatosis', 'nervous system', 'tumours', 'tumours', 'dominantly inherited', 'tumour']","['0', '108', '123', '369', '46', '515']","['17', '122', '130', '376', '66', '521']"
8352281,"['0002671', '0000078', '0006880', '0031067', '0002664', '0100619', '0006880', '0012421', '0002664']","['basal cell carcinomas', 'developmental defects', 'sporadic', 'basal cell nevus syndrome', 'tumor', 'heterogeneity', 'basal cell carcinoma', 'sporadic', 'skin lesions', 'cancer']","['153', '194', '405', '45', '465', '642', '7', '831', '901', '96']","['174', '215', '413', '70', '470', '655', '27', '839', '913', '102']"
15470370,"['0001290', '0001250', '0005484', '0008568', '0000708', '0006316', '0002167']","['hypotonia', 'seizures', 'microcephaly', 'ataxia', 'behavioral', 'variability', 'speech impairment']","['1241', '1351', '1382', '1401', '178', '189', '912']","['1250', '1359', '1394', '1407', '188', '200', '929']"
3180506,"['0008209', '0000130', '0002023', '0003246', '0008716', '0032121', '0001177', '0001770', '0004209', '0000384', '0008734', '0000407', '0000365', '0000119', '0000119', '0000407', '0000365', '0000077', '0000130', '0006316']","['ear and', 'limb malformations', 'imperforate anus', 'prominent perineal raphe', 'rectoperineal fistula', 'triphalangeal thumb', 'preaxial hexadactyly', 'syndactyly', 'clinodactyly', 'preauricular protuberances', 'hypoplastic satyr ears', 'sensorineural', 'hearing loss', 'urorenal anomalies', 'limb anomalies', 'sensorineural', 'hearing loss', 'renal anomalies', 'Anorectal malformations', 'dominantly inherited', 'intrafamilial', 'variability', 'sporadically inherited', 'anal,', 'urorenal,']","['109', '117', '197', '215', '241', '264', '285', '307', '319', '333', '361', '385', '399', '416', '471', '487', '501', '518', '535', '60', '695', '709', '883', '93', '99']","['116', '135', '213', '239', '262', '283', '305', '317', '331', '359', '383', '398', '411', '434', '485', '500', '513', '533', '558', '80', '708', '720', '905', '98', '108']"
8755919,"['0006880', '0009726', '0006316', '0005855', '0001067', '0009726', '0031040', '0000119']","['sporadic', 'tumors', 'schwannomin', 'variability', 'numerous', 'neurofibromatosis', 'tumors', 'young age', 'mild condition much later in life', 'heterogeneity']","['1072', '1081', '1366', '182', '258', '25', '267', '279', '305', '379']","['1080', '1087', '1377', '193', '266', '42', '273', '288', '338', '392']"
14717907,"['0008209', '0000119', '0025451', '0008209', '0000077']","['ear and', 'kidney anomalies', 'renal diseases', 'ear and', 'kidney clinical syndromes']","['24', '32', '344', '378', '386']","['31', '48', '358', '385', '411']"
12473765,"['0008689', '0025025', '0100008', '0008689', '0025025', '0100008', '0001067', '0008689', '0025025', '0100008']","['bilateral', 'vestibular', 'schwannomas', 'bilateral', 'vestibular', 'schwannomas', 'neurofibromatosis', 'bilateral', 'vestibular', 'schwannomas', 'Neurofibromatosis']","['1268', '1278', '1289', '221', '231', '242', '46', '482', '492', '503', '905']","['1277', '1288', '1300', '230', '241', '253', '63', '491', '502', '514', '922']"
8414026,"['0008689', '0025025', '0100008', '0100006']","['Neurofibromatosis', 'bilateral', 'vestibular', 'schwannomas', 'dominantly inherited', 'tumors of the central nervous system']","['0', '139', '149', '160', '31', '87']","['17', '148', '159', '171', '51', '123']"
10417280,"['0000078', '0000708']","['de novo', 'somatic-cell hybrids', 'neurobehavioral disorders']","['223', '666', '68']","['230', '686', '93']"
391043,"['0008905', '0001831', '0004322', '0000119', '0001831']","['Short stature', 'brachydactyly', 'C', 'short stature', 'hip dysplasia', 'brachydactyly', 'C']","['0', '116', '130', '133', '152', '40', '54']","['13', '129', '131', '146', '165', '53', '55']"
1357962,"['0100767', '0000119']","['placental mosaicism', 'hypotonic at birth']","['1017', '591']","['1036', '609']"
2667456,"['0032411', '0003134', '0006316', '0000119', '0000044', '0000078', '0000119']","['dominant', 'transmission', 'intrafamilial', 'variability', 'of the phenotype', 'isolated cases', 'cardiac defect', 'ossicular anomalies']","['101', '110', '128', '142', '154', '206', '61', '77']","['109', '122', '141', '153', '170', '220', '75', '96']"
2918545,"['0031588', '0000097', '0025356', '0000078', '0001250', '0008568']","['happy disposition', 'autosomal recessive', 'inheritance', 'mental', 'retardation', 'de novo', 'autosomal recessively', 'epilepsy', 'ataxia']","['112', '205', '225', '68', '75', '803', '873', '88', '98']","['129', '224', '236', '74', '86', '810', '894', '96', '104']"
12404110,"['0000407', '0032411', '0030015']","['profoundly', 'deaf', 'genetic', 'heterogeneity', 'autosomal', 'dominant', 'disorder']","['111', '122', '314', '322', '55', '65', '74']","['121', '126', '321', '335', '64', '73', '82']"
11338037,"['0008689', '0000119', '0100619']","['bilateral mandibular coronoid processes hyperplasia', 'bilateral hyperplasia of the mandibular coronoid processes', 'basal cell carcinoma']","['107', '214', '55']","['158', '272', '75']"
16871364,"['0031919', '0031153']","['Brachydactyly type A1', 'BDA1', 'BDA1', 'significant homogeneous phenotype', 'BDA1']","['0', '168', '23', '248', '422']","['21', '172', '27', '281', '426']"
19557015,"['0100619', '0009726', '0100619', '0008669', '0030015', '0012876']","['Basal cell nevus', 'tumors', 'basal cell carcinoma', 'medulloblastoma', 'early development', 'autosomal dominant disorder', 'premature termination']","['0', '195', '216', '247', '442', '76', '821']","['16', '201', '236', '262', '459', '103', '842']"
17307835,"['0000119', '0006880', '0008689', '0025025', '0100008']","['Neurofibromatosis', 'for mosaicism', 'sporadic', 'bilateral', 'vestibular', 'schwannoma', 'mosaicism']","['0', '316', '431', '459', '469', '480', '812']","['17', '329', '439', '468', '479', '490', '821']"
509397,"['0000119', '0010628', '0012738', '0000271', '0004904', '0002671', '0012641', '0003250', '0000027']","['basal cell epithelioma of the face', 'facial nerve palsy', 'eye enucleations', 'facial mutilations', 'young patients', 'basal cell nevus', 'bradycardia', 'hypotension', 'congenital', 'hemiparesis', 'absent internal carotid artery']","['240', '347', '400', '437', '459', '50', '522', '538', '659', '670', '724']","['274', '365', '416', '455', '473', '66', '533', '549', '669', '681', '754']"
1789288,"['0000413', '0000413', '0031040', '0000413']","['acoustic neuromas', 'acoustic neuromas', 'early age', 'acoustic neuromas']","['186', '458', '490', '565']","['203', '475', '499', '582']"
9808466,"['0031287', '0008652', '0001250', '0007018']","['papilloma', 'motor dysfunction', 'seizures', 'learning deficit']","['110', '392', '421', '455']","['119', '409', '429', '471']"
3799714,"['0025451', '0010459', '0000356', '0011473', '0000119', '0010459', '0000356']","['renal hypoplasia', 'branchial and', 'ear anomalies', 'nonpenetrance', 'variable', 'expressivity', 'includes duplication of the urinary collecting system', 'branchial and', 'ear anomalies']","['140', '237', '251', '279', '388', '397', '410', '553', '567']","['156', '250', '264', '292', '396', '409', '463', '566', '580']"
3943073,"['0006880', '0001604', '0002671']","['sporadic', 'cases', 'basal cell nevus']","['207', '216', '51']","['215', '221', '67']"
11342693,"['0001067', '0011333', '0000119', '0011333', '0100008']","['neurofibromatosis', 'monocular elevator paresis', 'schwannomas, of the third nerve', 'monocular elevator paresis', 'schwannoma']","['125', '187', '275', '337', '502']","['142', '213', '306', '363', '512']"
10196695,[],['biparental inheritance'],['399'],['421']
18285427,"['0032411', '0100619', '0000723']","['autosomal', 'dominant', 'basal cell carcinoma', 'inhibitory activities']","['64', '74', '8', '958']","['73', '82', '28', '979']"
3063533,"['0025356', '0025356']","['psychomotor', 'retardation']","['67', '79']","['78', '90']"
6823972,['0100619'],['basal cell naevus'],['67'],['84']
14735582,"['0031919', '0030368', '0000119', '0000119', '0000119', '0009703']","['Brachydactyly type C', 'hyperphalangy', 'deviation of the second and third digits', 'shortening of the middle phalanges of the index', 'shortening of the metacarpals', 'metacarpophalangeal profiles']","['0', '127', '408', '47', '750', '835']","['20', '140', '448', '94', '779', '863']"
8102569,"['0001067', '0002669']","['neurofibromatosis', 'sarcoma']","['28', '673']","['45', '680']"
12868482,"['0000119', '0010459', '0000119', '0010459', '0000133']","['calcification of the falx cerebri', 'and tentorium cerebelli', 'dysgenesis of the corpus callosum', 'and vermis', 'Vermian dysgenesis']","['111', '145', '173', '207', '219']","['144', '168', '206', '217', '237']"
2309778,"['0001604', '0001604']","['heterogeneity', 'sporadic cases', 'sporadic cases']","['1161', '463', '627']","['1174', '477', '641']"
1360768,"['0000119', '0002511']","['mode of inheritance', 'familial AS', 'autosomal recessive', 'inheritance']","['210', '233', '640', '660']","['229', '244', '659', '671']"
10982040,['0030015'],['neuro-developmental disorder'],['23'],['51']
2893543,"['0025274', '0004322']","['cystic fibrosis', 'short stature']","['14', '34']","['29', '47']"
7417945,['0100619'],['basal cell carcinoma'],['92'],['112']
8145850,"['0400005', '0400005']","['short ear', 'short ear']","['750', '910']","['759', '919']"
1672177,"['0000097', '0025356']","['mental', 'retardation']","['65', '72']","['71', '83']"
712760,"['0100619', '0004904', '0100619']","['basal cell carcinoma', 'young daughters', 'basal cell carcinoma']","['145', '225', '258']","['165', '240', '278']"
3321989,['0031588'],['happy puppet'],['37'],['49']
11896453,['0000717'],['autism'],['257'],['263']
