FileName,Actual Text,HPO ID,Phenotype name,No. occurrences,Earliness (lower = earlier)
8533848,"['Branchiootorenal (BOR) syndrome is a variable, autosomal-dominant disorder of the first and second embryonic branchial arches, kidneys, and urinary tract. We describe the phenotype in 45 individuals, highlighting differences and similarities reported in other studies. Characteristic temporal bone findings include cochlear hypoplasia (4/5 of normal size with only 2 turns), dilation of the vestibular aqueduct, bulbous internal auditory canals, deep posterior fossae, and acutely-angled promontories.']",['HP:0004458'],['Dilatated internal auditory canal'],[1],[9]
8576558,"[""We studied the seizure and polygraphic patterns of 18 patients with Angelman's syndrome. All patients showed movement problems. Eleven patients were also reported to have long-lasting periods of jerky movements. The polygraphic recording showed a myoclonic status epilepticus in nine of them. Seven patients had partial seizures with eye deviation and vomiting, similar to those of childhood occipital epilepsies. These seizures and electroencephalographic patterns suggest that Angelman's syndrome occurs in most of the patients as a nonprogressive, age-dependent myoclonic encephalopathy with a prominent occipital involvement. These findings indicate that, whereas ataxia is a constant symptom in Angelman's syndrome, the occurrence of a transient myoclonic status epilepticus may account for the recurrence of different abnormal movements, namely the jerky ones.""]","['HP:0001250', 'HP:0002133', 'HP:0001298', 'HP:0007239', 'HP:0100022', 'HP:0002013', 'HP:0007359', 'HP:0001251', 'HP:0002123', 'HP:0011166']","['Seizures', 'Status epilepticus', 'Encephalopathy', 'Congenital encephalopathy', 'Abnormality of movement', 'Vomiting', 'Focal-onset seizure', 'Ataxia', 'Generalized myoclonic seizures', 'Focal myoclonic seizures']","[6, 6, 3, 3, 3, 2, 2, 2, 1, 1]","[0, 0, 1, 1, 1, 0, 0, 1, 0, 0]"
8592325,"['Type A1 brachydactyly in humans is a recognisable syndrome characterised by shortening of the middle phalanx of all digits with occasional fusion of the middle and terminal phalanges. The purpose of this study was to evaluate candidate genes for type A1 brachydactyly in two families with multiple affected members. Several classes of genes have been implicated in the control of distal limb development including homeobox containing genes (MSX1, MSX2) some members of the homeobox gene family, and genes encoding growth factors of the FGF, TGF, and PDGF families. Homeobox (Hox) genes are a family of developmental control genes activated early in embryogenesis that encode positional information along the anterior-posterior body axis and specify distinct spatial domains within developing limbs. Growth factor genes can regulate the proliferation and differentiation of various embryonic structures including limb buds and have been shown to influence Hox gene expression. Candidate genes HOXD, MSX1, MSX2, FGF-1, and FGF-2 were excluded in one family. The brachydactyly type A1 gene or locus was not found in either of the two families studied.']","['HP:0001156', 'HP:0009371']","['Brachydactyly', 'Type A1 brachydactyly']","[8, 5]","[0, 0]"
8658145,"['The basal cell nevus syndrome (BCNS) is characterized by developmental abnormalities and by the postnatal occurrence of cancers, especially basal cell carcinomas (BCCs), the most common human cancer. Heritable mutations in BCNS patients and a somatic mutation in a sporadic BCC were identified in a human homolog of the Drosophila patched (ptc) gene. The ptc gene encodes a transmembrane protein that in Drosophila acts in opposition to the Hedgehog signaling protein, controlling cell fates, patterning, and growth in numerous tissues. The human PTC gene appears to be crucial for proper embryonic development and for tumor suppression.']","['HP:0002671', 'HP:0002664', 'HP:0003764', 'HP:0030731']","['Basal cell carcinoma', 'Neoplasm', 'Nevus', 'Carcinoma']","[4, 3, 3, 2]","[0, 0, 0, 0]"
8669439,"['The Townes-Brocks syndrome (TBS) is comprised of a triad including characteristic anal, thumb, and ear anomalies. There are many other organ system abnormalities which may be present. However, the literature does not emphasize craniofacial findings except with reference to the typical ear configuration. A three-generation family is described in which craniofacial manifestations were prominent and a Goldenhar-like condition was considered as the most likely diagnosis. However, with the recent birth of an affected male who had an imperforate anus, the diagnosis of TBS was also considered. The family manifests a variety of Goldenhar-like findings, including epibulbar dermoids, hemifacial microsomia, preauricular tags, macrostomia, and micrognathia in addition to classical ear, radial, and anal findings of TBS. We report on this family to point out a possible biological relationship of these two conditions.']","['HP:0000356', 'HP:0000598', 'HP:0000118', 'HP:0000154', 'HP:0000347', 'HP:0000384', 'HP:0001140', 'HP:0002023', 'HP:0011332', 'HP:0001172', 'HP:0004378']","['Abnormality of the outer ear', 'Abnormality of the ear', 'Phenotypic abnormality', 'Wide mouth', 'Micrognathia', 'Preauricular skin tag', 'Limbal dermoid', 'Anal atresia', 'Hemifacial hypoplasia', 'Abnormal thumb morphology', 'Abnormality of the anus']","[5, 5, 2, 2, 2, 2, 2, 2, 2, 1, 1]","[3, 3, 5, 5, 5, 5, 5, 5, 5, 3, 5]"
8681379,"['The nevoid basal cell carcinoma syndrome (NBCCS) is an autosomal dominant disorder characterized by multiple basal cell carcinomas (BCCs), pits of the palms and soles, jaw keratocysts, a variety of other tumors, and developmental abnormalities. NBCCS maps to chromosome 9q22.3. Familial and sporadic BCCs display loss of heterozygosity in this region, consistent with the gene being a tumor suppressor. A human sequence (PTC) with strong homology to the Drosophila segment polarity gene, patched, was isolated from a YAC and cosmid contig of the NBCCS region. Mutation analysis revealed alterations of PTC in NBCCS patients and in related tumors. We propose that a reduction in expression of the patched gene can lead to the developmental abnormalities observed in the syndrome and that complete loss of patched function contributes to transformation of certain cell types.']","['HP:0002664', 'HP:0002671', 'HP:0030731', 'HP:0010603']","['Neoplasm', 'Basal cell carcinoma', 'Carcinoma', 'Odontogenic keratocysts of the jaw']","[4, 2, 2, 1]","[11, 2, 2, 10]"
8751853,"['Neurofibromatosis 2 (NF2) features bilateral vestibular schwannomas, other benign neural tumors, and cataracts. Patients in some families develop many tumors at an early age and have rapid clinical progression, whereas in other families, patients may not have symptoms until much later and vestibular schwannomas may be the only tumors. The NF2 gene has been cloned from chromosome 22q; most identified germ-line mutations result in a truncated protein and severe NF2. To look for additional mutations and clinical correlations, we used SSCP analysis to screen DNA from 32 unrelated patients. We identified 20 different mutations in 21 patients (66%): 10 nonsense mutations, 2 frameshifts, 7 splice-site mutations, and 1 large in-frame deletion. Clinical information on 47 patients from the 21 families included ages at onset and at diagnosis, numbers of meningiomas, spinal and skin tumors, and presence of cataracts and retinal abnormalities. We compared clinical findings in patients with nonsense or frameshift mutations to those with splice-site mutations. When each patient was considered as an independent random event, the two groups differed (P < or = .05) for nearly every variable. Patients with nonsense or frameshift mutations were younger at onset and at diagnosis and had a higher frequency and mean number of tumors, supporting the correlation between nonsense and frameshift mutations and severe NF2. When each family was considered as an independent random event, statistically significant differences between the two groups were observed only for mean ages at onset and at diagnosis. A larger data set is needed to resolve these discrepancies. We observed retinal hamartomas and/or epiretinal membranes in nine patients from five families with four different nonsense mutations. This finding, which may represent a new genotype-phenotype correlation, merits further study.']","['HP:0002664', 'HP:0100008', 'HP:0009588', 'HP:0000518', 'HP:0000519', 'HP:0001067', 'HP:0002858', 'HP:0008069', 'HP:0009589', 'HP:0009594', 'HP:0010566', 'HP:0100014', 'HP:0012780', 'HP:0031111']","['Neoplasm', 'Schwannoma', 'Vestibular Schwannoma', 'Cataract', 'Developmental cataract', 'Neurofibromas', 'Meningioma', 'Neoplasm of the skin', 'Bilateral vestibular Schwannoma', 'Retinal hamartoma', 'Hamartoma', 'Epiretinal membrane', 'Neoplasm of the ear', 'Cutaneous hamartoma']","[9, 6, 4, 3, 3, 2, 2, 2, 2, 2, 2, 2, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
8755919,"[""The gene predisposing to neurofibromatosis type 2 (NF2) on human chromosome 22 has revealed a wide variety of different mutations in NF2 individuals. These patients display a marked variability in clinical presentation, ranging from very severe disease with numerous tumors at a young age to a relatively mild condition much later in life. To investigate whether this phenotypic heterogeneity is determined by the type of mutation in NF2, we have collected clinical information on 111 NF2 cases from 73 different families on whom we have performed mutation screening in this gene. Sixty-seven individuals (56.2%) from 41 of these kindreds revealed 36 different putative disease-causing mutations. These include 26 proposed protein-truncating alterations (frameshift deletions/insertions and nonsense mutations), 6 splice-site mutations, 2 missense mutations, 1 base substitution in the 3' UTR of the NF2 cDNA, and a single 3-bp in-frame insertion. Seventeen of these mutations are novel, whereas the remaining 19 have been described previously in other NF2 individuals or sporadic tumors. When individuals harboring protein-truncating mutations are compared with cases with single codon alterations, a significant correlation (P < .001) with clinical outcome is observed. Twenty-four of 28 patients with mutations that cause premature truncation of the NF2 protein, schwannomin, present with severe phenotypes. In contrast, all 16 cases from three families with mutations that affect only a single amino acid have mild NF2. These data provide conclusive evidence that a phenotype/genotype correlation exists for certain NF2 mutations.""]","['HP:0002664', 'HP:0001067']","['Neoplasm', 'Neurofibromas']","[4, 2]","[0, 0]"
8755929,"['Gorlin syndrome is an autosomal dominant disorder characterized by multiple basal cell carcinomas, medulloblastomas, ovarian fibromas, and a variety of developmental defects. All affected individuals share certain key features, but there is significant phenotypic variability within and among kindreds with respect to malformations. The gene (NBCCS) maps to chromosome 9q22, and allelic loss at this location is common in tumors from Gorlin syndrome patients. Two recessive cancer-predisposition syndromes, xeroderma pigmentosum group A (XPAC) and Fanconi anemia group C (FACC), map to the NBCCS region; and unusual, dominant mutations in these genes have been proposed as the cause of Gorlin syndrome. This study presents cytogenetic and molecular characterization of germ-line deletions in one patient with a chromosome 9q22 deletion and in a second patient with a deletion of 9q22-q3l. Both have typical features of Gorlin syndrome plus additional findings, including mental retardation, conductive hearing loss, and failure to thrive. That Gorlin syndrome can be caused by null mutations (deletions) rather than by activating mutations has several implications. First, in conjunction with previous analyses of allelic loss in tumors, this study provides evidence that associated neoplasms arise with homozygous inactivation of the gene. In addition, dominant mutations of the XPAC and FACC1 genes can be ruled out as the cause of Gorlin syndrome, since the two patients described have null mutations. Finally, phenotypic features that show variable expression must be influenced by genetic background, epigenetic effects, somatic mutations, or environmental factors, since these two patients with identical alterations (deletions) of the Gorlin syndrome gene have somewhat different manifestations of Gorlin syndrome.']","['HP:0002664', 'HP:0000365', 'HP:0002671', 'HP:0030731', 'HP:0002885', 'HP:0010614', 'HP:0010618', 'HP:0001249', 'HP:0000405', 'HP:0008591', 'HP:0001508']","['Neoplasm', 'Hearing impairment', 'Basal cell carcinoma', 'Carcinoma', 'Medulloblastoma', 'Fibroma', 'Ovarian fibroma', 'Intellectual disability', 'Conductive hearing impairment', 'Congenital conductive hearing impairment', 'Failure to thrive']","[4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[12, 16, 4, 4, 5, 6, 6, 14, 16, 16, 18]"
8786067,"['Angelman syndrome (AS) is characterized by severe mental retardation, absent speech, puppet-like movements, inappropriate laughter, epilepsy, and abnormal electroencephalogram. The majority of AS patients (approximately 65%) have a maternal deficiency within chromosomal region 15q11-q13, caused by maternal deletion or paternal uniparental disomy (UPD). Approximately 35% of AS patients exhibit neither detectable deletion nor UPD, but a subset of these patients have abnormal methylation at several loci in the 15q11-q13 region. We describe here three patients with Angelman syndrome belonging to an extended inbred family. High resolution chromosome analysis combined with DNA analysis using 14 marker loci from the 15ql1-q13 region failed to detect a deletion in any of the three patients. Paternal UPD of chromosome 15 was detected in one case, while the other two patients have abnormal methylation at D15S9, D15S63, and SNRPN. Although the three patients are distantly related, the chromosome 15q11-q13 haplotypes are different, suggesting that independent mutations gave rise to AS in this family.']","['HP:0001249', 'HP:0000748', 'HP:0001250', 'HP:0001344', 'HP:0002353', 'HP:0010864', 'HP:0100022']","['Intellectual disability', 'Inappropriate laughter', 'Seizures', 'Absent speech', 'EEG abnormality', 'Intellectual disability, severe', 'Abnormality of movement']","[3, 2, 2, 2, 2, 2, 1]","[0, 0, 0, 0, 0, 0, 0]"
8808282,"['Branchio-oto-renal (BOR) syndrome is an autosomal dominant disorder characterized by branchial abnormality, hearing loss, and renal anomalies. Recently, the disease gene has been localized to chromosome 8q. Here, we report genetic studies that further refine the disease gene region to a smaller interval and identify several YACs from the critical region. We studied two large, clinically well-characterized BOR families with a set of 13 polymorphic markers spanning the D8S165-D8S275 interval from the chromosome 8q region. Based on multipoint analysis, the highest likelihood for the location of the BOR gene is between markers D8S543 and D8S530, a distance of about 2 cM. YACs that map in the BOR critical region have been identified and characterized by fluorescence in situ hybridization and pulsed-field gel electrophoresis. A YAC contig, based on the STS content map, that covers a minimum of 4 Mb of human DNA in the critical region of BOR is assembled. This lays the groundwork for the construction of a transcriptional map of this region and the eventual identification of genes involved in BOR syndrome.']","['HP:0009794', 'HP:0000365', 'HP:0000077']","['Branchial anomaly', 'Hearing impairment', 'Abnormality of the kidney']","[1, 1, 1]","[4, 6, 7]"
8832722,"['A young male infant was noted at birth to have bilateral cleft lip and palate, bilateral microphthalmos and ocular colobomata, and a dysplastic left kidney. His mother had similar ophthalmological findings and milder facial anomalies which included abnormality of the philtrum and bilateral congenital nasolacrimal duct obstruction. His maternal grandmother had mild facial anomalies including a short philtrum and bilateral congenital nasolacrimal duct obstruction but had no evidence of any ocular abnormalities. The spectrum of abnormalities seen in this family are similar to those described in the branchio-oculo-facial syndrome, a rare dominantly inherited syndrome in which there are a number of developmental abnormalities of the eye, face, and kidney. Although the precise cause of this syndrome is unknown, it is likely to be caused by mutations in a gene responsible for the ordered closure of the foetal fissure and fusion of facial structures.']","['HP:0410030', 'HP:0000271', 'HP:0000579', 'HP:0100336', 'HP:0000568', 'HP:0007633', 'HP:0000589', 'HP:0000288', 'HP:0000322', 'HP:0000478']","['Cleft lip', 'Abnormality of the face', 'Nasolacrimal duct obstruction', 'Bilateral cleft lip', 'Microphthalmia', 'Bilateral microphthalmos', 'Coloboma', 'Abnormality of the philtrum', 'Short philtrum', 'Abnormality of the eye']","[4, 4, 4, 2, 2, 1, 1, 1, 1, 1]","[4, 15, 18, 4, 10, 10, 12, 17, 22, 28]"
8923935,"['Since the group of disorders known as the distal arthrogryposes (DAs) were defined, additional disorders characterized by multiple congenital contractures of the distal limbs were described, and the distribution of phenotypic findings in the DAs has been expanded. The breadth of disorders labeled as DAs has diminished the usefulness of the DA classification. We propose a strict definition of DA and diagnostic criteria for DA disorders. Subsequently, we use these standards and propose a revised classification of discrete conditions that should be labeled DAs. Optimally, this serves as a framework for a DA classification based on underlying molecular and physiologic abnormalities.']","['HP:0001371', 'HP:0002803', 'HP:0002804', 'HP:0003121', 'HP:0005684']","['Flexion contracture', 'Congenital contracture', 'Arthrogryposis multiplex congenita', 'Limb joint contracture', 'Distal arthrogryposis']","[5, 5, 3, 2, 2]","[0, 0, 0, 0, 0]"
8923936,"['We describe the clinical findings of 15 individuals in a large kindred affected with distal arthrogryposis type 1A (DA1A). The most consistent findings among individuals were overlapping fingers at birth, abnormal digital flexion creases, and foot deformities, including talipes equinovarus and vertical talus. There was marked intrafamilial variation in the expression of DA1A. Linkage mapping of the locus for DA1A suggests that the use of strict diagnostic criteria excludes unaffected individuals rigorously, but can produce incomplete ascertainment of affected individuals. In the context of an affected family, the range of phenotypes consistent with a diagnosis of DA1A needs to be expanded.']","['HP:0001762', 'HP:0001883', 'HP:0002804', 'HP:0010557', 'HP:0001760', 'HP:0001838', 'HP:0005684', 'HP:0011297', 'HP:0001167', 'HP:0004681', 'HP:0006143', 'HP:0008110', 'HP:0008365', 'HP:0012785']","['Talipes equinovarus', 'Talipes', 'Arthrogryposis multiplex congenita', 'Overlapping fingers', 'Abnormality of the foot', 'Rocker bottom foot', 'Distal arthrogryposis', 'Abnormality of digit', 'Abnormality of finger', 'Deep longitudinal plantar crease', 'Abnormal finger flexion creases', 'Equinovarus deformity', 'Abnormality of the talus', 'Flexion contracture of finger']","[3, 3, 3, 3, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
8929945,"['We report the clinical features in 27 Australasian patients with Angelman syndrome (AS), all with a DNA deletion involving chromosome 15(q11-13), spanning markers from D15S9 to D15S12, about 3 center dot 5 Mb of DNA. There were nine males and 18 females. All cases were sporadic. The mean age at last review (end of 1994) was 11 center dot 2 years (range 3 to 34 years). All patients were ataxic, severely retarded, and lacking recognisable speech. In all patients, head circumference (HC) at birth was normal but skewed in distribution, with 62 center dot 5% at the 10th centile. At last review HC was around the 50th centile in three patients (12 center dot 5%) while 15 had poor postnatal head growth. Short stature was not invariable, 5/26 (19%) were on or above the 50th centile. Hypotonia at birth was recorded in 15/24 (63%) and neonatal feeding difficulties were recorded in 20/26 (77%). Epilepsy was present in 26/27 (96%) with onset by the third year of life in 20 patients (83%). Improvement in epilepsy was reported in 11/16 patients (69%) with age. An abnormal EEG was reported in 25/25 patients. Hypopigmentation was present in 19/26 (73%). One patient had oculocutaneous albinism. Five patients could not walk independently. Of the remaining 22 who could walk, age of onset of walking ranged from 2 to 8 years. Disrupted sleep patterns were present in 18/21 patients (86%), with improvement in 9/12 patients (75%) over 10 years of age. The clinical features in this group of deletional AS patients were similar to previous reports, but these have not separated patients into subgroups based on DNA studies. In our group of deletional cases, 100% showed severe mental retardation, ataxic movements, absent language, abnormal EEG, happy disposition (noted in infancy in 95%), normal birth weight and head circumference at birth, and a large, wide mouth. These features occurred with a higher frequency than in AS patients as a whole. Our study also provided information on the evolution of the phenotype. The data can act as a benchmark for comparisons of AS resulting from other genetic mechanisms.']","['HP:0001251', 'HP:0000750', 'HP:0001344', 'HP:0002167', 'HP:0001290', 'HP:0001319', 'HP:0011968', 'HP:0001250', 'HP:0002353', 'HP:0001022', 'HP:0001249', 'HP:0001510', 'HP:0004322', 'HP:0001010', 'HP:0010864', 'HP:0000154']","['Ataxia', 'Delayed speech and language development', 'Absent speech', 'Neurological speech impairment', 'Generalized hypotonia', 'Neonatal hypotonia', 'Feeding difficulties', 'Seizures', 'EEG abnormality', 'Albinism', 'Intellectual disability', 'Growth delay', 'Short stature', 'Hypopigmentation of the skin', 'Intellectual disability, severe', 'Wide mouth']","[4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 9, 9, 11, 13, 15, 17, 21, 7, 8, 16, 21, 30]"
8954778,"['Brachydactyly type C is an autosomal dominant disorder characterized by abnormal segmentation of the index and middle fingers segregating with a high degree of variable expression in members of the same family. We have followed up and studied members of the large kindred segregating with the brachydactyly type C phenotype described by Virgil Haws in 1963, and using genetic linkage analysis, we localized the susceptibility gene to human chromosome 12q24.']","['HP:0001156', 'HP:0009373']","['Brachydactyly', 'Type C brachydactyly']","[3, 2]","[2, 2]"
8981943,"['The human homologue of the Drosophila segment polarity gene patched is implicated in the development of nevoid basal cell carcinoma syndrome (NBCCS) and in the genesis of sporadic basal cell carcinomas. In order to examine the phenotypic variability in NBCCS and to highlight functionally important domains of the PTCH protein, we have now screened 71 unrelated NBCCS individuals for mutations in the PTCH exons. We identified 28 mutations that are distributed throughout the entire gene, and most (86%) cause protein truncation. As part of this analysis, we demonstrate that failure of one NBCCS family to show clear linkage to chromosome 9q22.3-31 is most likely due to germinal mosaicism. We have identified three families bearing identical mutations with variable phenotypes, suggesting phenotypic variability in NBCCS is a complex genetic event. No phenotype genotype correlation between the position of truncation mutations and major clinical features was evident. Two missense mutations have been identified, and their location within transmembrane domains supports the notion that PTCH may have a transport function. The preponderance of truncation mutants in the germ line of NBCCS patients suggests that the developmental defects associated with the disorder are most likely due to haploinsufficiency.']","['HP:0002671', 'HP:0030731']","['Basal cell carcinoma', 'Carcinoma']","[3, 3]","[0, 0]"
8988171,"['Angelman syndrome (AS), characterized by mental retardation, seizures, frequent smiling and laughter, and abnormal gait, is one of the best examples of human disease in which genetic imprinting plays a role. In about 70% of cases, AS is caused by de novo maternal deletions at 15q11-q13 (ref. 2). Approximately 2% of AS cases are caused by paternal uniparental disomy (UPD) of chromosome 15 (ref. 3) and 2-3% are caused by ""imprinting mutations\'. In the remaining 25% of AS cases, no deletion, uniparental disomy (UPD), or methylation abnormality is detectable, and these cases, unlike deletions or UPD, can be familial. These cases are likely to result from mutations in a gene that is expressed either exclusively or preferentially from the maternal chromosome 15. We have found that a 15q inversion inherited by an AS child from her normal mother disrupts the 5\' end of the UBE3A (E6-AP) gene, the product of which functions in protein ubiquitination. We have looked for novel UBE3A mutations in nondeletion/non-UPD/non-imprinting mutation (NDUI) AS patients and have found one patient who is heterozygous for a 5-bp de novo tandem duplication. We have also found in two brothers a heterozygous mutation, an A to G transition that creates a new 3\' splice junction 7 bp upstream from the normal splice junction. Both mutations are predicted to cause a frameshift and premature termination of translation. Our results demonstrate that UBE3A mutations are one cause of AS and indicate a possible abnormality in ubiquitin-mediated protein degradation during brain development in this disease.']","['HP:0001249', 'HP:0001250', 'HP:0001288']","['Intellectual disability', 'Seizures', 'Gait disturbance']","[2, 2, 2]","[0, 0, 1]"
9012416,"['Distal arthrogryposis type 1 (DA1) and Freeman-Sheldon syndrome (FSS) are the two most common known causes of inherited multiple congenital contractures. We recently have characterized a new disorder (DA2B) with a phenotype intermediate between DA1 and FSS. We report the mapping of a gene that causes DA2B to chromosome 11p15.5-pter. Linkage analysis in a single kindred generated a positive LOD score of 5.31 at theta = 0 with the marker D11S922, and recombinants localize the gene to an approximately 3.5-6.5-cM region between the marker TH and the telomere. Analysis of additional families improves the LOD score to 6.45 at theta = 0 and suggests linkage homogeneity for DA2B.']","['HP:0001371', 'HP:0002803', 'HP:0002804', 'HP:0005684']","['Flexion contracture', 'Congenital contracture', 'Arthrogryposis multiplex congenita', 'Distal arthrogryposis']","[4, 4, 4, 2]","[0, 0, 0, 0]"
9024575,"['Brachydactyly type C is characterized by shortness of the second and fifth middle phalanges and the first metacarpal. It is inherited as an autosomal dominant trait, and is noted for its widely variable clinical phenotype both within and between families. In most families involvement is limited to the hands. However, in some families additional skeletal and non-skeletal findings have been reported. We report on 12 affected members from a 5 generation kindred that segregates a brachydactyly type C phenotype. All affected individuals had shortness principally affecting the second and fifth phalanges and first metacarpal. However, the metacarpal-phalangeal profile indicated that other digital elements were short as well. In addition, one affected individual had a bilateral Madelung deformity, but none had foot involvement. No other non-skeletal findings cosegregated with brachydactyly in this family. Recently, a gene for brachydactyly type C has been localized to 12q24. This was done by studying a large kindred first reported by Haws [1963], which manifests both hand and foot anomalies. Here we present linkage data which excludes the 12q24 locus in our kindred, indicating locus heterogeneity as one explanation for the interfamilial variability described in brachydactyly type C.']","['HP:0001156', 'HP:0009373', 'HP:0001760', 'HP:0003067']","['Brachydactyly', 'Type C brachydactyly', 'Abnormality of the foot', 'Madelung deformity']","[8, 4, 2, 1]","[7, 7, 29, 23]"
9096761,"['Nevoid basal cell carcinoma syndrome (NBCC; Gorlin syndrome), an autosomal dominant disorder linked to 9q22.3-q31, and caused by mutations in PTC, the human homologue of the Drosophila patched gene, comprises multiple basal cell carcinomas, keratocysts of the jaw, palmar/plantar pits, spine and rib anomalies and calcification of the falx cerebri. We reviewed the findings on 105 affected individuals examined at the NIH since 1985. The data included 48 males and 57 females ranging in age from 4 months to 87 years. Eighty percent of whites (71/90) and 38% (5/13) of African-Americans had at least one basal cell carcinoma (BCC), with the first tumor occurring at a mean age of 23 (median 20) years and 21 (median 20) years, respectively. Excluding individuals exposed to radiation therapy, the number of BCCs ranged from 1 to > 1,000 (median 8) and 1 to 3 (median 2), respectively, in the 2 groups. Jaw cysts occurred in 78/105 (74%) with the first tumor occurring in 80% by the age of 20 years. The number of total jaw cysts ranged from 1 to 28 (median 3). Palmar pits and plantar pits were seen in 87%. Ovarian fibromas were diagnosed by ultrasound in 9/52 (17%) at a mean age of 30 years. Medulloblastoma occurred in 4 patients at a mean age of 2.3 years. Three patients had cleft lip or palate. Physical findings include ""coarse face"" in 54%, relative macrocephaly in 50%, hypertelorism in 42%, frontal bossing in 27%, pectus deformity in 13%, and Sprengel deformity in 11%. Important radiological signs included calcification of the falx cerebri in 65%, of the tentorium cerebelli in 20%, bridged sella in 68%, bifid ribs in 26%, hemivertebrae in 15%, fusion of the vertebral bodies in 10%, and flame shaped lucencies of the phalanges, metacarpal, and carpal bones of the hands in 30%. Several traits previously considered components of the syndrome (including short fourth metacarpal, scoliosis, cervical ribs and spina bifida occulta) were not found to be significantly increased in the affected individuals. This study delineates the frequency of the clinical and radiological anomalies in NBCC in a large population of US patients and discusses guidelines for diagnosis and management.']","['HP:0002671', 'HP:0030731', 'HP:0010612', 'HP:0010610', 'HP:0000772', 'HP:0005462', 'HP:0002664', 'HP:0410030', 'HP:0002414', 'HP:0010603', 'HP:0010614', 'HP:0010618', 'HP:0002885', 'HP:0000175', 'HP:0000202', 'HP:0000280', 'HP:0000256', 'HP:0004482', 'HP:0004488', 'HP:0000316', 'HP:0002007', 'HP:0000766', 'HP:0000912', 'HP:0000892', 'HP:0002937', 'HP:0002948', 'HP:0010049', 'HP:0002650', 'HP:0000891', 'HP:0003298']","['Basal cell carcinoma', 'Carcinoma', 'Plantar pits', 'Palmar pits', 'Abnormality of the ribs', 'Calcification of falx cerebri', 'Neoplasm', 'Cleft lip', 'Spina bifida', 'Odontogenic keratocysts of the jaw', 'Fibroma', 'Ovarian fibroma', 'Medulloblastoma', 'Cleft palate', 'Oral cleft', 'Coarse facial features', 'Macrocephaly', 'Relative macrocephaly', 'Macrocephaly at birth', 'Hypertelorism', 'Frontal bossing', 'Abnormality of the sternum', 'Sprengel anomaly', 'Bifid ribs', 'Hemivertebrae', 'Vertebral fusion', 'Short metacarpal', 'Scoliosis', 'Cervical ribs', 'Spina bifida occulta']","[3, 3, 3, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[2, 2, 8, 8, 12, 14, 16, 26, 42, 7, 24, 24, 25, 26, 26, 28, 29, 29, 29, 30, 31, 32, 33, 36, 37, 38, 39, 40, 41, 42]"
9096762,"[""We present an 8-year-old African-American boy with medulloblastoma and nevoid basal cell carcinoma syndrome (NBCCS) who exhibited the radiosensitive response of basal cell carcinoma (BCC) formation in the area irradiated for medulloblastoma. Such a response is well-documented in Caucasian NBCCS patients with medulloblastoma. The propositus was diagnosed with medulloblastoma at the age of 2 years and underwent surgery, chemotherapy, and craniospinal irradiation. At the age of 6 years, he was diagnosed with NBCCS following his presentation with a large odontogenic keratocyst of the mandible, pits of the palms and soles and numerous BCCs in the area of the back and neck that had been irradiated previously for medulloblastoma. Examination of other relatives showed that the propositus' mother also had NBCCS but was more mildly affected; in particular, she had no BCCs. This case illustrates complex gene-environment interaction, in that increased skin pigmentation in African-Americans is presumably protective against ultraviolet, but not ionizing, radiation. This case and other similar cases in the literature show the importance of considering NBCCS in the differential diagnosis of any patient who presents with a medulloblastoma, especially before the age of 5 years, and of examining other close relatives for signs of NBCCS to determine the patient's at-risk status. Finally, for individuals who are radiosensitive, protocols that utilize chemotherapy in lieu of radiotherapy should be considered.""]","['HP:0002885', 'HP:0002671', 'HP:0030731', 'HP:0000953']","['Medulloblastoma', 'Basal cell carcinoma', 'Carcinoma', 'Hyperpigmentation of the skin']","[8, 3, 3, 2]","[0, 0, 0, 1]"
