file,text,HPO_symptoms,HPO_codes,starts,ends
8001963,"Nevoid basal cell carcinoma syndrome (NBCCS, or Gorlin syndrome) is a cancer predisposition syndrome characterized by multiple basal cell carcinomas and diverse developmental defects. The gene responsible for NBCCS, which is most likely to be a tumor suppressor gene, has previously been mapped to 9q22.3-q31 in a 12-cM interval between the microsatellite marker loci D9S12.1 and D9S109. Combined multipoint and haplotype analyses of additional polymorphisms in this region in our collection of Australasian pedigrees have further refined the localization of the gene to between the markers D9S196 and D9S180, an interval reported to be approximately 2 cM.","['basal cell carcinoma', 'cancer', 'basal cell carcinomas', 'developmental defects', 'tumor']","['0002671', '0002664', '0002671', '0001263', '0002664']","[7, 70, 127, 161, 245]","[27, 76, 148, 182, 250]"
8042672,"The nevoid basal cell carcinoma syndrome (NBCC) is an autosomal dominant multisystem disorder with variable expressivity. We present the clinical findings on 11 African-American NBCC cases from 2 families and a review of the literature of NBCC in African-Americans. The 2 new families, as well as those previously reported, suggest minimal expression of the basal cell carcinomas and full expression of the other components of the syndrome. The 3 most common findings in the 11 cases were jaw cysts, palmar and/or plantar pits, and calcification of the falx cerebri. Only 44% (4/11) of these cases had one or more confirmed basal cell carcinomas. This frequency is substantially less than that observed in whites (90% with basal cell carcinomas). The relative lack of these skin tumors in African-Americans partly reflects ultraviolet radiation protection resulting from increased skin pigmentation. Future research should help identify the specific mutation(s) in blacks as well as other modifying genes and environmental exposures that may contribute to the varied manifestations of the syndrome.","['basal cell carcinoma', 'autosomal dominant', 'dominant', 'variable', 'variable expressivity', 'basal cell carcinomas', 'jaw cysts', 'palmar and/or plantar pits', 'plantar pits', 'pits', 'calcification of the falx cerebri', 'basal cell carcinomas', 'basal cell carcinomas', 'skin tumors', 'tumors', 'increased skin pigmentation']","['0002671', '0000006', '0000006', '0003813', '0003828', '0002671', '0010603', '0010612', '0010612', '0004467', '0005462', '0002671', '0002671', '0008069', '0002664', '0000953']","[11, 54, 64, 99, 99, 358, 489, 500, 514, 522, 532, 624, 723, 774, 779, 871]","[31, 72, 72, 107, 120, 379, 498, 526, 526, 526, 565, 645, 744, 785, 785, 898]"
8042673,"One hundred eighteen cases of nevoid basal cell carcinoma syndrome (NBCCS, Gorlin's syndrome or basal cell nevus syndrome) are presented in this study. In aiming to ascertain all the affected families in Australia, we have examined the largest series to date. Relative frequencies of associated complications are presented and compared with those of the recent English survey by Evans et al. [J Med Genet 30:460-464, 1993]. The frequencies of most manifestations are similar. However, one major difference is that the multiple basal cell carcinomas are manifest from an earlier age in the Australian population, which probably reflects greater exposure to ultraviolet radiation. Of the 64 families ascertained, 37 represented simplex cases, and, accordingly, the apparent new mutation rate is surprisingly high (14-81%) given the lack of impact of NBCCS on reproductive capabilities. There is some evidence to suggest that this may be attributable to anticipation.","['basal cell carcinoma', 'basal cell nevus', 'basal cell carcinomas']","['0002671', '0002671', '0002671']","[37, 96, 527]","[57, 112, 548]"
8092198,"Branchio-oto-renal (BOR) syndrome is an autosomal dominant condition of branchial arch anomalies, deafness and renal dysplasia. Clinical manifestations tend to have considerable intrafamilial and interfamilial variability. Previous linkage studies had localized the gene responsible for BOR syndrome to a broad region of chromosome 8q. Using 10 microsatellite markers, we have further refined the localization of this disorder by establishing tight linkage to two markers, D8S279 and D8S530 (Zmax = 3.91 and Zmax = 2.83 respectively at theta = 0.00). These markers are within 1 cM of one another. Multipoint analysis, involving 7 loci, placed the gene between these markers, with a lod-1 confidence interval 0.7 cM proximal to D8S530 and 0.6 cM distal to D8S279.","['autosomal dominant', 'dominant', 'branchial arch anomalies', 'branchial', 'deafness', 'renal dysplasia', 'intrafamilial and interfamilial variability', 'interfamilial variability', 'variability']","['0000006', '0000006', '0009794', '0009794', '0000404', '0000110', '0003822', '0003812', '0003812']","[40, 50, 72, 72, 98, 111, 178, 196, 210]","[58, 58, 96, 81, 106, 126, 221, 221, 221]"
8092199,"Branchiootorenal (BOR) syndrome is a common autosomal dominant form of hearing impairment previously mapped to 8q. This report refines the localization of the BOR syndrome gene by haplotype analysis to the interval flanked by markers D8S553 and D8S286. By multipoint linkage analysis, the disease locus most likely is flanked by markers D8S530 and D8S279.","['autosomal dominant form', 'autosomal dominant', 'dominant form', 'dominant', 'hearing impairment']","['0000006', '0000006', '0000006', '0000006', '0000365']","[44, 44, 54, 54, 71]","[67, 62, 67, 62, 89]"
8102569,"RFLP typing of members of a neurofibromatosis type 2 (NF2) family suggested that affected individuals were hemizygous at the neurofilament heavy chain (NEFH) locus, possibly as a result of a disease-associated deletion. Conventional karyotyping revealed no evidence for a deletion and all or a majority of the affected family members were heterozygous for closely linked markers which mapped proximal to the NEFH locus (D22S1 and D22S56) and for the distal marker D22S32. FISH analysis confirmed a disease-associated germinal deletion on 22q which encompassed the NEFH locus, which is known to be very closely linked to NF2, but did not extend as far as the proximal Ewing sarcoma region or the distal leukaemia factor (LIF) locus. PFGE analysis with a LIF cosmid subclone identified patient-specific NotI and MluI fragments and suggested that the deletion is about 700 kb in length. Although this large deletion could be expected to eliminate a considerable fraction, and possibly all of the NF2 gene, the resulting phenotype is the mild, so-called Gardner subtype of NF2. The deletion should provide a useful mapping resource for characterising the chromosomal region containing the NF2 locus.","['neurofibromatosis', 'sarcoma']","['0006746', '0100242']","[28, 673]","[45, 680]"
8103288,"Robertsonian translocations, occurring with a frequency of about 1 in 10,000 livebirths, may be an important cause of uniparental disomy as demonstrated for 13/15, 13/14, 14/14, and 22/22 translocations. Dysmorphogenesis and/or mental retardation provide clinical clues for uniparental disomy in apparently balanced offspring of translocation carriers. Research strategies for assessing frequency and implications of uniparental disomy in translocation carriers include a genetic register approach, study of abortuses from balanced translocation carriers, and parent-of-origin studies on de novo homologous Robertsonian translocations.","['Dysmorphogenesis', 'mental retardation', 'retardation', 'de novo']","['0001999', '0001249', '0001249', '0003745']","[204, 228, 235, 588]","[220, 246, 246, 595]"
8145850,"The mutation brachypodism (bp) alters the length and number of bones in the limbs of mice but spares the axial skeleton. It illustrates the importance of specific genes in controlling the morphogenesis of individual skeletal elements in the tetrapod limb. We now report the isolation of three new members of the transforming growth factor-beta (TGF-beta) superfamily (growth/differentiation factors (GDF) 5,6 and 7) and show by mapping, expression patterns and sequencing that mutations in Gdf5 are responsible for skeletal alterations in bp mice. GDF5 and the closely related GDF6 and GDF7 define a new subgroup of factors related to known bone- and cartilage-inducing molecules, the bone morphogenetic proteins (BMPs). Studies of Bmp5 mutations in short ear mice have shown that at least one other BMP gene is also required for normal skeletal development. The highly specific skeletal alterations in bp and short ear mice suggest that different members of the BMP family control the formation of different morphological features in the mammalian skeleton.","['short ear', 'short ear']","['0400005', '0400005']","[750, 910]","[759, 919]"
8160736,"We present 3 individuals, a mother, her son, and an unrelated child, with a number of manifestations reported in the branchio-oculo-facial syndrome (BOFS). The former 2 individuals lacked the ocular and branchial abnormalities normally encountered in this syndrome. However, unilateral renal agenesis was present in the first child, a defect infrequently found in the BOF syndrome. Both the mother and her son also had bilateral supra-auricular sinuses. These defects may represent persistence of the otic vesicle sinus tract. The second child has a mild expression of this condition, among the mildest reported in the literature. The BOFS appears to represent a spectrum involving the development of the optic vesicles, branchial arches, eyes, face, lips, and kidneys. The variations seen in this disorder and the overlap between this condition and the branchio-oto-renal syndrome may represent different mutations within a single gene or may be a contiguous gene deletion syndrome.","['unilateral renal agenesis', 'renal agenesis', 'bilateral supra-auricular sinuses', 'development of the optic vesicles', 'branchial arches', 'contiguous gene deletion syndrome']","['0000122', '0000104', '0008606', '0000478', '0009794', '0001466']","[275, 286, 419, 686, 721, 949]","[300, 300, 452, 719, 737, 982]"
8317476,"Familial Angelman syndrome (AS) can result from mutations in chromosome 15q11q13 that, when transmitted from father to child, result in no phenotypic abnormality but, when transmitted from mother to child, cause AS. These mutations therefore behave neither as dominant nor as recessive mutations but, rather, show an imprinted mode of inheritance. We have analyzed two sibling pairs with AS and a larger family with four AS offspring of three sisters with several recently described microsatellite polymorphisms in the AS region. AS siblings inherited the same maternal alleles at the GABRB3 and GABRA5 loci, and the unaffected siblings of AS individuals inherited the other maternal alleles at these loci. In one of the AS sibling pairs, analysis of a recombination event indicates that the mutation responsible for AS is distal to locus D15S63. This result is consistent with a previously described imprinted submicroscopic deletion causing AS, a deletion that includes loci D15S10, D15S113, and GABRB3, all distal to D15S63. The analysis of the larger AS family provides the first clear demonstration of a new mutation in nondeletion AS. Analysis of linkage of AS to GABRB3 in these three families, on the assumption of imprinted inheritance (i.e., penetrance of an AS mutation is 1 if transmitted maternally and is 0 if transmitted paternally), indicates a maximum lod score of 3.52 at theta = 0.","['phenotypic abnormality', 'dominant', 'mode of inheritance']","['0000118', '0000006', '0000005']","[139, 260, 327]","[161, 268, 346]"
8318482,"This prospective study of 96 individuals from 29 families with neurofibromatosis 2, 49 of whom were affected, confirms in an extended series the previously reported association between posterior subcapsular/capsular cataract and neurofibromatosis 2. Posterior subcapsular/capsular cataracts were found in 36 (80%) of the 45 affected individuals (four individuals were excluded from statistical analyses). In addition, the association of peripheral cortical lens opacities with neurofibromatosis 2 was found to be statistically significant. Seventeen of the patients with neurofibromatosis 2 (37.8%) had peripheral cortical cataracts in comparison with none of the unaffected family members (p < 0.0001). In three patients peripheral cortical opacities were present despite the absence of posterior subcapsular/capsular cataracts. These findings support the inclusion of cortical cataracts of early onset, in addition to posterior subcapsular/capsular cataracts, in the diagnostic criteria of neurofibromatosis 2.","['neurofibromatosis', 'posterior subcapsular/capsular cataract', 'subcapsular/capsular cataract', 'capsular cataract', 'cataract', 'neurofibromatosis', 'Posterior subcapsular/capsular cataracts', 'subcapsular/capsular cataracts', 'capsular cataracts', 'cataracts', 'peripheral cortical lens opacities', 'lens opacities', 'neurofibromatosis', 'neurofibromatosis', 'peripheral cortical cataracts', 'cortical cataracts', 'cataracts', 'peripheral cortical opacities', 'cortical opacities', 'posterior subcapsular/capsular cataracts', 'subcapsular/capsular cataracts', 'capsular cataracts', 'cataracts', 'cortical cataracts of early onset', 'cataracts', 'posterior subcapsular/capsular cataracts', 'subcapsular/capsular cataracts', 'capsular cataracts', 'cataracts', 'neurofibromatosis']","['0006746', '0007787', '0000523', '0100017', '0000518', '0006746', '0007787', '0000523', '0100017', '0000518', '0100019', '0000518', '0006746', '0006746', '0008011', '0100019', '0000518', '0008011', '0100019', '0007787', '0000523', '0100017', '0000518', '0007876', '0000518', '0007787', '0000523', '0100017', '0000518', '0006746']","[63, 185, 195, 207, 216, 229, 250, 260, 272, 281, 437, 457, 477, 571, 603, 614, 623, 722, 733, 788, 798, 810, 819, 870, 879, 920, 930, 942, 951, 992]","[80, 224, 224, 224, 224, 246, 290, 290, 290, 290, 471, 471, 494, 588, 632, 632, 632, 751, 751, 828, 828, 828, 828, 903, 888, 960, 960, 960, 960, 1009]"
8326488,"There are many potential complications which have been reported in association with the naevoid basal cell carcinoma syndrome. We have been able to show the relative frequencies of these problems in a population based study of 84 cases in the north west of England. The major complications of basal cell carcinomas and jaw cysts occur in over 90% of patients by 40 years of age, but may both occur before 10 years of age. Less well described complications are ovarian calcification or fibroma (24%), medulloblastoma (5%), cardiac fibroma (3%), cleft palate (5%), and ophthalmic abnormalities such as squint or cataract (26%). This study more clearly defines the possible complications of the syndrome and gives clearer guidelines for counselling and screening affected and at risk persons.","['basal cell carcinoma', 'basal cell carcinomas', 'jaw cysts', 'ovarian calcification', 'ovarian calcification or fibroma', 'medulloblastoma', 'cardiac fibroma', 'cleft palate', 'ophthalmic abnormalities', 'squint', 'cataract']","['0002671', '0002671', '0010603', '0008657', '0010618', '0002885', '0010617', '0000175', '0000478', '0000486', '0000518']","[96, 293, 319, 460, 460, 500, 522, 544, 567, 600, 610]","[116, 314, 328, 481, 492, 515, 537, 556, 591, 606, 618]"
8352281,"Nevoid basal cell carcinoma syndrome (NBCCS; basal cell nevus syndrome or Gorlin syndrome) is a cancer-predisposition syndrome characterized by multiple basal cell carcinomas (BCCs) and diverse developmental defects. The gene for NBCCS has been mapped to 9q23.1-q31 in North American and European families. In addition, loss of heterozygosity (LOH) for genetic markers in this region has been detected in sporadic BCCs, indicating that the NBCCS gene is probably a tumor-suppressor gene. In this study we have determined that the NBCCS gene is also linked to this region in Australasian pedigrees and that there is no significant evidence of heterogeneity. We have defined the localization of the gene by multipoint and haplotype analysis of 15 families, using four microsatellite markers. LOH at these loci was detected in 50% of sporadic BCCs, a rate that is significantly higher than that in other skin lesions used as controls.","['basal cell carcinoma', 'basal cell nevus', 'basal cell nevus syndrome', 'cancer', 'basal cell carcinomas', 'developmental defects', 'sporadic', 'tumor', 'heterogeneity', 'sporadic', 'skin lesions']","['0002671', '0002671', '0002671', '0002664', '0002671', '0001263', '0003745', '0002664', '0001425', '0003745', '0011355']","[7, 45, 45, 96, 153, 194, 405, 465, 642, 831, 901]","[27, 61, 70, 102, 174, 215, 413, 470, 655, 839, 913]"
8379998,"Neurofibromatosis type 2 (NF2) is a monogenic dominantly inherited disease predisposing carriers to develop nervous system tumours. To identify the genetic defect, the region between two flanking polymorphic markers on chromosome 22 was cloned and several genes identified. One is the site of germ-line mutations in NF2 patients and of somatic mutations in NF2-related tumours. Its deduced product has homology with proteins at the plasma membrane and cytoskeleton interface, a previously unknown site of action of tumour suppressor genes in humans.","['Neurofibromatosis', 'dominantly inherited', 'nervous system tumours', 'tumours', 'tumours', 'tumour']","['0006746', '0000006', '0004375', '0002664', '0002664', '0002664']","[0, 46, 108, 123, 369, 515]","[17, 66, 130, 130, 376, 521]"
8414026,"Neurofibromatosis 2 (NF2) is a dominantly inherited disorder characterized by multiple tumors of the central nervous system, predominantly bilateral vestibular schwannomas. The gene for NF2 is located in the chromosomal region 22q12 between the loci D22S1 and D22S28. We have performed genetic linkage analysis on 13 NF2 families with a total of nine polymorphic DNA markers, including five which we have recently mapped to this region. Two loci, D22S32 and NEFH, are linked to the NF2 locus at 0% recombination (lod scores of 6.03 and 4.28, respectively). By multipoint linkage analysis, we assign the NF2 gene to an interval of 7 cM, between the loci D22S212 and D22S28. We have used this set of nine markers to construct chromosome 22 haplotypes for the 82 at-risk individuals in this pedigree set. It has been possible to determine, with a high degree of certainty, the carrier status of 70 (85%) of these at-risk individuals. Risk prediction was possible in every case where DNA was available from both parents. Fifty-three of the 70 (76%) informative individuals were assigned decreased risks of being carriers. The use of chromosome 22 probes for risk assessment should result in a greatly reduced number of individuals who require periodic screening for NF2.","['Neurofibromatosis', 'dominantly inherited', 'tumors', 'tumors of the central nervous system', 'bilateral vestibular schwannomas', 'vestibular schwannomas', 'schwannomas']","['0006746', '0000006', '0002664', '0100006', '0009589', '0009588', '0100008']","[0, 31, 87, 87, 139, 149, 160]","[17, 51, 93, 123, 171, 171, 171]"
8494033,"Chromosome region 15q is thought to contain one or more genes that are important for melanin pigment synthesis in the hair, skin, and eyes. Hypopigmentation has been identified in the Prader-Willi (PWS) and Angelman (AS) syndromes. We have examined 6 individuals with AS to further characterize the pigment pattern in this condition. The age of the 5 girls and one boy ranged from 2.4 to 7.0 years. None had obvious albinism. Hair color ranged from light blond to brown. Skin was type I in 3 and type II in 3. Eye changes included nystagmus in 2, strabismus in 4, and reduced retinal pigment in 5. The mean hairbulb tyrosinase activity was 0.37 +/- 0.44 pmol/hb/120 min for the individuals with AS, with a range of 0.00 to 1.13 (normal brown control 1.49 +/- 0.79, normal blond control 1.50 +/- 0.85). Electron microscopic examination of hairbulb melanocytes showed normal melanosome and melanocyte architecture and number, but reduced melanin formation, with many stage II and III premelanosomes but few stage IV fully melanized melanosomes. Hypopigmentation characterized by light skin, reduced retinal pigment, low hairbulb tyrosinase activity, and incomplete melanization of melanosomes is part of the phenotype of AS, and is similar to that found in PWS.","['melanin pigment synthesis in the hair, skin, and eyes', 'Hypopigmentation', 'albinism', 'nystagmus', 'strabismus', 'reduced retinal pigment', 'Hypopigmentation']","['0007513', '0007513', '0001022', '0000639', '0000486', '0007746', '0007513']","[85, 140, 416, 531, 547, 568, 1043]","[138, 156, 424, 540, 557, 591, 1059]"
8533848,"Branchiootorenal (BOR) syndrome is a variable, autosomal-dominant disorder of the first and second embryonic branchial arches, kidneys, and urinary tract. We describe the phenotype in 45 individuals, highlighting differences and similarities reported in other studies. Characteristic temporal bone findings include cochlear hypoplasia (4/5 of normal size with only 2 turns), dilation of the vestibular aqueduct, bulbous internal auditory canals, deep posterior fossae, and acutely-angled promontories.","['variable', 'autosomal-dominant', 'dominant', 'branchial arches', 'branchial', 'temporal bone findings', 'cochlear hypoplasia', 'dilation of the vestibular aqueduct', 'bulbous internal auditory canals', 'deep posterior fossae', 'acutely-angled promontories']","['0003813', '0000006', '0000006', '0009794', '0009794', '0009911', '0008586', '0000359', '0004458', '0000359', '0000359']","[37, 47, 57, 109, 109, 284, 315, 375, 412, 446, 473]","[45, 65, 65, 125, 118, 306, 334, 410, 444, 467, 500]"
8576558,"We studied the seizure and polygraphic patterns of 18 patients with Angelman's syndrome. All patients showed movement problems. Eleven patients were also reported to have long-lasting periods of jerky movements. The polygraphic recording showed a myoclonic status epilepticus in nine of them. Seven patients had partial seizures with eye deviation and vomiting, similar to those of childhood occipital epilepsies. These seizures and electroencephalographic patterns suggest that Angelman's syndrome occurs in most of the patients as a nonprogressive, age-dependent myoclonic encephalopathy with a prominent occipital involvement. These findings indicate that, whereas ataxia is a constant symptom in Angelman's syndrome, the occurrence of a transient myoclonic status epilepticus may account for the recurrence of different abnormal movements, namely the jerky ones.","['seizure', 'movement problems', 'jerky movements', 'jerky movements', 'myoclonic status epilepticus', 'myoclonic', 'status epilepticus', 'partial seizures', 'seizures', 'eye deviation', 'vomiting', 'childhood', 'epilepsies', 'seizures', 'electroencephalographic patterns', 'nonprogressive', 'nonprogressive, age-dependent myoclonic encephalopathy', 'encephalopathy', 'ataxia', 'myoclonic', 'myoclonic status epilepticus', 'status epilepticus', 'abnormal movements', 'abnormal movements, namely the jerky ones']","['0001250', '0100022', '0007087', '0007087', '0002123', '0001336', '0002133', '0007359', '0001250', '0000496', '0002013', '0011463', '0001275', '0001250', '0002353', '0003680', '0007030', '0001298', '0001251', '0001336', '0002123', '0002133', '0100022', '0007087']","[15, 109, 195, 195, 247, 247, 257, 312, 320, 334, 352, 382, 402, 420, 433, 535, 535, 575, 668, 751, 751, 761, 824, 824]","[22, 126, 210, 210, 275, 256, 275, 328, 328, 347, 360, 391, 412, 428, 465, 549, 589, 589, 674, 760, 779, 779, 842, 865]"
8592325,"Type A1 brachydactyly in humans is a recognisable syndrome characterised by shortening of the middle phalanx of all digits with occasional fusion of the middle and terminal phalanges. The purpose of this study was to evaluate candidate genes for type A1 brachydactyly in two families with multiple affected members. Several classes of genes have been implicated in the control of distal limb development including homeobox containing genes (MSX1, MSX2) some members of the homeobox gene family, and genes encoding growth factors of the FGF, TGF, and PDGF families. Homeobox (Hox) genes are a family of developmental control genes activated early in embryogenesis that encode positional information along the anterior-posterior body axis and specify distinct spatial domains within developing limbs. Growth factor genes can regulate the proliferation and differentiation of various embryonic structures including limb buds and have been shown to influence Hox gene expression. Candidate genes HOXD, MSX1, MSX2, FGF-1, and FGF-2 were excluded in one family. The brachydactyly type A1 gene or locus was not found in either of the two families studied.","['Type A1 brachydactyly', 'brachydactyly', 'shortening of the middle phalanx of all digits', 'fusion of the middle and terminal phalanges', 'type A1 brachydactyly', 'brachydactyly', 'brachydactyly type A1', 'brachydactyly']","['0009371', '0001156', '0009843', '0001204', '0009371', '0001156', '0009371', '0001156']","[0, 8, 76, 139, 246, 254, 1060, 1060]","[21, 21, 122, 182, 267, 267, 1081, 1073]"
8658145,"The basal cell nevus syndrome (BCNS) is characterized by developmental abnormalities and by the postnatal occurrence of cancers, especially basal cell carcinomas (BCCs), the most common human cancer. Heritable mutations in BCNS patients and a somatic mutation in a sporadic BCC were identified in a human homolog of the Drosophila patched (ptc) gene. The ptc gene encodes a transmembrane protein that in Drosophila acts in opposition to the Hedgehog signaling protein, controlling cell fates, patterning, and growth in numerous tissues. The human PTC gene appears to be crucial for proper embryonic development and for tumor suppression.","['basal cell nevus', 'basal cell nevus syndrome', 'developmental abnormalities', 'basal cell carcinomas', 'cancer', 'somatic mutation', 'sporadic', 'tumor']","['0002671', '0002671', '0001263', '0002671', '0002664', '0001428', '0003745', '0002664']","[4, 4, 57, 140, 192, 243, 265, 619]","[20, 29, 84, 161, 198, 259, 273, 624]"
8669439,"The Townes-Brocks syndrome (TBS) is comprised of a triad including characteristic anal, thumb, and ear anomalies. There are many other organ system abnormalities which may be present. However, the literature does not emphasize craniofacial findings except with reference to the typical ear configuration. A three-generation family is described in which craniofacial manifestations were prominent and a Goldenhar-like condition was considered as the most likely diagnosis. However, with the recent birth of an affected male who had an imperforate anus, the diagnosis of TBS was also considered. The family manifests a variety of Goldenhar-like findings, including epibulbar dermoids, hemifacial microsomia, preauricular tags, macrostomia, and micrognathia in addition to classical ear, radial, and anal findings of TBS. We report on this family to point out a possible biological relationship of these two conditions.","['anal, thumb, and ear anomalies', 'thumb, and ear anomalies', 'ear anomalies', 'organ system abnormalities', 'craniofacial findings', 'typical ear configuration', 'craniofacial manifestations', 'imperforate anus', 'epibulbar dermoids', 'hemifacial microsomia', 'preauricular tags', 'macrostomia', 'micrognathia', 'ear, radial, and anal findings', 'radial, and anal findings', 'anal findings']","['0004378', '0001172', '0000598', '0000118', '0000271', '0000598', '0000271', '0002023', '0001140', '0000271', '0000384', '0000181', '0000347', '0000598', '0002818', '0004378']","[82, 88, 99, 135, 227, 278, 353, 534, 663, 683, 706, 725, 742, 780, 785, 797]","[112, 112, 112, 161, 248, 303, 380, 550, 681, 704, 723, 736, 754, 810, 810, 810]"
8681379,"The nevoid basal cell carcinoma syndrome (NBCCS) is an autosomal dominant disorder characterized by multiple basal cell carcinomas (BCCs), pits of the palms and soles, jaw keratocysts, a variety of other tumors, and developmental abnormalities. NBCCS maps to chromosome 9q22.3. Familial and sporadic BCCs display loss of heterozygosity in this region, consistent with the gene being a tumor suppressor. A human sequence (PTC) with strong homology to the Drosophila segment polarity gene, patched, was isolated from a YAC and cosmid contig of the NBCCS region. Mutation analysis revealed alterations of PTC in NBCCS patients and in related tumors. We propose that a reduction in expression of the patched gene can lead to the developmental abnormalities observed in the syndrome and that complete loss of patched function contributes to transformation of certain cell types.","['basal cell carcinoma', 'autosomal dominant disorder', 'autosomal dominant', 'basal cell carcinomas', 'pits', 'pits of the palms', 'pits of the palms and soles', 'jaw keratocysts', 'other tumors', 'tumors', 'developmental abnormalities', 'sporadic', 'tumor', 'tumors', 'developmental abnormalities']","['0002671', '0000006', '0000006', '0002671', '0004467', '0010610', '0010612', '0010603', '0003008', '0002664', '0001263', '0003745', '0002664', '0002664', '0001263']","[11, 55, 55, 109, 139, 139, 139, 168, 198, 204, 216, 291, 385, 639, 725]","[31, 82, 73, 130, 143, 156, 166, 183, 210, 210, 243, 299, 390, 645, 752]"
8751853,"Neurofibromatosis 2 (NF2) features bilateral vestibular schwannomas, other benign neural tumors, and cataracts. Patients in some families develop many tumors at an early age and have rapid clinical progression, whereas in other families, patients may not have symptoms until much later and vestibular schwannomas may be the only tumors. The NF2 gene has been cloned from chromosome 22q; most identified germ-line mutations result in a truncated protein and severe NF2. To look for additional mutations and clinical correlations, we used SSCP analysis to screen DNA from 32 unrelated patients. We identified 20 different mutations in 21 patients (66%): 10 nonsense mutations, 2 frameshifts, 7 splice-site mutations, and 1 large in-frame deletion. Clinical information on 47 patients from the 21 families included ages at onset and at diagnosis, numbers of meningiomas, spinal and skin tumors, and presence of cataracts and retinal abnormalities. We compared clinical findings in patients with nonsense or frameshift mutations to those with splice-site mutations. When each patient was considered as an independent random event, the two groups differed (P < or = .05) for nearly every variable. Patients with nonsense or frameshift mutations were younger at onset and at diagnosis and had a higher frequency and mean number of tumors, supporting the correlation between nonsense and frameshift mutations and severe NF2. When each family was considered as an independent random event, statistically significant differences between the two groups were observed only for mean ages at onset and at diagnosis. A larger data set is needed to resolve these discrepancies. We observed retinal hamartomas and/or epiretinal membranes in nine patients from five families with four different nonsense mutations. This finding, which may represent a new genotype-phenotype correlation, merits further study.","['Neurofibromatosis', 'bilateral vestibular schwannomas', 'vestibular schwannomas', 'schwannomas', 'neural tumors', 'tumors', 'cataracts', 'many tumors', 'tumors', 'early age', 'vestibular schwannomas', 'schwannomas', 'tumors', 'meningiomas', 'skin tumors', 'tumors', 'cataracts', 'variable', 'tumors', 'retinal hamartomas', 'epiretinal membranes']","['0006746', '0009589', '0009588', '0100008', '0004375', '0002664', '0000518', '0003008', '0002664', '0003593', '0009588', '0100008', '0002664', '0002858', '0008069', '0002664', '0000518', '0003813', '0002664', '0009594', '0100014']","[0, 35, 45, 56, 82, 89, 101, 146, 151, 164, 290, 301, 329, 855, 879, 884, 908, 1183, 1325, 1675, 1701]","[17, 67, 67, 67, 95, 95, 110, 157, 157, 173, 312, 312, 335, 866, 890, 890, 917, 1191, 1331, 1693, 1721]"
8755919,"The gene predisposing to neurofibromatosis type 2 (NF2) on human chromosome 22 has revealed a wide variety of different mutations in NF2 individuals. These patients display a marked variability in clinical presentation, ranging from very severe disease with numerous tumors at a young age to a relatively mild condition much later in life. To investigate whether this phenotypic heterogeneity is determined by the type of mutation in NF2, we have collected clinical information on 111 NF2 cases from 73 different families on whom we have performed mutation screening in this gene. Sixty-seven individuals (56.2%) from 41 of these kindreds revealed 36 different putative disease-causing mutations. These include 26 proposed protein-truncating alterations (frameshift deletions/insertions and nonsense mutations), 6 splice-site mutations, 2 missense mutations, 1 base substitution in the 3' UTR of the NF2 cDNA, and a single 3-bp in-frame insertion. Seventeen of these mutations are novel, whereas the remaining 19 have been described previously in other NF2 individuals or sporadic tumors. When individuals harboring protein-truncating mutations are compared with cases with single codon alterations, a significant correlation (P < .001) with clinical outcome is observed. Twenty-four of 28 patients with mutations that cause premature truncation of the NF2 protein, schwannomin, present with severe phenotypes. In contrast, all 16 cases from three families with mutations that affect only a single amino acid have mild NF2. These data provide conclusive evidence that a phenotype/genotype correlation exists for certain NF2 mutations.","['neurofibromatosis', 'variability', 'numerous tumors', 'tumors', 'young', 'young age', 'mild condition much later in life', 'heterogeneity', 'sporadic', 'tumors']","['0006746', '0003812', '0003008', '0002664', '0003593', '0003593', '0003664', '0001425', '0003745', '0002664']","[25, 182, 258, 267, 279, 279, 305, 379, 1072, 1081]","[42, 193, 273, 273, 284, 288, 338, 392, 1080, 1087]"
