,file,text,HPO_symptoms,HPO_code
163,8352281,"Nevoid Basal Cell Carcinoma Syndrome (NBCCS; Basal Cell Nevus Syndrome or Gorlin's Syndrome) is a cancer predisposition syndrome characterized by multiple basal cell carcinomas (CB) and various developmental defects. The NBCCS gene has been mapped to 9Q 23.1-q31 in North American and European families. Furthermore, loss of heterozygote (LOH) for genetic markers in this region has been detected in sporadic CB, indicating that the NBCCS gene is likely a tumor suppressor gene. In this study we have determined that the NBCCS gene is also related to this region in Australasian pedigrees and that there is no significant evidence of heterogeneity. We have defined the location of the gene by multipoint analysis and haplotype of 15 families, using four microsatellite markers. LOH was detected in these loci in 50% of sporadic CB, a rate significantly higher than that of other skin lesions used as controls.","['basal cell carcinoma.', 'basal cell nevus.', 'basal cell nevus syndrome.', 'cancer', 'basal cell carcinomas.', 'developmental defects.', 'sporadic', 'tumor', 'heterogeneity', 'sporadic', 'skin lesions']","['0002671', '0002671', '0002671', '0002664', '0002671', '0001263', '0003745', '0002664', '0001425', '0003745', '0011355']"
164,8379998,"Neurofibromatosis type 2 (NF2) is a predominantly inherited monogenic disease that predisposes carriers to develop tumors of the nervous system. To identify the genetic defect, the region between two flanking polymorphic markers on chromosome 22 was cloned and several genes were identified. One of them is the site of germination mutations in NF2 patients and of somatic mutations in NF2-related tumors. Their deduced product has homology with proteins in the plasma membrane and the cytoskeleton interface, a previously unknown site of action of tumor suppressor genes in humans.","['Neurofibromatosis', 'dominant inheritance.', 'Tumors of the nervous system.', 'Tumors', 'tumors', 'tumor']","['0006746', '0000006', '0004375', '0002664', '0002664', '0002664']"
165,8414026,"Neurofibromatosis 2 (NF2) is a predominantly inherited disorder characterized by multiple tumors of the central nervous system, predominantly bilateral vestibular schwanomas. The NF2 gene is located on the 22q12 chromosomal region between the D22S1 and D22S28 loci. A genetic linkage analysis has been performed on 13 NF2 families with a total of nine polymorphic DNA markers, including five that we have recently mapped to this region. Two loci, D22S32 and NEFH, are related to the 0% recombination NF2 locus (LOD scores of 6.03 and 4.28, respectively). Through multipoint link analysis, we assigned the NF2 gene to an interval of 7 cM, between the D22S212 and D22S28 loci. We have used this group of nine markers to construct chromosomal haplotypes 22 for the 82 at-risk individuals in this pedigree group. It has been possible to determine, with a high degree of certainty, the carrier status of 70 (85%) of these individuals at risk. Risk prediction was possible in all cases where DNA was available from both parents. 53 of 70 (76%) informative individuals were assigned a decreased risk of being carriers. The use of chromosome probes 22 for risk assessment should result in a very small number of individuals requiring periodic screening for NF2.","['Neurofibromatosis', 'dominant inheritance.', 'Tumors', 'tumors of the central nervous system.', 'Bilateral vestibular schwanomas.', 'Vestibular schwanomas.', 'Schwannomas']","['0006746', '0000006', '0002664', '0100006', '0009589', '0009588', '0100008']"
166,8494033,"The chromosome 15q region is believed to contain one or more genes that are important for the synthesis of melanin pigments in hair, skin, and eyes. Hypopigmentation has been identified in the Prader-Willi (PWS) and Angel (AS) syndromes. We have examined 6 individuals in order to characterize the pigmentary pattern in this pathology. The age of the 5 girls and a boy ranged from 2.4 to 7.0 years. Neither had an obvious albinism. The hair color ranged from light blonde to brown. The skin was type I in 3 and type II in 3. The ocular changes included nystagmus in 2, strabismus in 4 and reduction of the retinal pigment in 5. The average activity of the hairbulb tyrosinase was 0.37 +/- 0, 44 pmol / HB / 120 min for individuals with AS, with a range of 0.00 to 1.13 (normal brown control 1.49 +/- 0.79, normal blonde control 1.50 +/- 0.85 ). Microscopic examination of hairbulb melanocytes shows an architecture and a number of melanosome and normal melanocytes, but a reduction in melanin formation, with many stage II and III premelanosomes, but few stage IV fully melanized melanosomes. Hypopigmentation characterized by light skin, decreased retinal pigment, low hairbulb tyrosinase activity, and incomplete melanosome melanization are part of the AS phenotype, and is similar to that found in PWS.","['synthesis of melanin pigments in hair, skin and eyes.', 'Hypopigmentation', 'albinism', 'Nystagmus', 'strabismus', 'reduced retinal pigment.', 'Hypopigmentation']","['0007513', '0007513', '0001022', '0000639', '0000486', '0007746', '0007513']"
167,8533848,"Branchiootorenal syndrome (BOR) is a variable, autosomal dominant disorder of the first and second embryonic branchial arches, kidneys, and urinary tract. We describe the phenotype in 45 individuals, highlighting the differences and similarities reported in other studies. Characteristic temporal bone findings include cochlear hypoplasia (4/5 normal size with only 2 turns), dilatation of the vestibular aqueduct, internal bulbous auditory canal, deep posterior fossae, and acute-angle promontories.","['variable', 'autosomal dominant', 'dominant', 'branchial arches.', 'branchial', 'temporal bony findings.', 'cochlear hypoplasia.', 'dilatation of the vestibular aqueduct.', 'bulbous internal auditory canal . ',' deep posterior fossae. ',' acute angle headlands. ']","['0003813', '0000006', '0000006', '0009794', '0009794', '0009911', '0008586', '0000359', '0004458', '0000359', '0000359']"
168,8576558,"The seizures and polygraphic patterns of 18 patients with Angelica syndrome were studied. All the patients showed movement problems. Eleven patients were reported to have long-lasting spasmodic periods of movement. The polygraphic record revealed a myoclonic epileptic state in nine of them. Seven patients presented partial seizures with ocular deviation and vomiting, similar to those of childhood occipital epilepsies. These seizures and electroencephalographic patterns suggest that Angel syndrome occurs in most patients as an age-dependent, non-progressive myoclonic encephalopathy with prominent occipital involvement. These findings indicate that, while ataxia is a constant symptom in Angelica syndrome, the appearance of a transient myoclonic epileptic state may explain the recurrence of different abnormal movements, that is, the uneven ones.","['grasp', 'movement problems', 'spasmodic movements', 'spasmodic movements', 'myoclonic epileptic state.', 'myoclonic', 'epileptic state.', 'partial seizures.', 'seizures', 'ocular deviation', 'vomiting', 'childhood', 'epilepsy', 'seizures',' electroencephalographic patterns. ',' sociation ',' non-progressive myoclonic encephalopathy, dependent on age ',' encephalopathy ',' ataxia ',' myoclonic ',' myoclonic epileptic state. ',' epileptic state. ',' abnormal movements', 'abnormal movements, that is, unequal']","['0001250', '0100022', '0007087', '0007087', '0002123', '0001336', '0002133', '0007359', '0001250', '0000496', '0002013', '0011463', '0001275', '0001250', '0002353', '0003680', '0007030', '0001298', '0001251', '0001336', '0002123', '0002133', '0100022', '0007087']"
169,8592325,"Brachydactyly type a1 in humans is a recognizable syndrome characterized by shortening of the middle phalanx of all digits with occasional fusion of the middle and terminal phalanges. The objective of this study was to evaluate the brachydactyly type a1 candidate genes in two families with multiple affected members. Several classes of genes have been implicated in controlling the development of distal extremities including genes that contain homeobox (MSX1, MSX2) some members of the homeobox gene family, and genes that encode growth factors of the FGF, TGF, and PDGF families. Homeobox (Hox) genes are a family of developmental control genes activated early in embryogenesis that encode positional information along the anterior-posterior body axis and specify different spatial domains within limb development. Growth factor genes can regulate the proliferation and differentiation of various embryonic structures, including limb buds, and have been shown to influence Hox gene expression. The HOXD, MSX1, MSX2, FGF-1 and FGF-2 candidate genes were excluded in one family. The brachydactyly gene type a1 or locus was not found in either of the two families studied.","['Brachydactyly type a1', 'brachydactyly', 'shortening of the middle phalanx of all digits.', 'Fusion of the middle and terminal phalanges.', 'Brachydactyly type a1', 'brachydactyly', 'brachydactyly type a1' , 'brachydactyly']","['0009371', '0001156', '0009843', '0001204', '0009371', '0001156', '0009371', '0001156']"
170,8658145,"Basal cell nevus syndrome (SNBC) is characterized by developmental abnormalities and the postnatal appearance of cancers, especially basal cell carcinomas (CB), the most common human cancer. Inherited mutations in SNBC patients and a somatic mutation in sporadic BCC were identified in a human homolog of the patched Drosophila (PTC) gene. The PTC gene encodes a transmembrane protein that in Drosophila acts in opposition to the hedgehog signaling protein, controlling cell fate, pattern, and growth in numerous tissues. The human PTC gene appears to be crucial for proper embryonic development and for tumor suppression.","['Basal cell nevus.', 'Basal cell nevus syndrome.', 'Developmental abnormalities', 'Basal cell carcinomas.', 'Cancer', 'Somatic mutation.', 'Sporadic', 'Tumor']","['0002671', '0002671', '0001263', '0002671', '0002664', '0001428', '0003745', '0002664']"
171,8669439,"Townes-Brock syndrome (TBS) is a triad that includes characteristic ear, thumb and anal abnormalities. There are many other abnormalities of the organic system that may be present. However, the literature does not emphasize the craniofacial findings except with respect to the typical ear configuration. A family of three generations is described in which the craniofacial manifestations were prominent and it was considered that the most probable diagnosis was Goldenhar. However, with the recent birth of an affected male with an imperforate anus, the diagnosis of TBS was also considered. The family reports a variety of Goldenhar findings, including epibulbar dermoids, hemifacial microsomy, preauricular tags, macrostomy, and micrognathia, in addition to classic TBS ear, radial, and anal findings. We report this family to point out a possible biological relationship between these two conditions.","['Anal, thumb and ear abnormalities.', 'Thumb and ear abnormalities', 'ear abnormalities.', 'organ system abnormalities', 'craniofacial findings.', 'typical ear configuration.', 'craniofacial manifestations.', 'imperforate anus.', 'epibulbar dermoids.', 'hemifacial microsomy.', 'preauricular labels.', 'macrostomy', 'micrognathia', 'auditory, radial and anal findings.', 'findings radial and anal. ',' anal findings. ']","['0004378', '0001172', '0000598', '0000118', '0000271', '0000598', '0000271', '0002023', '0001140', '0000271', '0000384', '0000181', '0000347', '0000598', '0002818', '0004378']"
172,8681379,"Nevoid Basal Cell Carcinoma Syndrome (NBCCS) is an autosomal dominant disorder characterized by multiple basal cell carcinomas (CB), plant and palm pits, mandibular keratocysts, a variety of other tumors, and developmental abnormalities. NBCCS is assigned to chromosome 9q 22.3. Loss of familial and sporadic CB heterozygote in this region, consistent with the gene of a tumor suppressor. A human sequence (PTC) with high homology to the patched Drosophila segment polarity gene was isolated from a YAC contig and cosmid from the NBCCS region. Mutation analysis revealed PTC abnormalities in NBCCS patients and related tumors. We propose that a reduction in patched gene expression can lead to the developmental abnormalities seen in the syndrome and that complete loss of patched function contributes to the transformation of certain cell types.","['basal cell carcinoma.', 'autosomal dominant disorder.', 'autosomal dominant.', 'basal cell carcinomas.', 'pits',' pits of the palms. ',' pits of palms and plants. ',' mandibular keratocysts. . ',' other tumors. ',' tumors', 'developmental abnormalities',' sporadic ',' tumor ',' tumors', 'developmental abnormalities']","['0002671', '0000006', '0000006', '0002671', '0004467', '0010610', '0010612', '0010603', '0003008', '0002664', '0001263', '0003745', '0002664', '0002664', '0001263']"
173,8751853,"Neurofibromatosis 2 (NF2) presents with bilateral vestibular schwannomas, other benign neural tumors, and cataracts. Patients in some families develop many tumors at an early age and have a rapid clinical progression, while in other families, patients may have no symptoms until much later, and vestibular schwanomas may be the only tumors. The NF2 gene has been cloned from chromosome 22q; Most of the identified microbacterial mutations produce a truncated protein and severe NF2. To search for additional mutations and clinical correlations, CET analysis was used to detect DNA from 32 unrelated patients. Twenty different mutations were identified in 21 patients (66%): 10 nonsense mutations, 2 mutagenic, 7 junction mutations and 1 large deletion in the picture. Clinical information on 47 patients from the 21 families included ages at onset and diagnosis, number of meningiomas, spinal and skin tumors, and the presence of cataracts and retinal abnormalities. Clinical findings in patients with nonsense or frameshift mutations were compared to those with splice mutations. When each patient was considered as an independent random event, the two groups differed (P <OR = 0.05) for almost all variables. Patients with nonsense or frameshift mutations were younger at baseline and at diagnosis, with higher and average frequency of tumors, supporting the correlation between absurd and frameshift mutations and severe NF2. When each family was considered as an independent random event, statistically significant differences were observed between both groups only in the mean ages of onset and at the time of diagnosis. A larger data set is required to resolve these discrepancies. Retinal amartomas and / or epiretinal membranes were observed in nine patients from five families with four different nonsense mutations. This finding, which may represent a new genotype-phenotype correlation, merits further study.","['Neurofibromatosis', 'bilateral vestibular schwanomas.', 'Vestibular schwanomas.', 'Schwannomas', 'neural tumors.', 'Tumors', 'cataracts', 'many tumors.', 'Tumors', 'early age' , 'vestibular schwanomas.', 'schwannomas',' tumors', 'meningiomas',' skin tumors. ',' tumors', 'cataracts',' variable ',' tumors', 'retinal amartomas.', 'membranes of epiretinal. ']","['0006746', '0009589', '0009588', '0100008', '0004375', '0002664', '0000518', '0003008', '0002664', '0003593', '0009588', '0100008', '0002664', '0002858', '0008069', '0002664', '0000518', '0003813', '0002664', '0009594', '0100014']"
174,8755919,"The gene predisposing to neurofibromatosis type 2 (NF2) on human chromosome 22 has revealed a wide variety of different mutations in NF2 individuals. These patients show marked variability in clinical presentation, ranging from a very serious disease with numerous tumors at an early age to a relatively mild condition much later in life. To investigate whether this phenotypic heterogeneity is determined by the type of mutation in NF2, clinical information has been collected on 111 NF2 cases from 73 different families that have been screened for mutations in this gene. 67 individuals (56.2%) from 41 of these relatives found 36 different disease-causing mutations. These include 26 truncated protein alterations (frameshift deletions / insertions and nonsense mutations), 6 junction point mutations, 2 nonsense mutations, 1 base substitution in the 3 'UTR of the NF2 cDNA and a single insertion in the frame of 3 PA. Seventeen of these mutations are novel, while the remaining 19 have been previously described in other NF2 or sporadic tumors. When individuals harboring truncating protein mutations are compared to cases with single codon abnormalities, a significant correlation (P <0.001) with clinical outcome is observed. Twenty-four of the 28 patients with mutations causing premature truncation of the NF2 protein, schwannomin, have severe phenotypes. In contrast, all 16 cases in three families with mutations that affect only a single amino acid have mild NF2. These data provide conclusive evidence that there is a phenotype / genotype correlation for certain NF2 mutations.","['neurofibromatosis',' variability ',' numerous tumors. ',' tumors', 'young', 'young age.', 'mild condition much later in life', 'heterogeneity', 'sporadic', 'tumors ']","['0006746', '0003812', '0003008', '0002664', '0003593', '0003593', '0003664', '0001425', '0003745', '0002664']"
175,8755929,"Gorlin syndrome is an autosomal dominant disorder characterized by multiple basal cell carcinomas, medulloblastoma, ovarian fibroids, and a variety of developmental defects. All affected individuals share certain key characteristics, but there is significant phenotypic variability within and between relatives with respect to malformations. The gene (NBCCS) is mapped to chromosome 9q22, and loss of allelic at this location is common in tumors from patients with Gorlin syndrome. Two cancer-predisposing recessive syndromes, pigmentosum xeroderma group A (XPAC) and Fanconi anemia group C (FACC), map to NBCCS region; and unusual and dominant mutations in these genes have been proposed to cause Gorlin syndrome. This study presents the cytogenetic and molecular characterization of germline deletions in one patient with a chromosomal 9q22 deletion and in a second patient with a 9q22-Q3L deletion. Both have typical features of Gorlin syndrome plus additional findings, including mental retardation, conductive hearing loss, and failure to thrive. That Gorlin syndrome can be caused by null mutations (deletions) rather than by activating mutations has several implications. First, together with previous analyzes of allelic loss in tumors, this study provides evidence that associated malignancies appear with homozygous gene inactivation. Furthermore, the dominant mutations of the XPAC and FACC1 genes can be ruled out as the cause of Gorlin syndrome, since the two patients described have null mutations. Finally, the phenotypic characteristics that show a variable expression must be influenced by genetic origin, epigenetic effects, somatic mutations or environmental factors, since these two patients with identical alterations (deletions) of the Gorlin syndrome gene have somewhat different from Gorlin syndrome.","['autosomal dominant.', 'autosomal dominant disorder.', 'basal cell carcinomas.', 'medulloblastoma', 'ovarian fibroids.', 'developmental defects.', 'significant phenotypic variability within and between relatives.', 'variability phenotypic. ',' variability ',' tumors', 'cancer', 'mental retardation.', 'delay', 'conductive hearing loss.', 'hearing loss',' inability to thrive ',' tumors', 'neoplasms', 'variable', 'variable expression.']","['0000006', '0000006', '0002671', '0002885', '0010618', '0001263', '0003822', '0003812', '0003812', '0002664', '0002664', '0001249', '0001249', '0000405', '0000365', '0001508', '0002664', '0002664', '0003813', '0003828']"
176,8786067,"Angelica syndrome (AD) is characterized by severe mental retardation, absence of speech, puppet-like movements, inappropriate laughter, epilepsy, and abnormal electroencephalogram. The majority of patients (approximately 65%) have a maternal deficiency within the chromosomal region 15q11-q13, caused by maternal deletion or uniparental paternal parental (UPD). Approximately 35% of patients have no detectable deletion or UPD, but a subgroup of these patients has abnormal methylation at various loci in the 15q11-q13 region. We describe here three patients with Angelica syndrome belonging to an extended inbred family. High-resolution chromosome analysis combined with DNA analysis using 14 marker loci from the 15ql1-q13 region did not detect a deletion in any of the three patients. Paternal UPD of chromosome 15 was detected in one case, while the other two patients presented abnormal methylation in D15S9, D15S63 and SNRPN. Although the three patients are remotely related, the haplotypes of chromosome 15q11-q13 are different, suggesting that independent mutations resulted in like in this family.","['severe mental retardation.', 'mental retardation.', 'speechlessness.', 'puppet-like movements', 'inappropriate laughter.', 'laughter', 'epilepsy', 'abnormal electroencephalogram.']","['0002187', '0001249', '0001344', '0100022', '0000748', '0000748', '0001250', '0002353']"
177,8808282,"Oto-renal syndrome (BOR) is an autosomal dominant disorder characterized by branchial abnormality, hearing loss, and renal abnormalities. Recently, the disease gene has been located on chromosome 8q. In this work, genetic studies are reported that refine the region of the disease gene to a shorter interval and identify several YACs from the critical region. Two large clinically well characterized BOR families with a group of 13 polymorphic markers spanning the D8S165-D8S275 interval of the 8Q region of the chromosome were studied. Based on multipoint analysis, the highest probability of localization of the BOR gene is found between the D8S543 and D8S530 markers, a distance of approximately 2 cM. YACs that mapped into the critical region of BOR have been identified and characterized by fluorescence in situ hybridization and pulsed field gel electrophoresis. A YAC contig is assembled, based on the STS content map, covering a minimum of 4 MB of human DNA in the critical region of BOR. This is the basis for the construction of a transcriptional map of this region and the eventual identification of genes involved in BOR syndrome.","['autosomal dominant.', 'autosomal dominant disorder.', 'dominant', 'branchial abnormality.', 'branchial', 'hearing loss', 'renal abnormalities.']","['0000006', '0000006', '0000006', '0009794', '0009794', '0000365', '0000077']"
178,8832722,"At birth, a young male child with a bilateral cleft lip and palate, bilateral microphthalmos and ocular colobomas, and a dysplastic left kidney were observed. Her mother had similar ophthalmologic findings and milder facial abnormalities including filtrum abnormality and obstruction of the bilateral congenital nasolacrimal duct canal. Her maternal grandmother had mild facial abnormalities including a short filtrum and a bilateral congenital nasolacrimal duct canal obstruction, but with no evidence of ocular abnormalities. The spectrum of abnormalities observed in this family is similar to that described in oculo-facial syndrome, a rare inherited syndrome in which there are a number of abnormalities in the development of the eye, face, and kidney. Although the precise cause of this syndrome is unknown, it is likely to be caused by mutations in a gene responsible for the orderly closure of the fetal fissure and the fusion of facial structures.","['young', 'bilateral cleft lip.', 'bilateral cleft lip and palate.', 'cleft lip.', 'cleft lip and cleft palate.', 'bilateral microphthalmos.', 'microphthalmos',' ocular colobomas. ',' dysplastic left kidney. ',' ophthalmologic findings. ',' milder facial abnormalities. ',' facial abnormalities. ',' filtrum abnormality. ',' congenital bilateral obstruction of the nasolacrimal duct canal. ',' obstruction of the nasolacrimal duct tube. ',' Mild facial abnormalities. ',' Facial abnormalities. ',' Short filtrum. ',' Congenital bilateral obstruction of the nasolacrimal duct canal. ',' Nasolacrimal duct tube obstruction. ',' Ocular abnormalities. ',' dominant inheritance. ',' developmental abnormalities', 'eye abnormalities.']","['0003593', '0100336', '0002744', '0100333', '0000175', '0007633', '0000568', '0007995', '0004741', '0000478', '0004675', '0000271', '0000288', '0007669', '0000579', '0004675', '0000271', '0000322', '0007669', '0000579', '0000284', '0000006', '0001263', '0000478']"
179,8923935,"From the group of disorders known as distal arthrogryposes (DAs), additional disorders characterized by multiple congenital contractures of the distal extremities have been described, and the distribution of phenotypic findings in the DAs has expanded. The breadth of disorders marked as DAs has decreased the utility of the DA classification. We propose a strict definition of AD and diagnostic criteria for AD disorders. Subsequently, we use these standards and propose a revised classification of the discrete conditions that should be marked as DAs. Optimally, it serves as a framework for a DA classification based on underlying molecular and physiological abnormalities.","['distal arthrogryposes.', 'multiple congenital contractures.', 'congenital contractures.', 'distal limb contractures.', 'contractures']","['0005684', '0005188', '0002803', '0003121', '0001371']"
180,8923936,"We describe the clinical findings of 15 individuals from a large tribe affected with distal arthrogryposis type 1A (DA1A). The most consistent findings among individuals were overlapping toes at birth, abnormal folds of digital flexion, and foot deformity, including Equinovarus varus and vertical slope. Marked intrafamilial variation in DA1A expression was observed. Mapping the DA1A locus suggests that the use of strict diagnostic criteria rigorously excludes unaffected individuals, but may lead to incomplete investigation of affected individuals. In the context of an affected family, it is necessary to expand the range of phenotypes compatible with the diagnosis of DA1A.","['Distal arthrogryposis.', 'Arthrogryposis', 'overlapping toes at birth', 'overlapping toes', 'abnormal digital flexion folds', 'foot deformity', 'Varo', 'equinovarus varus.', 'Equinovarus' , 'vertical slope.', 'marked intra-family variation.']","['0005684', '0001390', '0010557', '0010557', '0006143', '0001760', '0001883', '0001762', '0001762', '0001838', '0003822']"
181,8929945,"We present the clinical characteristics of 27 Australasia patients with Angel syndrome (AD), all of them with DNA deletion with chromosome 15 (q11-13), which encompass markers from D15S9 to D15S12, around 3 central points of 5 MB of DNA. . Nine men and 18 women. All the cases were sporadic. The mean age at the last review (end of 1994) was 11 2-year center points (range 3-34 years). All the patients were ataxic, severely retarded and without recognizable speech. In all patients, the head circumference (CH) at birth was normal but skewed in the distribution, with a point of 62 center of 5% in the tenth percentile. In the last review, the HC was around the 50th percentile in three patients (12 central points of 5%) while 15 had poor growth of the postnatal head. Short stature was not invariable, 5/26 (19%) were at or above the 50th percentile. Hypotonia was recorded at birth in 15/24 (63%) difficulties in neonatal feeding were recorded in 20/26 (77%). Epilepsy was present in 26/27 (96%) with onset in the third year of life in 20 patients (83%). Improvement in epilepsy was reported in 11/16 patients (69%) with age. An abnormal EEG was reported in 25/25 patients. Hypopigmentation was present in 19/26 (73%). One patient presented albinism oculocutaneous albinism. Five patients were unable to walk independently. Of the remaining 22 who were able to walk, the age of onset of gait ranged from 2 to 8 years. Altered sleep patterns were present in 18/21 patients (86%), with improvement in 9/12 patients (75%) over 10 years of age. The clinical characteristics of this deletion group as patients were similar to previous reports, but have not separated patients into subgroups based on DNA studies. In our group of cases of deletion, 100% presented severe mental retardation, ataxic movements, absence of language, abnormal EEG, happy disposition (observed in childhood in 95%), normal weight at birth and head circumference at birth, and a wide and wide mouth. These characteristics occurred more frequently than in patients as a whole. Our study also provided information on the evolution of the phenotype. The data may act as a benchmark for comparisons of those resulting from other genetic mechanisms.","['sporadic', 'ataxic', 'severe delay', 'retarded', 'recognizable speech failure.', 'poor postnatal head growth.', 'short stature.', 'hypotonia', 'hypotonia at birth . ',' neonatal feeding difficulties. ',' feeding difficulties ',' Epilepsy ',' epilepsy ',' abnormal EEG. ',' Hypopigmentation ',' albinism oculocutaneous albinism. ',' albinism ',' could not walk independently ',' Altered sleep patterns', 'severe mental retardation.', 'mental retardation.', 'retardation', 'ataxic movements.', 'ataxic', 'tongue absent', 'abnormal EEG.', 'happy disposition.', 'childhood', 'wide mouth']","['0003745', '0001251', '0010864', '0001263', '0001617', '0000241', '0004322', '0001252', '0001319', '0008872', '0011968', '0001250', '0001250', '0002353', '0007513', '0001107', '0001022', '0002540', '0002360', '0002187', '0001249', '0001249', '0001251', '0001251', '0002463', '0002353', '0100024', '0003576', '0000154']"
182,8954778,"Brachydactyly type C is an autosomal dominant disorder characterized by abnormal segmentation of the index and segregated middle fingers with a high degree of variable expression in members of the same family. We have followed and studied members of the large kindred segregation with the brachydactyly type C phenotype described by Virgil Amar in 1963, and using the genetic linkage analysis, we located the 12q24 human chromosome susceptibility gene.","['Brachydactyly type C', 'autosomal dominant disorder.', 'Autosomal dominant.', 'Dominant', 'abnormal segmentation of the index and middle fingers.', 'High degree of variable expression in members of the same family.', 'variable expression.', 'variable', 'brachydactyly type C', 'brachydactyly']","['0009373', '0000006', '0000006', '0000006', '0004100', '0003822', '0003828', '0003813', '0009373', '0001156']"
183,8981943,"The human homologue of the patched Drosophila segment polarity gene is implicated in the development of nevoid basal cell carcinoma syndrome (NBCCS) and in the genesis of sporadic basal cell carcinomas. In order to examine phenotypic variability in NBCCS and highlight functionally important domains of the PTCH protein, we have screened 71 unrelated NBCCS individuals for mutations in PTCH exons. We identified 28 mutations that are distributed throughout the gene, and the majority (86%) cause protein truncation. As part of this analysis, we demonstrate that failure of an NBCCS family to show a clear link to chromosome 9q 22.3-31 is more likely due to germline mosaicism. We have identified three families carrying identical mutations with variable phenotypes, suggesting that phenotypic variability in NBCCS is a complex genetic event. No genotype-phenotype correlation was found between the position of the truncation mutations and the main clinical characteristics. Two erroneous mutations have been identified, and their location within the transmembrane domains supports the notion that PTCH may have a transport function. The preponderance of truncation mutants in the germ line of NBCCS patients suggests that developmental defects associated with the disorder are more likely due to haploinsufficiency.","['basal cell carcinoma.', 'sporadic', 'basal cell carcinomas.', 'phenotypic variability.', 'variability', 'variable phenotypes.', 'variable', 'phenotypic variability.', 'variability', 'defects developing.']","['0002671', '0003745', '0002671', '0003812', '0003812', '0003813', '0003813', '0003812', '0003812', '0001263']"
184,9012416,"Distal arthrogryposis type 1 (DA1) and Freeman-Sheldon syndrome (FSS) are the two most common known causes of inherited multiple congenital contractures. We have recently characterized a new disorder (DA2B) with an intermediate phenotype between DA1 and FSS. We present the mapping of a gene that causes DA2B to chromosome 11P 15.5-Peter. Linkage analysis in a single kindred generated a positive LOD score of 5.31 at theta = 0 with the D11S922 marker, and recombinants localize the gene to a region of approximately 3.5-6.5 cM between the TH marker. and telomeres. Additional family analysis improves the LOD score to 6.45 at theta = 0 and suggests link homogeneity for DA2B.","['Distal arthrogryposis.', 'Arthrogryposis', 'multiple congenital contractures.', 'Congenital contractures.', 'Contractures']","['0005684', '0001390', '0005188', '0002803', '0001371']"
185,9024575,"The brachydactyly type C is characterized by the lack of the second and fifth middle phalanges and the first metacarpus. It is inherited as an autosomal dominant trait, and is noted for its widely variable clinical phenotype both within and between families. In most families the involvement is limited to the hands. However, other skeletal and nonskeletal findings have been reported in some families. We present 12 affected members of a 5-generation kindred that secretes a brachydactyly type C phenotype. All affected individuals presented difficulties mainly in the second and fifth phalanx and in the first metacarpus. However, the metacarpo-phalanx profile indicated that other digital elements were also short. Furthermore, an affected individual had a bilateral Madelung deformity, but none had foot involvement. There are no other brachydactyly co-pooled non-skeletal findings in this family. Recently, a brachydactyly type C gene for 12q24 has been located. This was done by studying a large tribe for the first time reported by the mooring [1963], which manifests hand and foot abnormalities. We present linkage data that excludes the 12q24 locus in our tribe, indicating locus heterogeneity as an explanation for the interfamilial variability described in type C brachydactyly.","['Brachydactyly type C', 'difficulty of the second and fifth middle phalanges.', 'Autosomal dominant trait.', 'Autosomal dominant.', 'Dominant', 'widely varying clinical phenotype both within and between families.', ' variable ',' skeletal and non-skeletal findings. ',' brachydactyly ',' brachydactyly type C ',' brevity mainly affects the second and fifth phalanx and the first metacarpus. ',' bilateral Madelung deformity. ',' involvement of the foot ',' brachydactyly ',' type C brachydactyly ',' brachydactyly ',' hand and foot abnormalities ',' foot abnormalities ',' locus heterogeneity ',' heterogeneity ',' interfamilial variability. ',' variability ',' brachydactyly type C ',' brachydactyly ']","['0009373', '0004220', '0000006', '0000006', '0000006', '0003822', '0003813', '0000924', '0001156', '0009373', '0009536', '0003067', '0001760', '0001156', '0009373', '0001156', '0001155', '0001760', '0001425', '0001425', '0003812', '0003812', '0009373', '0001156']"
186,9096762,"We present the case of an 8-year-old African American boy with medulloblastoma and nevoid basal cell carcinoma syndrome (NBCCS) who presented the radiosensitive response of basal cell carcinoma (BCC) formation in the irradiated area for medulloblastoma. This response is well documented in Caucasian NBCCS patients with medulloblastoma. Medulloblastoma was diagnosed at 2 years of age and surgery, chemotherapy, and craniospinal irradiation were performed. At 6 years of age, he was diagnosed with NBCCS after presentation with a large odontogenic keratocyst of the jaw, pits of the palms and soles, and numerous CBs in the back and neck area that had previously been irradiated for medulloblastoma. Examination of other family members showed that Proposition's mother also had NBCCS, but was more mildly affected; in particular, not CB. This case illustrates the complex gene-environment interaction, since increased skin pigmentation in African Americans is presumably protective against ultraviolet radiation, but not ionizing. This case and other similar cases in the literature show the importance of considering NBCCS in the differential diagnosis of any patient presenting with a medulloblastoma, especially before 5 years of age, and of examining other close relatives for signs of NBCCS to determine the patient's risk status. Finally, for individuals who are radiosensitive, protocols that use chemotherapy instead of radiation therapy should be considered.","['medulloblastoma', 'basal cell carcinoma.', 'radiosensitive response.', 'basal cell carcinoma.', 'medulloblastoma', 'medulloblastoma', 'medulloblastoma', 'odontogenic keratocyst of the jaw.', 'odontogenic keratocyst.', 'pits of the palms.', 'pits', 'pits of palms and soles.', 'medulloblastoma', 'increased skin pigmentation', 'medulloblastoma', 'radiosensitive']","['0002885', '0002671', '0003079', '0002671', '0002885', '0002885', '0002885', '0010603', '0010603', '0010610', '0004467', '0010612', '0002885', '0000953', '0002885', '0003079']"
