,Archivo,Texto_espanol,Texto_inglés,HPO_síntomas,HPO_código
10,10712204,"El brachydactyly tipo A-1 (BDA1) fue, en 1903, el primer ejemplo registrado de una anomalía humana con herencia autosómica dominante mendeliana. Dos grandes familias, los miembros afectados de los cuales fueron radiografiados, fueron reclutados en el estudio que Describimos aquí. El análisis de ligamiento de dos puntos para pedigrí 1 (puntuación máxima de LOD [Zmax] 6,59 en la fracción de recombinación [Theta] 0,00) y para pedigrí 2 (Zmax = 5,53 en Theta recto = 0.00) trazó el locus para BDA1 en las dos familias a 2Q cromosómica. El análisis de los haplotipos de pedigree 1 confinaba el locus para la familia 1 dentro de un intervalo de < 8,1 cM flanqueado por marcadores D2S2248 y D2S360, que fue mapeado al cromosoma 2q35-q36 en el mapa citogenético. El análisis del haplotipo de pedigree 2 confinaba el locus para la familia 2 en un intervalo de < 28. 8 cM flanqueados por marcadores GATA30E06 y D2S427, que se localizó al cromosoma 2q35-q37. Las dos familias no tenían un haplotipo idéntico dentro de la región definida, lo que sugiere que las dos familias no estaban relacionadas.","Brachydactyly type A-1 (BDA1) was, in 1903, the first recorded example of a human anomaly with Mendelian autosomal dominant inheritance. Two large families, the affected members of which were radiographed, were recruited in the study we describe here. Two-point linkage analysis for pedigree 1 (maximum LOD score [Zmax] 6.59 at recombination fraction [theta] 0.00) and for pedigree 2 (Zmax=5.53 at straight theta=0.00) mapped the locus for BDA1 in the two families to chromosome 2q. Haplotype analysis of pedigree 1 confined the locus for family 1 within an interval of <8.1 cM flanked by markers D2S2248 and D2S360, which was mapped to chromosome 2q35-q36 on the cytogenetic map. Haplotype analysis of pedigree 2 confined the locus for family 2 within an interval of <28. 8 cM flanked by markers GATA30E06 and D2S427, which was localized to chromosome 2q35-q37. The two families had no identical haplotype within the defined region, which suggests that the two families were not related.","['Brachydactyly tipo A-1', 'BDA1', 'autosómica dominante.', 'herencia autosómica dominante.', 'herencia dominante.', 'dominante']","['0009371', '0009371', '0000006', '0000006', '0000006', '0000006']"
11,10767004,"Además de las anomalías craneofaciales, auriculares, oftalmológicas y orales, el fenotipo distintivo del síndrome de síndrome-óculo-facial (BOF) (MIM 113620) incluye defectos cutáneos en el cuello o región infra/supra-auricular. Estas áreas inusuales de la piel arrugada, delgada y erythematous, difieren de las fosas cervicales discretas, los quistes y las fístulas del síndrome de síndrome-oto-renal (BOR) (MIM 113650). Aunque los síndromes de BOF y BOR son suficientemente distintivos que no deben confundirse, ambos pueden asociarse a estenosis del canal conducto nasolagrimal, sordera, Punteaduras prehelicoidales, pabellón auricular malformado y anomalías renales. Además, un padre y un hijo reportados [Legius et al., 1990, Clin Genet 37:347-500] presentaron características de ambas condiciones. No estaba claro si tenían una presentación atípica del síndrome de BOR o BOF, o bien representaban un síndrome privado. A la luz de estos aspectos, se seleccionó el locus BOR (EYA1) como posible mutación génica para el síndrome de BOF. En cinco pacientes BOF no se detectaron mutaciones en el gen EYA1, lo que sugiere que no se alélica al síndrome de BOR.","In addition to craniofacial, auricular, ophthalmologic, and oral anomalies, the distinctive phenotype of the branchio-oculo-facial (BOF) syndrome (MIM 113620) includes skin defects in the neck or infra/supra-auricular region. These unusual areas of thin, erythematous wrinkled skin differ from the discrete cervical pits, cysts, and fistulas of the branchio-oto-renal (BOR) syndrome (MIM 113650). Although the BOF and BOR syndromes are sufficiently distinctive that they should not be confused, both can be associated with nasolacrimal duct stenosis, deafness, prehelical pits, malformed pinna, and renal anomalies. Furthermore, a reported father and son [Legius et al., 1990, Clin Genet 37:347-500] had features of both conditions. It was not clear whether they had an atypical presentation of either BOR or BOF syndrome, or represented a private syndrome. In light of these issues, we selected the BOR locus (EYA1) as a possible gene mutation for the BOF syndrome. In five BOF patients, there were no mutations detected in the EYA1 gene, suggesting that it is not allelic to the BOR syndrome.","['anomalías craneofaciales, auriculares, oftalmológicas y orales.', 'anomalías auriculares, oftalmológicas y orales.', 'anomalías oftalmológicas y orales.', 'anomalías orales.', 'defectos cutáneos en el cuello.', 'región infra/supra-auricular.', 'áreas inusuales de la piel arrugada, delgada y erythematous.', 'piel arrugada erythematous.', 'piel arrugada.', 'fosas cervicales, quistes y fístulas.', 'fosas cervicales, quistes.', 'fosetas', 'fístulas', 'estenosis del canal conducto nasolagrimal.', 'sordera', 'fosas prehelicoidales.', 'fosetas', 'pabellón auricular malformado.', 'anomalías renales.']","['0002260', '0000377', '0000478', '0000153', '0000464', '0000356', '0000951', '0010783', '0100678', '0009795', '0009796', '0004467', '0009794', '0007678', '0000404', '0004467', '0004467', '0000377', '0000077']"
12,10771486,"Los schwanomas de la piel se observan frecuentemente en pacientes con neurofibromatosis 2. En aproximadamente una cuarta parte de los casos, los tumores cutáneos son los primeros síntomas clínicos de esta enfermedad. El reconocimiento de los tumores cutáneos relacionados con la neurofibromatosis-2 es, por tanto, importante para el diagnóstico precoz de la neurofibromatosis 2, especialmente en pacientes pediátricos. En este estudio examinamos 40 tumores cutáneos (36 schwanomas y 4 neurofibromas) de 20 neurofibromatosis 2 pacientes por mutaciones NF2 y pérdida alélica. Se han identificado mutaciones NF2 en sangre de 15 (75%) de los 20 pacientes. Encontramos mutaciones NF2 en cinco (13%) y pérdida de alélica NF2 en 18 (45%) de los 40 tumores analizados. Las alteraciones genéticas (pérdida alélica o mutación) se encontraron en 50 (63%) del total de 80 alelos examinados. En 17 (43%) se encontraron alteraciones en ambos alelos NF2. Estos resultados sugieren que, como en el caso de los schwanomas y meningiomas vestibulares, la pérdida del producto funcional del gen NF2 es también el acontecimiento crítico en el desarrollo de los schwanomas cutáneos. La identificación de las alteraciones genéticas del gen NF2 en los tumores cutáneos puede ayudar a identificar los tumores cutáneos asociados a la neurofibromatosis-2, ayudando en el diagnóstico de la neurofibromatosis 2 en casos ambiguos y excluyendo la neurofibromatosis 1 en casos poco claros. También reportamos que la tasa de detección de mutaciones constitucionales fue mayor en los pacientes con tumores cutáneos (65%) que en pacientes sin tumores cutáneos (40%).","Schwannomas in the skin are frequently observed in neurofibromatosis 2 patients. In about one-quarter of the cases, skin tumors are the first clinical symptoms of this disease. Recognizing neurofibromatosis-2-related skin tumors is therefore important for early diagnosis of neurofibromatosis 2, especially in pediatric patients. In this study, we examined 40 skin tumors (36 schwannomas and four neurofibromas) from 20 neurofibromatosis 2 patients for NF2 mutations and allelic loss. NF2 mutations have been identified in blood from 15 (75%) of the 20 patients. We found NF2 mutations in five (13%) and NF2 allelic loss in 18 (45%) of the 40 analyzed tumors. Genetic alterations (allelic loss or mutation) were thus found in 50 (63%) out of the total of 80 examined alleles. In 17 (43%) tumors, alterations were found on both NF2 alleles. These results suggest that, as in the case of vestibular schwannomas and meningiomas, loss of functional NF2 gene product is also the critical event in the development of skin schwannomas. Identification of genetic alterations of the NF2 gene in skin tumors may help to identify neurofibromatosis-2-associated skin tumors, thus assisting in the diagnosis of neurofibromatosis 2 in ambiguous cases, and excluding neurofibromatosis 1 in unclear cases. We also report that the detection rate of constitutional mutations was higher in patients with skin tumors (65%) than in patients without skin tumors (40%).","['Schwannomas', 'Schwanomas en la piel.', 'neurofibromatosis', 'tumores cutáneos.', 'tumores', 'neurofibromatosis', 'tumores cutáneos.', 'tumores', 'neurofibromatosis', 'tumores cutáneos.', 'tumores', 'schwannomas', 'neurofibromas', 'neurofibromatosis', 'tumores', 'tumores', 'schwanomas vestibulares.', 'schwannomas', 'meningiomas', 'schwanomas cutáneos.', 'schwannomas', 'tumores cutáneos.', 'tumores', 'neurofibromatosis', 'tumores cutáneos.', 'tumores', 'neurofibromatosis', 'neurofibromatosis', 'tumores cutáneos.', 'tumores', 'tumores cutáneos.', 'tumores']","['0100008', '0009593', '0006746', '0008069', '0002664', '0006746', '0008069', '0002664', '0006746', '0008069', '0002664', '0100008', '0001067', '0006746', '0002664', '0002664', '0009588', '0100008', '0002858', '0009593', '0100008', '0008069', '0002664', '0006746', '0008069', '0002664', '0006746', '0006746', '0008069', '0002664', '0008069', '0002664']"
13,10861661,"De los 25 pacientes diagnosticados de síndrome de Angélica, se detectó 21 con deleción y 4 con uniparental uniparental paternal (UPD), 2 isodisomies originados por error postcigoto y 1 evento disyunción MII. El diagnóstico se obtuvo mediante técnicas moleculares, incluyendo el análisis del patrón de metilación del exón 1 de SNRPN y el análisis microsatélite de loci dentro y fuera de la región de 15q11-q13. La mayoría de las manifestaciones presentes en los pacientes con deleción son las descritas previamente. Comparando los datos clínicos de nuestros pacientes con UPD publicados con aquellos con deleciones observamos lo siguiente: la edad de diagnóstico es mayor en el grupo de UPD (media de 7 3/12 años), la microcefalia es más frecuente entre los pacientes con deleción, los niños de la UPD empiezan a caminar más temprano (edad media 2 9/12 años), mientras que en los pacientes con deleción la media es de 4 (1/2) años, la epilepsia se inicia más tarde en los pacientes con UPD (media 5 10/12 años) que en los pacientes con deleción (media 1 11/12 años), el peso por encima del 75 percentil se notifica principalmente en pacientes con UPD 88,9 que en los pacientes con UPD porque la mitad de los niños son capaces de decir pocas palabras. Así, además de las anomalías ya descritas, los pacientes con UPD tienen un desarrollo verbal algo mejor, un peso por encima de la 75 ª percentil y la OFC en el rango normal superior.","Among 25 patients diagnosed with Angelman syndrome, we detected 21 with deletion and 4 with paternal uniparental disomy (UPD), 2 isodisomies originating by postzygotic error, and 1 MII nondisjunction event. The diagnosis was obtained by molecular techniques, including methylation pattern analysis of exon 1 of SNRPN and microsatellite analysis of loci within and outside the 15q11-q13 region. Most manifestations present in deletion patients are those previously reported. Comparing the clinical data from our and published UPD patients with those with deletions we observed the following: the age of diagnosis is higher in UPD group (average 7 3/12 years), microcephaly is more frequent among deletion patients, UPD children start walking earlier (average age 2 9/12 years), whereas in deletion patients the average is 4 (1/2) years, epilepsy started later in UPD patients (average 5 10/12 years) than in deletion patients (average 1 11/12 years), weight above the 75th centile is reported mainly in UPD patients, complete absence of speech is more common in the deleted (88.9%) than in the UPD patients because half of the children are able to say few words. Thus, besides the abnormalities already described, the UPD patients have somewhat better verbal development, a weight above the 75th centile, and OFC in the upper normal range.","['microcefalia', 'epilepsia', 'ausencia de habla.']","['0000252', '0001250', '0001617']"
14,10982040,"El síndrome de Angélica es un trastorno neuroevolutivo causado por anomalías genéticas que afectan a la expresión génica materna en la región cromosómica 15q11-q13. En un grupo de estudio de 45 pacientes angélicas finlandeses, se detectó una recurrencia de un del (15) (q11q13) en una familia. Los cromosomas de la madre 15 fueron estructuralmente normales, mientras que los pacientes y su hermano no afectado compartían un haplotipo de origen maternal idéntico fuera de la región de deleción. Estos hallazgos son sugestivos de mosaico germinal materno de del (15) (q11q13).","Angelman syndrome is a neuro-developmental disorder caused by genetic abnormalities affecting the maternal gene expression in the chromosome region 15q11-q13. In a study group of 45 Finnish Angelman patients, a recurrence of a del(15)(q11q13) was detected in one family. The mother's chromosomes 15 were structurally normal, whereas the patients and their unaffected brother shared an identical maternally derived haplotype outside the deletion region. These findings are suggestive of maternal germ-line mosaicism of del(15)(q11q13).",['trastorno neuro-evolutivo.'],['0012759']
15,11078565,"Presentamos el caso de un niño con retraso global del desarrollo de leve a moderado, incluyendo deterioro severo del habla, deformación feliz inadecuada, marcha de base ancha, infecciones frecuentes del oído con hipoacusia leve, ojos profundos, una boca ancha, dientes ampliamente espaciados, circunferencia de la cabeza normal y ausencia de convulsiones. Los resultados del análisis cromosómico de linfocitos de sangre periférica con bandas GTG fueron normales. Sin embargo, los estudios de hibridación in situ de fluorescencia (FISH) demostraron mosaicismo para la deleción de sondas (D15S10 y SNRPN) de la región crítica del síndrome de Angel (AS), con aproximadamente el 40% de los linfocitos periféricos con la deleción. El cromosoma 15 eliminado también mostró duplicación centroméricas, que se detectó con una sonda D15Z1 [46, XX, dic (15) (Peter--> q 11.1::p 11,2--> q11.1:: q13--> qter)]. Se observó el mismo patrón de duplicación en el 30% de los núcleos obtenidos a partir de un frotis bucal. Los estudios de metilación mediante reacción en cadena de la polimerasa con ADN tratado con Bisulfito sódico demostraron un patrón de metilación biparental normal. Hasta donde sabemos, este es el primer caso con deleción detectable y un pez en un patrón de mosaico. Se recomiendan estudios de pescado para la detección de mosaicismo en los pacientes con como hallazgos clínicos, incluso si los resultados de los estudios de metilación son normales.","We present a child with mild to moderate global developmental delay including severe speech impairment, inappropriate happy demeanor, wide-based gait, frequent ear infections with mild hearing loss, deep-set eyes, a wide mouth, widely-spaced teeth, normal head circumference, and no seizures. Results of peripheral blood lymphocyte chromosomal analysis with GTG banding were normal. However, fluorescence in situ hybridization (FISH) studies showed mosaicism for a deletion of probes (D15S10 and SNRPN) from the Angelman syndrome (AS) critical region with approximately 40% of peripheral lymphocytes having the deletion. The deleted chromosome 15 also showed centromeric duplication, which was detected with a D15Z1 probe [46,XX, dic(15)(pter-->q11.1::p11.2-->q11. 1::q13-->qter)]. The same duplication pattern was observed in 30% of the nuclei obtained from a buccal smear. Methylation studies using polymerase chain reaction with sodium bisulfite-treated DNA demonstrated a normal biparental methylation pattern. To the best of our knowledge, this is the first case with AS and a FISH detectable deletion in a mosaic pattern. We recommend FISH studies for the detection of mosaicism in the patients with AS clinical findings even if results of the methylation studies are normal.","['retraso del desarrollo global de leve a moderado', 'moderada', 'retraso global moderado del desarrollo', 'retraso global del desarrollo', 'retraso del desarrollo', 'trastornos del habla', 'comportamiento feliz inapropiado', 'feliz comportamiento.', 'la marcha de base ancha.', 'Infecciones frecuentes del oído.', 'hipoacusia', 'ojos profundos', 'boca ancha', 'dientes ampliamente espaciados', 'convulsiones']","['0011342', '0012826', '0011343', '0001263', '0001263', '0002167', '0100024', '0040082', '0002136', '0000403', '0000365', '0000490', '0000154', '0000687', '0001250']"
16,1110452,"La edad paterna más antigua se ha documentado como un factor en casos esporádicos de mutaciones frescas de varios trastornos autosómicos dominantes. En este estudio colaborativo, se ha documentado una edad media paterna más antigua en casos esporádicos de al menos cinco trastornos adicionales dominantemente hereditarios; el síndrome del nevo basocelular, el síndrome de Waardenburg, el síndrome Crouzon, la sysdrome óculo-dental-digital y el síndrome de traición-Collins. También se encontró un factor en la Acrodisostosis y la progeria, lo que sugiere una etiología del gen mutante fresco para estas dos afecciones en las que prácticamente todos los casos han sido esporádicos y se ha desconocido el modo de etiología genética.","Older paternal age has previously been documented as a factor in sporadic fresh mutational cases of several autosomal dominant disorders. In this collaborative study, an older mean paternal age has been documented in sporadic cases of at least five additional dominantly inheritable disorders; the basal cell nevus syndrome, the Waardenburg syndrome, the Crouzon syndrome, the oculo-dental-digital sysdrome, and the Treacher-Collins syndrome. It was also found to be a factor in acrodysostosis and progeria, suggesting a fresh mutant gene etiology for these two conditions in which virtually all cases have been sporadic and the mode of genetic etiology has been unknown.","['esporádicos', 'autosómica dominante.', 'dominante', 'casos esporádicos.', 'esporádicos', 'trastornos dominantemente hereditarios.', 'síndrome del nevo basocelular.', 'Nevus basocelular.', 'esporádicos']","['0003745', '0000006', '0000006', '0003745', '0003745', '0000006', '0002671', '0002671', '0003745']"
17,11152153,Se describe un varón de 1 año de edad con síndrome síndrome-óculo-facial junto con polydatyly preaxial y copete blanca al nacer. Este es sólo el segundo caso en el que se ha descrito la preaxialidad en el síndrome de síndrome-óculo-facial. En ambos casos se ha considerado el diagnóstico de síndrome de waardenburg.,A 1-year-old male with branchio-oculo-facial syndrome together with preaxial polydatyly and a white forelock at birth is described. This is only the second case where preaxial polydactyly has been described in branchio-oculo-facial syndrome. In both cases a diagnosis of Waardenburg syndrome had been considered.,"['polydatyly preaxial.', 'copete blanca.', 'polydactyly preaxial.', 'polydactyly']","['0100258', '0002211', '0001177', '0010442']"
18,11169564,"La brachydactyly aislada hereditaria tipo C (OMIM 113100) sigue mayoritariamente un patrón de herencia autosómica dominante con marcada variabilidad en la expresión. Este fenotipo se ha mapeado a dos loci diferentes en los cromosomas 12q24 y 20Q 11.2. Este último locus contiene el gen de la proteína morfogenéticas derivado del cartílago (CDMP) 1, en el que se ha encontrado una mutación nula en pacientes con malformaciones restringidas a las extremidades superiores. Se ha mapeado un fenotipo más complejo tipo C de brachydactyly a 12q24 cromosómica. Las diferencias en la complejidad de estos fenotipos se han atribuido a la heterogeneidad de locus. Por lo tanto, se ha sugerido la subclasificación clínica basada en el grado de complejidad del fenotipo. Presentamos a los pacientes con un complejo fenotipo C de tipo brachydactyly en el que existe una considerable variabilidad intra e interfamiliar en la expresión. Demostramos que la subclasificación clínica basada en la complejidad del fenotipo tipo C de brachydactyly en relación con el defecto genético no es factible. Presentamos la evidencia de que las diferencias en complejidad no sólo se deben a la heterogeneidad de locus, sino que también deben desempeñar un papel los modificadores genéticos y/o los factores ambientales.","Hereditary isolated brachydactyly type C (OMIM 113100) mostly follows an autosomal dominant pattern of inheritance with a marked variability in expression. This phenotype has been mapped to two different loci on chromosomes 12q24 and 20q11.2. The latter locus contains the cartilage-derived morphogenetic protein (CDMP)1 gene, in which a null mutation has been found in patients with malformations restricted to the upper limbs. A more complex brachydactyly type C phenotype has been mapped to chromosome 12q24. Differences in complexity of these phenotypes have been attributed to locus heterogeneity. Clinical subclassification based on the degree of complexity of the phenotype has therefore been suggested. We present patients with a complex brachydactyly type C phenotype in whom there is considerable intra- and interfamilial variability in expression. We show that clinical subclassification based on the complexity of the brachydactyly type C phenotype related to the genetic defect is not feasible. We present evidence that differences in complexity are not only due to locus heterogeneity, but that genetic modifiers and/or environmental factors must also play a role.","['brachydactyly', 'brachydactyly tipo C', 'autosómica dominante.', 'dominante', 'marcada variabilidad en la expresión.', 'variabilidad', 'malformaciones restringidas a extremidades superiores.', 'brachydactyly', 'brachydactyly tipo C', 'heterogeneidad de locus', 'heterogeneidad', 'brachydactyly tipo C', 'brachydactyly', 'considerable variabilidad intra e interfamiliar.', 'variabilidad interfamiliar.', 'variabilidad en la expresión.', 'variabilidad', 'brachydactyly', 'brachydactyly tipo C', 'heterogeneidad de locus', 'heterogeneidad']","['0001156', '0009373', '0000006', '0000006', '0003828', '0003812', '0002817', '0001156', '0009373', '0001425', '0001425', '0009373', '0001156', '0003822', '0003812', '0003828', '0003812', '0001156', '0009373', '0001425', '0001425']"
19,,,,,
20,11338037,"En este artículo presentamos un tema afectado por el síndrome de carcinoma basocelular nevoide (NBCCS), que muestra también hiperplasia de los procesos coronoides mandibulares bilaterales, una asociación hasta ahora no declarada. Nuestra observación de la hiperplasia bilateral de los procesos coronoides mandibulares en un niño con NBCCS puede provocar una revisión retrospectiva y prospectiva de otros pacientes afectados por este síndrome con el fin de establecer si esta anomalía forma parte de la misma.","In this report we present a subject affected by nevoid basal cell carcinoma syndrome (NBCCS), showing also bilateral mandibular coronoid processes hyperplasia, a hitherto unreported association. Our observation of bilateral hyperplasia of the mandibular coronoid processes in a boy with NBCCS may prompt a retrospective and prospective review of other patients affected by this syndrome in order to establish if this anomaly is part of it.","['carcinoma basocelular.', 'hiperplasia de procesos coronoides mandibulares bilaterales.', 'hiperplasia bilateral de los procesos coronoides mandibulares.']","['0002671', '0000277', '0000277']"
21,11342693,"Una revisión retrospectiva de 29 pacientes consecutivos no seleccionados remitidos para evaluación neuro-oftálmica tras el diagnóstico de neurofibromatosis tipo 2 (NF2) demostraron que cuatro de ellos tenían una paresia del elevador monocular. En dos de las cuatro RM se demostraron lesiones, presumidas como schwanomas, del tercer nervio. Estos hallazgos indican que la paresia del elevador monocular es un hallazgo neurooftálmico frecuente en NF2, que los autores sospechan probablemente un signo de infiltración del tercer nervio o compresión por un schwanoma.","A retrospective review of 29 consecutive unselected patients referred for neuro-ophthalmic evaluation after the diagnosis of neurofibromatosis type 2 (NF2) showed that four of them had a monocular elevator paresis. In two of the four MRI demonstrated lesions, presumed to be schwannomas, of the third nerve. These findings indicate that monocular elevator paresis is a common neuro-ophthalmic finding in NF2, which the authors suspect is probably a sign of third nerve infiltration or compression by a schwannoma.","['neurofibromatosis', 'paresia del elevador monocular.', 'schwannomas', 'schwanomas del tercer nervio.', 'paresia del elevador monocular.', 'Schwannoma']","['0006746', '0006860', '0100008', '0001291', '0006860', '0100008']"
