file,text,HPO_symptoms,HPO_code
8379998,"Type 2 neurofibromatosis (NF2) is a dominant inherited monogenic disease that predisposes carriers to the development of tumors of the nervous system. In order to identify the genetic defect, the region between two flanking polymorphic markers on chromosome 22 was cloned and several genes identified. One of these is the site of germ mutations in NF2 patients and somatic mutations in NF2-related tumors. Their derived product has homology with proteins in the plasma membrane and the cytoskeleton interface, a previously unknown site of action of tumor suppressor genes in humans.","['Neurofibromatosis', 'dominant inheritance', 'tumors of the nervous system', 'tumors', 'tumors', 'tumor']","['0006746', '0000006', '0004375', '0002664', '0002664', '0002664']"
8414026,"Neurofibromatosis 2 (NF2) is a dominant inherited disorder characterized by multiple central nervous system tumors, predominantly bilateral vestibular schwanomas. The NF2 gene is located in the 22q12 chromosome region between the loci D22S1 and D22S28. Genetic linkage analysis was performed on 13 NF2 families with a total of nine polymorphic DNA markers, including five that we recently mapped to this region. Two loci, D22S32 and NEFH, are related to the 0% recombination NF2 locus (LOD scores of 6.03 and 4.28, respectively). Using multipoint link analysis, we assigned the NF2 gene to an interval of 7 cM between the loci D22S212 and D22S28. We used this group of nine markers to construct chromosomal haplotypes 22 for the 82 at-risk individuals in this family tree group. The transport status of 70 (85%) of these vulnerable people could be determined with great certainty. Risk prediction was possible in all cases where DNA was available from both parents. 53 out of 70 (76%) informative individuals were assigned a lower risk of being carriers. The use of chromosome probes 22 for risk assessment should result in very few people needing regular NF2 screening.","[""Neurofibromatosis"", ""dominant inheritance"", ""tumors"", ""tumors of the central nervous system"", ""bilateral vestibular schwanomas"", ""vestibular schwanomas"", ""schwannomas""]","['0006746', '0000006', '0002664', '0100006', '0009589', '0009588', '0100008']"
8494033,"The chromosome 15q region is believed to contain one or more genes that are important for the synthesis of melanin pigments in hair, skin and eyes. Hypopigmentation was found in Prader-Willi (PWS) and Angel (AS) syndrome. We examined 6 individuals to characterize the pigment pattern in this pathology. The age of the five girls and one boy ranged from 2.4 to 7.0 years. Neither had obvious albinism. The hair color ranged from light blonde to brown. The skin was type I in 3 and type II in 3. The changes in the eyes included nystagmus in 2, strabismus in 4 and reduction in retinal pigment in 5. The average activity of the bulb bulb tyrosinase was 0.37 +/- 0.44 pmol / HB / 120 min for people with AS with a range of 0.00 to 1.13 (normal brown control 1.49 +/- 0.79, normal blonde control 1.50 +/- 0.85). Microscopic examination of hair bulb melanocytes shows an architecture and a range of melanosomes and normal melanocytes, but a reduction in melanin formation with many premelanosomes in stage II and III, but only a few completely melanized melanosomes in stage IV Retinal pigment, low hair bulb tyrosinase activity and incomplete melanosome melanization is part of the AS phenotype and is similar to that found in PWS.","[""Synthesis of melanin pigments in hair, skin and eyes"", ""hypopigmentation"", ""albinism"", ""nystagmus"", ""strabismus"", ""reduced retinal pigment"", ""hypopigmentation""]","['0007513', '0007513', '0001022', '0000639', '0000486', '0007746', '0007513']"
8533848,"Branchiootorenal syndrome (BOR) is a variable, autosomal-dominant disorder of the first and second embryonic arches, the kidneys and the urinary tract. We describe the phenotype in 45 people and highlight the differences and similarities reported in other studies. Characteristic findings of the temporal bone include cochlear hypoplasia (4/5 normal size with only 2 turns), an expansion of the vestibular aqueduct, an internal bulging auditory canal, deep posterior fossa and promontory with an acute angle.","[""Variable"", ""autosomal dominant"", ""dominant"", ""branch arches"", ""branch"", ""temporal bone findings"", ""cochlear hypoplasia"", ""dilation of the vestibular aqueduct"", ""bulbous internal auditory canal"". ',' deep posterior fossa. ',' acute angular tips. ']","['0003813', '0000006', '0000006', '0009794', '0009794', '0009911', '0008586', '0000359', '0004458', '0000359', '0000359']"
8576558,"The seizures and polygraphic patterns of 18 patients with Angelica syndrome were examined. All patients showed movement problems. Eleven patients were reported to have prolonged spasmodic periods of motion. The polygraphic recording showed myoclonic epileptic condition in nine of them. Seven patients had partial onset seizures and vomiting, similar to childhood occipital epilepsy. These seizures and electroencephalographic patterns suggest that Angel syndrome occurs in most patients as an age-dependent, non-progressive myoclonic encephalopathy with pronounced occipital involvement. These findings suggest that while ataxia is a constant symptom of Angelica syndrome, the appearance of a transient myoclonic epileptic condition can explain the recurrence of various abnormal movements, that is, the uneven movement.","[""Grasping"", ""movement problems"", ""convulsive movements"", ""convulsive movements"", ""myoclonic epileptic state"", ""myoclonic"", ""epileptic state"", ""partial seizures"", ""seizures"", ""eye deviation"", ""vomiting"" , ""Childhood"", ""epilepsy"", ""seizures"", ""electroencephalographic patterns"", ""association"", ""non-progressive myoclonal encephalopathy, age-dependent"", ""encephalopathy"", ""ataxia"", ""myoclonic"", ""myoclonic epileptic state"", ' epileptic state ',' abnormal movements', 'abnormal movements, ie unequal']","['0001250', '0100022', '0007087', '0007087', '0002123', '0001336', '0002133', '0007359', '0001250', '0000496', '0002013', '0011463', '0001275', '0001250', '0002353', '0003680', '0007030', '0001298', '0001251', '0001336', '0002123', '0002133', '0100022', '0007087']"
8592325,"Brachydactyly type a1 in humans is a recognizable syndrome, which is characterized by a shortening of the middle phalanx of all digits with occasional fusion of the middle and terminal phalanges. The aim of this study was to evaluate the candidate genes of the brachydactyly type a1 in two families with several affected members. Various classes of genes have been included in the control of distal extremity development, including genes containing homeobox (MSX1, MSX2), some members of the homeobox gene family, and genes encoding growth factors from the FGF, TGF and PDGF families. Homeobox (Hox) genes are a family of developmental control genes that were activated at the beginning of embryogenesis and code position information along the anterior-posterior body axis and specify different spatial domains within the development of the extremities. Growth factor genes can regulate the proliferation and differentiation of various embryonic structures, including limb buds, and have been shown to influence Hox gene expression. The candidate genes HOXD, MSX1, MSX2, FGF-1 and FGF-2 were excluded in one family. The brachydactyly gene type a1 or locus was not found in either of the two families examined.","['Brachydactyly type a1', 'Brachydactyly', 'Shortening the middle phalanx of all digits.', 'Fusion of the middle and terminal phalanges.', 'Brachydactyly type a1', 'Brachydactyly type', 'Brachydactyly type a1', 'Brachydactyly ']","['0009371', '0001156', '0009843', '0001204', '0009371', '0001156', '0009371', '0001156']"
8658145,"Basal cell nevus syndrome (SNBC) is characterized by developmental disorders and the postnatal occurrence of cancer, especially basal cell carcinoma (CB), the most common cancer in humans. Inherited mutations in SNBC patients and a somatic mutation in sporadic BCC have been identified in a human homologue of the patched Drosophila (PTC) gene. The PTC gene encodes a transmembrane protein that counteracts the hedgehog signaling protein in Drosophila and controls the fate, pattern and growth of cells in numerous tissues. The human PTC gene appears to be crucial for proper embryonic development and tumor suppression.","[""Basal cell nevus"", ""basal cell nevus syndrome"", ""developmental disorders"", ""basal cell carcinomas"", ""cancer"", ""somatic mutation"", ""sporadic"", ""tumor""]","['0002671', '0002671', '0001263', '0002671', '0002664', '0001428', '0003745', '0002664']"
8669439,"Townes-Brock Syndrome (TBS) is a triad that includes characteristic ear, thumb, and anal abnormalities. There are many other organic system abnormalities that may exist. However, craniofacial findings are only highlighted in the literature with regard to the typical ear configuration. A family of three generations is described, in which the craniofacial manifestations were in the foreground and was considered the most likely diagnosis Goldenhar. However, with the recent birth of an affected man with an imperforate anus, the diagnosis of TBS was also considered. The family reports a variety of Goldenhar findings, including epibulbar dermoids, hemifacial microsomia, pre-auricular tags, macrostomy and micrognathy, and classic TBS ear, radial, and anal findings. We report on this family to indicate a possible biological relationship between these two conditions.","[""Anal, thumb and ear abnormalities"", ""Thumb and ear abnormalities"", ""Ear abnormalities"", ""Organ system abnormalities"", ""Craniofacial findings"", ""Typical ear configuration"", ""Craniofacial manifestations"", ""Unperforated anus"", ""Epibulbar dermoids"" , ""hemifacial microsomy"", ""pre-auricular markings"", ""macrostomy"", ""micrognathy"", ""auditory, radial and anal findings"", ""findings"" radial and anal. ',' anal findings. ']","['0004378', '0001172', '0000598', '0000118', '0000271', '0000598', '0000271', '0002023', '0001140', '0000271', '0000384', '0000181', '0000347', '0000598', '0002818', '0004378']"
8681379,"Nevoid Basal Cell Carcinoma Syndrome (NBCCS) is an autosomal dominant disorder characterized by multiple basal cell carcinomas (CB), plant and palm fossa, lower jaw keratocysts, a variety of other tumors and developmental disorders. NBCCS is assigned to chromosome 9q 22.3. Loss of familial and sporadic CB heterozygotes in this region, which is consistent with the tumor suppressor gene. A human sequence (PTC) with high homology to the patched Drosophila segment polarity gene was isolated from a YAC contig and cosmid from the NBCCS region. The mutation analysis revealed PTC abnormalities in NBCCS patients and related tumors. We suggest that a decrease in patched gene expression can lead to the developmental disorders observed in the syndrome and that a complete loss of the patched function contributes to the transformation of certain cell types.","[""Basal cell carcinoma"", ""autosomal dominant disorder"", ""autosomal dominant"", ""basal cell carcinoma"", ""pits"", ""pits of the palms"", ""pits of the palms and plants"", ""mandibular keratocysts"". . ',' other tumors. ',' Tumors', 'developmental disorders',' sporadically ',' tumor ',' tumors', 'developmental disorders']","['0002671', '0000006', '0000006', '0002671', '0004467', '0010610', '0010612', '0010603', '0003008', '0002664', '0001263', '0003745', '0002664', '0002664', '0001263']"
8751853,"Neurofibromatosis 2 (NF2) has bilateral vestibular schwannomas, other benign neural tumors, and cataracts. Patients in some families develop many tumors at an early age and have rapid clinical progression, while in other families patients may show symptoms much later and vestibular schwanomas may be the only tumors. The NF2 gene was cloned from chromosome 22q; Most of the identified microbial mutations produce a truncated protein and heavy NF2. To look for additional mutations and clinical correlations, CET analysis was used to detect DNA from 32 unrelated patients. Twenty different mutations were identified in 21 patients (66%): 10 nonsense mutations, 2 mutagen, 7 junction mutations and 1 large deletion in the image. Clinical information on 47 patients from the 21 families included age at baseline and at diagnosis, number of meningiomas, tumors of the spine and skin, and the presence of cataracts and retinal abnormalities. Clinical findings in patients with nonsense or frameshift mutations were compared with those with splice mutations. If each patient was considered an independent random event, the two groups differed for almost all variables (P <OR = 0.05). Patients with nonsense or frameshift mutations were younger at baseline and diagnosis, with a higher and average incidence of tumors, which supports the correlation between absurd and frameshift mutations and severe NF2. When each family was considered an independent random event, statistically significant differences between the two groups were observed only in the middle age and at diagnosis. A larger data set is required to correct these discrepancies. Retinal amartomas and / or epiretinal membranes have been observed in nine patients from five families with four different nonsense mutations. This finding, which could represent a new genotype-phenotype correlation, deserves further investigation.","[""Neurofibromatosis"", ""bilateral vestibular schwanomas"", ""vestibular schwanomas"", ""schwannomas"", ""neural tumors"", ""tumors"", ""cataracts"", ""many tumors"", ""tumors"", ""early age"", ""vestibular schwanomas"" "","" Schwannomas "","" tumors "","" meningiomas "","" skin tumors "","" tumors "","" cataracts "","" variable "","" tumors "","" retinal amartomas "","" membranes of ""epiretinal. ']","['0006746', '0009589', '0009588', '0100008', '0004375', '0002664', '0000518', '0003008', '0002664', '0003593', '0009588', '0100008', '0002664', '0002858', '0008069', '0002664', '0000518', '0003813', '0002664', '0009594', '0100014']"
8755919,"The gene predisposing to neurofibromatosis type 2 (NF2) on human chromosome 22 has shown a large number of different mutations in NF2 individuals. These patients show a pronounced variability in clinical appearance, ranging from a very serious illness with numerous tumors at a young age to a relatively mild condition much later in life. To investigate whether this phenotypic heterogeneity is determined by the type of mutation in NF2, clinical information was collected on 111 NF2 cases from 73 different families, which were examined for mutations in this gene. 67 people (56.2%) out of 41 of these relatives found 36 different disease-causing mutations. These include 26 shortened protein changes (frameshift deletions / insertions and nonsense mutations), 6 junction point mutations, 2 nonsense mutations, 1 base substitution in the 3'-UTR of the NF2 cDNA and a single insertion in the frame of 3 PA. 17 of these mutations are new, while the remaining 19 have already been described in other NF2 or sporadic tumors. When people with shortened protein mutations are compared to cases with single codon abnormalities, a significant correlation (P <0.001) with the clinical outcome is observed. Twenty-four of the 28 patients with mutations that cause premature shortening of the Schwannomin NF2 protein have severe phenotypes. In contrast, the 16 cases from three families with mutations affecting only a single amino acid have mild NF2. These data provide conclusive evidence that a phenotype / genotype correlation exists for certain NF2 mutations.","[""Neurofibromatosis"", ""Variability"", ""Numerous tumors"", ""Tumors"", ""Young"", ""Young age"", ""Mild condition much later in life"", ""Heterogeneity"", ""Sporadic"", ""Tumors"" ']","['0006746', '0003812', '0003008', '0002664', '0003593', '0003593', '0003664', '0001425', '0003745', '0002664']"
8755929,"Gorlin syndrome is an autosomal dominant disorder characterized by multiple basal cell carcinomas, medulloblastomas, ovarian fibroids and a variety of developmental disorders. All individuals have certain key characteristics in common, but there is significant phenotypic variability within and between relatives in terms of birth defects. The gene (NBCCS) is mapped to chromosome 9q22, and loss of allele at this point is common in tumors from patients with Gorlin syndrome. Two cancer-prone recessive syndromes, Pigmentosum Xeroderma Group A (XPAC) and Fanconi Anemia Group C (FACC), are assigned to the NBCCS region. and unusual and dominant mutations in these genes have been suggested to cause Gorlin syndrome. This study shows the cytogenetic and molecular characterization of germline deletions in one patient with a chromosomal 9q22 deletion and in a second patient with a 9q22-Q3L deletion. Both have typical features of Gorlin syndrome as well as additional findings, including intellectual disability, conductive hearing loss, and failure to thrive. The fact that Gorlin syndrome can be caused by zero mutations (deletions) rather than activation of mutations has several effects. First, this study, along with previous analyzes of tumor allele loss, provides evidence that associated malignancies occur with inactivation of homozygous genes. In addition, the dominant mutations of the XPAC and FACC1 genes can be excluded as the cause of Gorlin syndrome, since the two patients described have zero mutations. Finally, the phenotypic characteristics that show variable expression must be influenced by genetic origin, epigenetic effects, somatic mutations or environmental factors, since these two patients have identical changes (deletions) to the Gorlin syndrome gene somewhat differently than Gorlin syndrome .","[""autosomal dominant"", ""autosomal dominant"", ""basal cell carcinoma"", ""medulloblastoma"", ""ovarian fibroids"", ""developmental disorders"", ""significant phenotypic variability within and between relatives"", ""variability"" phenotypically. "","" Variability "","" tumors "","" cancer "","" intellectual disability "","" delay "","" senior hearing loss "","" hearing loss "","" inability to thrive "","" tumors "","" neoplasia "", 'variable', 'variable expression.']","['0000006', '0000006', '0002671', '0002885', '0010618', '0001263', '0003822', '0003812', '0003812', '0002664', '0002664', '0001249', '0001249', '0000405', '0000365', '0001508', '0002664', '0002664', '0003813', '0003828']"
8786067,"Angelica syndrome (AD) is characterized by severe mental retardation, speechlessness, puppet-like movements, inappropriate laughter, epilepsy and abnormal electroencephalogram. The majority of patients (approximately 65%) have a maternal deficiency within the 15q11-q13 chromosomal region caused by maternal deletion or uniparental paternal parents (UPD). Approximately 35% of patients have no detectable deletion or UPD, but a subset of these patients has abnormal methylation at various locations in the 15q11-q13 region. We describe three patients with Angelica syndrome who belong to an extended inbred family. A high-resolution chromosome analysis in combination with a DNA analysis using 14 marker loci from the 15ql1-q13 region showed no deletion in any of the three patients. In one case, paternal UPD from chromosome 15 was found, while the other two patients showed abnormal methylation in D15S9, D15S63 and SNRPN. Although the three patients are distantly related, the haplotypes differ from chromosome 15q11-q13, suggesting that independent mutations led to similar diseases in this family.","[""severe mental retardation"", ""mental retardation"", ""speechlessness"", ""puppet-like movements"", ""inappropriate laughing"", ""laughing"", ""epilepsy"", ""abnormal electroencephalogram""]","['0002187', '0001249', '0001344', '0100022', '0000748', '0000748', '0001250', '0002353']"
8808282,"Oto kidney syndrome (BOR) is an autosomal dominant disorder characterized by branched anomalies, hearing loss and kidney anomalies. The disease gene was recently localized on chromosome 8q. In this work, genetic studies are described that refine the region of the disease gene to a shorter interval and identify several YACs from the critical region. Two large, clinically well characterized families of BORs with a group of 13 polymorphic markers spanning the D8S165-D8S275 region of the 8Q region of the chromosome were examined. Based on the multi-point analysis, the highest probability of localizing the BOR gene is found between the markers D8S543 and D8S530, a distance of approximately 2 cM. YACs imaged in the critical area of ​​BOR were identified and characterized by fluorescence in situ hybridization and pulse field gel electrophoresis. Based on the STS content map, a YAC contig is compiled that covers at least 4 MB of human DNA in the critical region of BOR. This is the basis for the creation of a transcription map of this region and the possible identification of genes that are involved in BOR syndrome.","[""autosomal dominant"", ""autosomal dominant"", ""dominant"", ""branched anomaly"", ""branched"", ""hearing loss"", ""kidney abnormalities"".]","['0000006', '0000006', '0000006', '0009794', '0009794', '0000365', '0000077']"
8832722,"At birth, a young male child with bilateral cleft lip and palate, bilateral microphthalmus and eye coloboma, and a dysplastic left kidney was observed. Her mother had similar ophthalmic findings and milder facial anomalies, including filter anomalies and constipation of the bilateral congenital nasolacrimal duct. Her maternal grandmother had mild facial abnormalities, including a short filter and bilateral congestion of the nasolacrimal duct, but with no signs of eye abnormalities. The spectrum of abnormalities observed in this family is similar to that described in Okulo-Facial Syndrome, a rare inherited syndrome in which a number of abnormalities occur in the development of the eyes, face, and kidneys. Although the exact cause of this syndrome is unknown, it is likely caused by mutations in a gene that is responsible for the proper closure of the fetal fissure and the fusion of facial structures.","[""young"", ""bilateral cleft lip"", ""bilateral cleft lip and palate cleft"", ""lip cleft"", ""cleft lip and cleft lip"", ""bilateral microphthalmus"", ""microphthalmus"", ""eye coloboma"". "","" dysplastic left kidney "","" ophthalmological findings "","" milder facial anomalies "","" facial anomalies "","" filtrum anomalies "","" congenital bilateral obstruction of the nasolacrimal duct "","" obstruction ""of the nasolacrimal duct."", ""mild facial anomalies"", "" Facial Anomalies "","" Short Filtrum "","" Congenital Bilateral Obstruction of the Nasolacrimal Ductus "","" Obstruction of the Nasolacrimal Ductus "","" Eye Abnormalities "". ',' dominant inheritance ',' developmental disorders', 'eye abnormalities']","['0003593', '0100336', '0002744', '0100333', '0000175', '0007633', '0000568', '0007995', '0004741', '0000478', '0004675', '0000271', '0000288', '0007669', '0000579', '0004675', '0000271', '0000322', '0007669', '0000579', '0000284', '0000006', '0001263', '0000478']"
8923935,"From the group of diseases known as distal arthrogryposes (DAs), additional diseases have been described which are characterized by multiple congenital contractures of the distal extremities, and the distribution of phenotypic findings in the DAs has increased. The breadth of the disorders identified as DAs has reduced the benefits of the DA classification. We propose a strict definition of AD and diagnostic criteria for AD disorders. We then use these standards and propose a revised classification of the discrete conditions that should be identified as DAs. Optimally, it serves as a framework for a DA classification based on underlying molecular and physiological anomalies.","['distal arthrogryposes', 'multiple congenital contractures', 'congenital contractures', 'distal extremity contractures', 'contractures']","['0005684', '0005188', '0002803', '0003121', '0001371']"
8923936,"We describe the clinical findings of 15 people from a large strain affected by distal arthrogryposis type 1A (DA1A). The most consistent findings in individuals were overlapping toes at birth, abnormal digital flexion folds, and foot deformities, including varus echinovarus and vertical tilt. A clear intrafamilial variation in DA1A expression was observed. The mapping of the DA1A locus suggests that the use of strict diagnostic criteria strictly excludes people who are not affected, but can lead to an incomplete examination of the people concerned. In the context of an affected family, it is necessary to expand the range of phenotypes that are compatible with the diagnosis of DA1A.","[""Distal arthrogryposis"", ""Arthrogrypose"", ""overlapping toes at birth"", ""overlapping toes"", ""abnormal digital flexion folds"", ""foot deformity"", ""Varo"", ""Equinovarus varus"", ""Equinovarus"", 'vertical inclination' , 'marked family variation']","['0005684', '0001390', '0010557', '0010557', '0006143', '0001760', '0001883', '0001762', '0001762', '0001838', '0003822']"
8929945,"We present the clinical features of 27 Australasia patients with Angel syndrome (AD), all with DNA deletion with chromosome 15 (q11-13), which include markers from D15S9 to D15S12, around 3 central points of 5 MB DNA. . Nine men and 18 women. All cases were sporadic. The average age at the last review (late 1994) was 11 two-year centers (range 3-34 years). All patients were ataxic, severely retarded, and had no recognizable language. In all patients, the head circumference (CH) was normal at birth but distorted in distribution, with a point of 62 center of 5% in the tenth percentile. In the last review, the HC in three patients was around the 50th percentile (12 key points of 5%), while 15 had poor postnatal head growth. Dwarfism was not invariable; 5/26 (19%) were at or above the 50th percentile. Hypotension was found at birth in 15/24 (63%). Difficulty feeding newborns was noted in 20/26 (77%). Epilepsy occurred in 26/27 (96%) and occurred in 20 patients (83%) in the third year of life. Improvement in epilepsy was reported in 11/16 patients (69%) with age. Abnormal EEG has been reported in 25/25 patients. Hypopigmentation was present in 19/26 (73%). One patient showed albinism, oculocutaneous albinism. Five patients were unable to walk independently. Of the remaining 22 who were able to walk, the age of the gait was between 2 and 8 years. There were changes in sleep patterns in 18/21 patients (86%) and an improvement in 9/12 patients (75%) over 10 years. The clinical characteristics of this deletion group as patients were similar to previous reports, but did not subdivide patients based on DNA studies. In our group of deletion cases, 100% showed severe intellectual disability, ataxic movements, lack of speech, abnormal EEG, happy disposition (observed in childhood at 95%), normal weight at birth and head circumference at birth and a wide and wide mouth. These characteristics were more common than in patients overall. Our study also provided information on the development of the phenotype. The data can serve as a benchmark for comparisons with other genetic mechanisms.","[""sporadic"", ""ataxic"", ""severe delay"", ""delayed"", ""noticeable speech failure"", ""poor postnatal head growth"", ""short stature"", ""hypotension"", ""hypotension at birth"". ',' Feeding difficulties in newborns. ',' Feeding difficulties ',' epilepsy ',' epilepsy ',' abnormal EEG ',' hypopigmentation ',' albinism, oculocutaneous albinism ',' albinism ',' could not walk independently ',' altered sleep patterns ',' severe intellectual disability ',' intellectual disability ',' disability ',' ataxic movements', 'ataxic', 'tongue absent', 'abnormal EEG', 'happy disposition.', 'childhood', 'wide mouth']","['0003745', '0001251', '0010864', '0001263', '0001617', '0000241', '0004322', '0001252', '0001319', '0008872', '0011968', '0001250', '0001250', '0002353', '0007513', '0001107', '0001022', '0002540', '0002360', '0002187', '0001249', '0001249', '0001251', '0001251', '0002463', '0002353', '0100024', '0003576', '0000154']"
8954778,Brachydactyly type C is an autosomal dominant disorder characterized by abnormal index segmentation and separate middle fingers with a high degree of variable expression in members of the same family. We followed and studied members of the major related segregation using the brachydactyly type C phenotype described by Virgil Amar in 1963 and localized the 12q24 gene for sensitivity to human chromosomes using genetic linkage analysis.,"['Brachydactyly type C', 'autosomal dominant disorder', 'autosomal dominant', 'dominant', 'abnormal index and middle finger segmentation', 'high level of variable expression among members of the same family.', 'Variable expression.' , 'Variable', 'Brachydactyly Type C', 'Brachydactyly']","['0009373', '0000006', '0000006', '0000006', '0004100', '0003822', '0003828', '0003813', '0009373', '0001156']"
8981943,"The human homologue of the patched Drosophila segment polarity gene is involved in the development of Nevoid basal cell carcinoma syndrome (NBCCS) and in the development of sporadic basal cell carcinomas. In order to investigate the phenotypic variability in NBCCS and to highlight functionally important domains of the PTCH protein, we examined 71 unrelated NBCCS individuals for mutations in PTCH exons. We have identified 28 mutations that are distributed throughout the gene and the majority (86%) cause protein shortening. In the context of this analysis, we show that the failure of an NBCCS family to show a clear link with chromosome 9q 22.3-31 is more due to germline mosaic. We identified three families that carry identical mutations with variable phenotypes, suggesting that phenotypic variability in NBCCS is a complex genetic event. No genotype-phenotype correlation was found between the location of the shortening mutations and the main clinical features. Two faulty mutations have been identified and their position within the transmembrane domains supports the assumption that PTCH could have a transport function. The predominance of shortening mutations in the germline of NBCCS patients suggests that developmental disorders associated with the disorder are more likely to be due to haploinsufficiency.","[""Basal cell carcinoma"", ""sporadic"", ""basal cell carcinoma"", ""phenotypic variability"", ""variability"", ""variable phenotypes"", ""variable"", ""phenotypic variability"", ""variability"", ""defective"" development. ']","['0002671', '0003745', '0002671', '0003812', '0003812', '0003813', '0003813', '0003812', '0003812', '0001263']"
9012416,"Distal arthrogryposis type 1 (DA1) and Freeman-Sheldon syndrome (FSS) are the two most common known causes of inherited multiple congenital contractures. We recently characterized a new disorder (DA2B) with an intermediate phenotype between DA1 and FSS. We present the mapping of a gene that causes DA2B on chromosome 11P 15.5-Peter. Linkage analysis in a single relationship gave a positive LOD score of 5.31 at theta = 0 with the D11S922 marker, and recombinants locate the gene in a region of approximately 3.5 to 6.5 cM between the TH marker. and telomeres. An additional family analysis improves the LOD score at Theta = 0 to 6.45 and suggests link homogeneity for DA2B.","['Distal Arthrogrypose.', 'Arthrogrypose', 'Multiple Congenital Contractures.', 'Congenital Contractures.', 'Contractures']","['0005684', '0001390', '0005188', '0002803', '0001371']"
9024575,"Type C brachydactyly is characterized by the absence of the second and fifth middle phalanges and the first metacarpus. It is inherited as an autosomal dominant trait and is known for its highly variable clinical phenotype both within and between families. In most families, participation is limited to the hands. However, other skeletal and non-skeletal findings have been reported in some families. We present 12 affected members of a 5-generation family that secretes a brachydactyly type C phenotype. All affected persons showed difficulties mainly in the second and fifth phalanx and in the first metacarpus. However, the Metacarpo phalanx profile showed that other digital elements were also short. In addition, an affected person had bilateral Madelung deformity, but none had foot involvement. There are no other brachydactyly-summarized non-skeletal findings in this family. A brachydactyly type C gene for 12q24 has recently been found. This was done by examining for the first time a large strain reported from the berth [1963] that had hand and foot abnormalities. We present linkage data that exclude the 12q24 locus in our strain, suggesting locus heterogeneity as an explanation for the variability between families described in type C brachydactyly.","['Brachydactyly type C', 'Difficulty of the second and fifth middle phalanges.', 'Autosomal dominant trait.', 'Autosomal dominant.', 'Dominant', 'Greatly varying clinical phenotype both within and between families.', ' variable "","" skeletal and non-skeletal findings "","" brachydactyly "","" brachydactyly type C "","" brevity mainly affects the second and fifth phalanx and the first metacarpus. "","" bilateral Madelung deformity "","" involvement of the foot ',' brachydactyly ',' type C brachydactyly ',' brachydactyly ',' hand and foot abnormalities', 'foot abnormalities',' locus heterogeneity ',' heterogeneity ', 'interfamilial variability', 'variability', 'brachydactyly type C', 'brachydactyly']","['0009373', '0004220', '0000006', '0000006', '0000006', '0003822', '0003813', '0000924', '0001156', '0009373', '0009536', '0003067', '0001760', '0001156', '0009373', '0001156', '0001155', '0001760', '0001425', '0001425', '0003812', '0003812', '0009373', '0001156']"
9096762,"We present the case of an 8-year-old African American boy with medulloblastoma and nevoid basal cell carcinoma syndrome (NBCCS) who presented the radiation-sensitive response of basal cell carcinoma (BCC) formation in the irradiated area for medulloblastomas. This response is well documented in Caucasian NBCCS patients with medulloblastoma. Medulloblastoma was diagnosed at the age of 2 and surgery, chemotherapy and craniospinal radiation were performed. He was diagnosed with NBCCS at age 6 after receiving a large odontogenic keratocyst of the jaw, palms and soles of the feet, and numerous CBs in the back and neck area that had previously been exposed to medulloblastoma. Examination of other family members showed that Proposition's mother also had NBCCS but was more easily affected; especially not CB. This case illustrates the complex gene-environment interaction, since increased skin pigmentation in African Americans may protect against ultraviolet radiation, but not ionize it. This case and other similar cases in the literature show the importance of considering NBCCS in the differential diagnosis of a patient with medulloblastoma, especially before the age of 5, and examining other close relatives for signs of NBCCS to determine the risk status of the patient. Finally, protocols that use chemotherapy instead of radiation therapy should be considered for radiation-sensitive individuals.","[""Medulloblastoma"", ""Basal Cell Carcinoma"", ""Radiation Sensitive Response"", ""Basal Cell Carcinoma"", ""Medulloblastoma"", ""Medulloblastoma"", ""Medulloblastoma"", ""Odontogenic Keratocyst of the Jaw"", ""Odontogenic Keratocyst"". ""Pits of the palms"", ""pits"", ""pits of the palms and soles"", ""medulloblastoma"", ""increased skin pigmentation"", ""medulloblastoma"", ""radiation-sensitive""]","['0002885', '0002671', '0003079', '0002671', '0002885', '0002885', '0002885', '0010603', '0010603', '0010610', '0004467', '0010612', '0002885', '0000953', '0002885', '0003079']"
9225971,"We present the case of a patient with severe and delayed disabilities with type 2 neurofibromatosis (NF2). He suffered from bilateral vestibular schwannomas, multiple intracranial meningiomas and neuromas. The patient's constitutional karyotype was 46, XX, r (22) / 45, XX, -22. A constitutional G to a transition in the untranslated 3'-proximal region of isoforms 1 and 2 was identified in the patient's NF2 gene and was shown not to affect differential splicing or mRNA stability. The instability of the ring chromosome 22 with the associated loss of tumor suppressor genes on chromosome 22, in particular the loss of the NF2 gene, is said to have caused multiple tumor formation in this patient.","[""delayed"", ""neurofibromatosis"", ""bilateral vestibular schwanomas"", ""vestibular schwanomas"", ""schwannomas"", ""multiple intracranial meningiomas"", ""intracranial meningiomas"", ""meningiomas"", ""neurinomas"", ""tumor"", 'multiple tumorigenesis . ']","['0001263', '0006746', '0009589', '0009588', '0100008', '0003008', '0100009', '0002858', '0009588', '0002664', '0003008']"
