OMIM ID,Disease,Protein Associated
243000,"Insensitivity to pain, channelopathy-associated",SCN9A
256800,"Insensitivity to pain, congenital, with anhidrosis",NTRK1
600072,"Insomnia, fatal familial",PRNP
604367,"Insulin resistance, severe, digenic",PPARG
604367,"Insulin resistance, severe, digenic",PPP1R3A
270450,"Insulin-like growth factor I, resistance to",IGF1R
612852,Interleukin 1 receptor antagonist deficiency,IL1RN
606367,"Interleukin-2 receptor, alpha chain, deficiency of",IL2RA
300048,"Intestinal pseudoobstruction, neuronal",FLNA
261000,Intrinsic factor deficiency,GIF
610799,"Invasive pneumococcal disease, recurrent isolated, 1",IRAK4
607676,IRAK4 deficiency,IRAK4
601631,"Iridogoniodysgenesis, type 1",FOXC1
137600,"Iridogoniodysgenesis, type 2",PITX2
601631,Iris hypoplasia and glaucoma,FOXC1
206200,Iron-refractory iron deficiency anemia,TMPRSS6
611283,Isobutyryl-coenzyme A dehydrogenase deficiency,ACAD8
243500,Isovaleric acidemia,IVD
147750,IVIC syndrome,SALL4
123150,Jackson–Weiss syndrome,FGFR1
123150,Jackson–Weiss syndrome,FGFR2
217080,Jalili syndrome,CNNM4
311150,Jensen syndrome,TIMM8A
612347,Jervell and Lange-Nielsen syndrome 2,KCNE1
220400,Jervell and Lange-Nielsen syndrome,KCNQ1
243800,Johanson–Blizzard syndrome,UBR1
213300,Joubert syndrome 1,INPP5E
300804,Joubert syndrome 10,OFD1
608091,Joubert syndrome 2,TMEM216
609583,Joubert syndrome 4,NPHP1
610188,Joubert syndrome 5,CEP290
610688,Joubert syndrome 6,TMEM67
611560,Joubert syndrome 7,RPGRIP1L
612291,Joubert syndrome 8,ARL13B
612285,Joubert syndrome 9,CC2D2A
608629,Joubert syndrome-3,AHI1
174900,"Juvenile polyposis syndrome, infantile form",BMPR1A
175050,Juvenile polyposis/hereditary hemorrhagic telangiectasia syndrome,MADH4
147950,Kallmann syndrome 2,FGFR1
244200,Kallmann syndrome 3,PROKR2
610628,Kallmann syndrome 4,PROK2
612370,Kallmann syndrome 5,CHD7
612702,Kallmann syndrome 6,FGF8
609242,Kanzaki disease,NAGA
610217,Karak syndrome,PLA2G6
244460,Kenny–Caffey syndrome-1,TBCE
148190,Keratitis,PAX6
148210,Keratitis–ichthyosis–deafness syndrome,GJB2
148300,Keratoconus,VSX1
148350,"Keratoderma, palmoplantar, with deafness",GJB2
308800,Keratosis follicularis spinulosa decalvans,SAT1
601952,Keratosis linearis with ichthyosis congenita and sclerosing keratoderma,POMP
148700,Keratosis palmoplantaris striata I,DSG1
612908,Keratosis palmoplantaris striata II,DSP
607654,Keratosis palmoplantaris striata III,KRT1
182000,"Keratosis, seborrheic, somatic",PIK3CA
245150,Keutel syndrome,MGP
173650,Kindler syndrome,KIND1
610253,Kleefstra syndrome,EHMT1
118100,"Klippel–Feil syndrome, autosomal dominant",GDF6
156550,Kniest dysplasia,COL2A1
267750,"Knobloch syndrome, type 1",COL18A1
262650,Kowarski syndrome,GH1
245200,Krabbe disease,GALC
611722,"Krabbe disease, atypical",PSAP
236792,L-2-hydroxyglutaric aciduria,L2HGDH
223000,"Lactase deficiency, congenital",LCT
223100,Lactase persistence/nonpersistence,MCM6
245400,"Lactic acidosis, fatal infantile",SUCLG1
245349,Lacticacidemia due to PDX1 deficiency,PDX1
149730,LADD syndrome,FGF10
149730,LADD syndrome,FGFR3
160500,Laing distal myopathy,MYH7
249700,Langer mesomelic dysplasia,SHOX
249700,Langer mesomelic dysplasia,SHOXY
262500,Laron dwarfism,GHR
150250,Larsen syndrome,FLNB
245660,Laryngoonychocutaneous syndrome,LAMA3
607330,Lathosterolosis,SC5DL
609016,LCHAD deficiency,HADHA
204000,Leber congenital amaurosis 1,GUCY2D
611755,Leber congenital amaurosis 10,CEP290
610612,Leber congenital amaurosis 12,RD3
612712,Leber congenital amaurosis 13,RDH12
613341,Leber congenital amaurosis 14,LRAT
204100,Leber congenital amaurosis 2,RPE65
604232,Leber congenital amaurosis 3,SPATA7
604393,Leber congenital amaurosis 4,AIPL1
604537,Leber congenital amaurosis 5,LCA5
604169,"Left ventricular noncompaction 1, with or without congenital heart defects",DTNA
601493,"Left ventricular noncompaction 3, with or without dilated cardiomyopathy",LDB3
613424,Left ventricular noncompaction 4,ACTC1
613426,Left ventricular noncompaction 5,MYH7
601494,Left ventricular noncompaction 6,TNNT2
300183,"Left ventricular noncompaction, X-linked",TAZ
611431,Legius syndrome,SPRED1
256000,Leigh syndrome due to cytochrome c oxidase deficiency,COX15
256000,Leigh syndrome due to mitochondrial complex I deficiency,C8orf38
256000,Leigh syndrome due to mitochondrial complex I deficiency,NDUFA2
256000,Leigh syndrome,BCS1L
256000,Leigh syndrome,DLD
256000,Leigh syndrome,NDUFS3
256000,Leigh syndrome,NDUFS4
256000,Leigh syndrome,NDUFS7
256000,Leigh syndrome,NDUFS8
256000,Leigh syndrome,NDUFV1
256000,Leigh syndrome,SDHA
256000,"Leigh syndrome, due to COX deficiency",SURF1
220111,"Leigh syndrome, French-Canadian type",LRPPRC
308930,"Leigh syndrome, X-linked",PDHA1
605839,Leiomyomatosis and renal cell cancer,FH
308940,"Leiomyomatosis, diffuse, with Alport syndrome",COL4A6
611554,LEOPARD syndrome 2,RAF1
151100,Leopard syndrome,PTPN11
246200,Leprechaunism,INSR
127300,Léri–Weill dyschondrosteosis,SHOX
127300,Leri-Weill dyschondrosteosis,SHOXY
300322,Lesch–Nyhan syndrome,HPRT1
607598,Lethal congenital contractural syndrome 2,ERBB3
611369,Lethal congenital contractural syndrome 3,PIP5K1C
253310,Lethal congenital contracture syndrome 1,GLE1
613065,"Leukemia, acute lymphocytic",BCR
601626,"Leukemia, acute myelogenous",AMLCR2
601626,"Leukemia, acute myelogenous",GMPS
601626,"Leukemia, acute myelogenous",JAK2
601626,"Leukemia, acute myeloid",MLF1
601626,"Leukemia, acute myeloid",NSD1
601626,"Leukemia, acute myeloid",SH3GL1
601626,"Leukemia, acute myeloid",AF10
601626,"Leukemia, acute myeloid",ARHGEF12
601626,"Leukemia, acute myeloid",CEBPA
601626,"Leukemia, acute myeloid",FLT3
601626,"Leukemia, acute myeloid",KIT
601626,"Leukemia, acute myeloid",LPP
601626,"Leukemia, acute myeloid",NPM1
601626,"Leukemia, acute myeloid",NUP214
601626,"Leukemia, acute myeloid",PICALM
601626,"Leukemia, acute myeloid",RUNX1
601626,"Leukemia, acute myeloid",WHSC1L1
601626,"Leukemia, acute myeloid, somatic",ETV6
612376,"Leukemia, acute promyelocytic",RARA
608232,"Leukemia, chronic myeloid",BCR
607785,"Leukemia, juvenile myelomonocytic",ARHGAP26
607785,"Leukemia, juvenile myelomonocytic",NF1
607785,"Leukemia, juvenile myelomonocytic",PTPN11
190685,"Leukemia, megakaryoblastic, of Down syndrome",GATA1
190685,"Leukemia, megakaryoblastic, with or without Down syndrome",GATA1
116920,Leukocyte adhesion deficiency,ITGB2
612840,"Leukocyte adhesion deficiency, type III",KIND3
169500,"Leukodystrophy, adult-onset, autosomal dominant",LMNB1
612443,"Leukodystrophy, dysmyelinating, and spastic paraparesis with or without dystonia",FA2H
608804,"Leukodystrophy, hypomyelinating, 2",GJC2
612233,"Leukodystrophy, hypomyelinating, 4",HSPD1
610532,"Leukodystrophy, hypomyelinating, 5",FAM126A
611105,Leukoencephalopathy with brain stem and spinal cord involvement and lactate elevation,DARS2
603896,Leukoencephalopathy with vanishing white matter,EIF2B1
603896,Leukoencephalopathy with vanishing white matter,EIF2B2
603896,Leukoencephalopathy with vanishing white matter,EIF2B3
603896,Leukoencephalopathy with vanishing white matter,EIF2B5
612951,"Leukoencephalopathy, cystic, without megalencephaly",RNASET2
603896,Leukoencephaly with vanishing white matter,EIF2B4
176410,"Leydig cell adenoma, somatic, with precocious puberty",LHCGR
238320,Leydig cell hypoplasia with hypergonadotropic hypogonadism,LHCGR
238320,Leydig cell hypoplasia with pseudohermaphroditism,LHCGR
158350,Lhermitte–Duclos syndrome,PTEN
177200,Liddle syndrome,SCNN1B
177200,Liddle syndrome,SCNN1G
151623,Li–Fraumeni syndrome,CDKN2A
151623,Li–Fraumeni syndrome,TP53
609265,Li–Fraumeni syndrome,CHEK2
151623,Li–Fraumeni-like syndrome,TP53
606593,LIG4 syndrome,LIG4
603543,Limb-mammary syndrome,TP63
246650,"Lipase deficiency, combined",LMF1
608594,"Lipodystrophy, congenital generalized, type 1",AGPAT2
269700,"Lipodystrophy, congenital generalized, type 2",BSCL2
612526,"Lipodystrophy, congenital generalized, type 3",CAV1
613327,"Lipodystrophy, congenital generalized, type 4",PTRF
151660,"Lipodystrophy, familial partial",LMNA
604367,"Lipodystrophy, familial partial, type 3",PPARG
608709,"Lipodystrophy, partial, acquired",LMNB2
201710,Lipoid adrenal hyperplasia,STAR
201710,Lipoid congenital adrenal hyperplasia,CYP11A
247100,Lipoid proteinosis,ECM1
611771,Lipoprotein glomerulopathy,APOE
238600,Lipoprotein lipase deficiency,LPL
611603,Lissencephaly 3,TUBA1A
257320,"Lissencephaly syndrome, Norman-Roberts type",RELN
300215,"Lissencephaly, X-linked 2",ARX
300067,"Lissencephaly, X-linked",DCX
607432,Lissencephaly-1,PAFAH1B1
613070,"Liver failure, acute infantile",TRMU
609192,"Loeys–Dietz syndrome, type 1A",TGFBR1
610168,"Loeys–Dietz syndrome, type 1B",TGFBR2
608967,"Loeys–Dietz syndrome, type 2A",TGFBR1
610380,"Loeys–Dietz syndrome, type 2B",TGFBR2
612955,Long QT syndrome 12,SNT1
613485,Long QT syndrome 13,KCNJ5
192500,Long QT syndrome-1,KCNQ1
611819,Long QT syndrome-10,SCN4B
611820,Long QT syndrome-11,AKAP9
603830,Long QT syndrome-3,SCN5A
600919,Long QT syndrome-4,ANK2
170390,Long QT syndrome-7,KCNJ2
611818,Long QT syndrome-9,CAV3
309000,Lowe syndrome,OCRL
309520,Lujan–Fryns syndrome,MED12
211980,Lung cancer,DLEC1
211980,Lung cancer,RASSF1
211980,Lung cancer,KRAS
211980,Lung cancer,PPP2R1B
211980,Lung cancer,SLC22A1L
211980,"Lung cancer, somatic",MAP3K8
238320,"Luteinizing hormone resistance, female",LHCGR
606690,Lymphangioleiomyomatosis,TSC1
606690,"Lymphangioleiomyomatosis, somatic",TSC2
153100,"Lymphedema, hereditary I",FLT4
613480,"Lymphedema, hereditary, IC",GJC2
153400,Lymphedema–distichiasis syndrome with renal disease and diabetes mellitus,FOXC2
153400,Lymphedema–distichiasis syndrome,FOXC2
605027,"Lymphoma, non-Hodgkin",PRF1
605027,"Lymphoma, non-Hodgkin, somatic",RAD54L
613011,"Lymphoproliferative syndrome, EBV-associated, autosomal, 1",ITK
300635,"Lymphoproliferative syndrome, X-linked, 2",BIRC4
308240,"Lymphoproliferative syndrome, X-linked",SH2D1A
222700,Lysinuric protein intolerance,SLC7A7
200950,Lysosomal acid phosphatase deficiency,ACP2
612394,Lysyl hydroxylase 3 deficiency,PLOD3
109150,Machado–Joseph disease,ATXN3
613075,"Macrocephaly, alopecia, cutis laxa, and scoliosis",RIN2
605309,Macrocephaly/autism syndrome,PTEN
153550,"Macrocytic anemia, refractory, due to 5q deletion, somatic",RPS14
600208,Macrothrombocytopenia and progressive sensorineural deafness,MYH9
300367,Macrothrombocytopenia,GATA1
613112,"Macrothrombocytopenia, autosomal dominant, TUBB1-related",TUBB1
217800,Macular corneal dystrophy,CHST6
611953,"Macular degeneration, age-related, 11",CST3
153800,"Macular degeneration, age-related, 2",ABCA4
608895,"Macular degeneration, age-related, 3",FBLN5
248200,Macular degeneration juvenile,CNGB3
600110,"Macular dystrophy, autosomal dominant, chromosome 6-linked",ELOVL4
169150,"Macular dystrophy, patterned",PRPH2
608051,"Macular dystrophy, retinal, 2",PROM1
608161,"Macular dystrophy, vitelliform",PRPH2
609628,Majeed syndrome,LPIN2
608516,Major depressive disorder 1,MDD1
608516,Major depressive disorder 2,MDD2
243060,"Male infertility with large-headed, multiflagellar, polyploid spermatozoa",STK13
612997,"Male infertility, nonsyndromic, autosomal recessive",CATSPER1
248360,Malonyl-CoA decarboxylase deficiency,MLYCD
608612,Mandibuloacral dysplasia with type B lipodystrophy,ZMPSTE24
248370,Mandibuloacral dysplasia,LMNA
248500,"Mannosidosis, alpha-, types I and II",MAN2B1
248510,"Mannosidosis, beta",MANBA
248600,"Maple syrup urine disease, type Ia",BCKDHA
248600,"Maple syrup urine disease, type Ib",BCKDHB
248600,"Maple syrup urine disease, type II",DBT
248600,"Maple syrup urine disease, type III",DLD
154700,Marfan syndrome,FBN1
248800,Marinesco–Sjögren syndrome,SIL1
253200,"Maroteaux–Lamy syndrome, several forms",ARSB
154780,Marshall syndrome,COL11A1
212720,Martsolf syndrome,RAB3GAP2
303350,MASA syndrome,L1CAM
604308,MASS syndrome,FBN1
248900,Mast syndrome,ACP33
606394,Maturity-onset diabetes of the young 6,NEUROD1
613370,"Maturity-onset diabetes of the young, type 10",INS
613375,"Maturity-onset diabetes of the young, type 11",BLK
612225,"Maturity-onset diabetes of the young, type IX",PAX4
610508,"Maturity-onset diabetes of the young, type VII",KLF11
609812,"Maturity-onset diabetes of the young, type VIII",CEL
155100,May–Hegglin anomaly,MYH9
232600,McArdle disease,PYGM
174800,McCune–Albright syndrome,GNAS
236700,McKusick–Kaufman syndrome,MKKS
608978,Meacham syndrome,WT1
267010,Meckel syndrome 7,NPHP3
611134,Meckel syndrome type 4,CEP290
249000,"Meckel syndrome, type 1",MKS1
607361,"Meckel syndrome, type 3",TMEM67
611561,"Meckel syndrome, type 5",RPGRIP1L
612284,"Meckel syndrome, type 6",CC2D2A
603860,Medullary cystic kidney disease 2,UMOD
155240,Medullary thyroid carcinoma,RET
155240,"Medullary thyroid carcinoma, familial",NTRK1
155255,Medulloblastoma,PTCH2
155255,"Medulloblastoma, desmoplastic",SUFU
122100,Meesmann corneal dystrophy,KRT12
122100,Meesmann corneal dystrophy,KRT3
604004,Megalencephalic leukoencephalopathy with subcortical cysts,MLC1
261100,"Megaloblastic anemia-1, Finnish type",CUBN
261100,"Megaloblastic anemia-1, Norwegian type",AMN
155755,Melanoma and neural system tumor syndrome,CDKN2A
609048,Melanoma,CDK4
155601,"Melanoma, cutaneous malignant, 2",CDKN2A
248300,Meleda disease,SLURP1
309350,Melnick–Needles syndrome,FLNA
155950,Melorheostosis with osteopoikilosis,LEMD3
609814,Membranoproliferative glomerulonephritis with CFH deficiency,HF1
607174,Meningioma,MN1
607174,"Meningioma, NF2-related, somatic",NF2
309400,Menkes disease,ATP7A
300749,Mental retardation and microcephaly with pontine and cerebellar hypoplasia,CASK
123450,Mental retardation in cri-du-chat syndrome,CTNND2
300354,"Mental retardation syndrome, X-linked, Cabezas type",CUL4B
300263,"Mental retardation syndrome, X-linked, Siderius type",PHF8
156200,"Mental retardation, autosomal dominant 1",MBD5
612580,"Mental retardation, autosomal dominant 3",CDH15
612581,"Mental retardation, autosomal dominant 4",KIRREL3
612621,"Mental retardation, autosomal dominant 5",SYNGAP
249500,"Mental retardation, autosomal recessive 1",PRSS12
613192,"Mental retardation, autosomal recessive 13",TRAPPC9
607417,"Mental retardation, autosomal recessive 2A",CRBN
608443,"Mental retardation, autosomal recessive 3",CC2D1A
611093,"Mental retardation, autosomal recessive 7",TUSC3
611092,"Mental retardation, autosomal recessive, 6",GRIK2
136630,"Mental retardation, FRA12A type",DIP2B
612652,"Mental retardation, joint hypermobility and skin laxity, with or without metabolic abnormalities",PYCS
613443,"Mental retardation, stereotypic movements, epilepsy, and/or cerebral malformations",MEF2C
610156,"Mental retardation, truncal obesity, retinal dystrophy, and micropenis",INPP5E
309530,"Mental retardation, X-linked 1",IQSEC2
300705,"Mental retardation, X-linked 17/31, microduplication",HSD17B10
300558,"Mental retardation, X-linked 30",PAK3
300419,"Mental retardation, X-linked 36/43/54",ARX
300498,"Mental retardation, X-linked 45",ZNF81
300210,"Mental retardation, X-linked 58",TM4SF2
300630,"Mental retardation, X-linked 59",AP1S2
300659,"Mental retardation, X-linked 93",BRWD3
300699,"Mental retardation, X-linked 94",GRIA3
300716,"Mental retardation, X-linked 95",MAGT1
309541,"Mental retardation, X-linked nonspecific",GDI1
300387,"Mental retardation, X-linked nonspecific, 63",ACSL4
300436,"Mental retardation, X-linked nonspecific, type 46",ARHGEF6
300220,"Mental retardation, X-linked syndromic 10",HSD17B10
300243,"Mental retardation, X-linked syndromic, Christianson type",SLC9A6
300706,"Mental retardation, X-linked syndromic, Turner type",HUWE1
300143,"Mental retardation, X-linked, 21/34",IL1RAPL1
300495,"Mental retardation, X-linked",NLGN4
309548,"Mental retardation, X-linked, FRAXE type",AFF2
300260,"Mental retardation, X-linked, Lubs type",MECP2
309583,"Mental retardation, X-linked, Snyder-Robinson type",SMS
300055,"Mental retardation, X-linked, syndromic 13",MECP2
300676,"Mental retardation, X-linked, syndromic 14",UPF3B
300534,"Mental retardation, X-linked, syndromic, JARID1C-related",KDM5C
300486,"Mental retardation, X-linked, with cerebellar hypoplasia and distinctive facial appearance",OPHN1
300423,"Mental retardation, X-linked, with epilepsy",ATP6AP2
300123,"Mental retardation, X-linked, with isolated growth hormone deficiency",SOX3
300802,"Mental retardation, X-linked, with or without epilepsy",SYP
300799,"Mental retardation, X-linked, ZDHHC9-related",ZDHHC9
300271,"Mental retardation, X-linked-72",RAB39B
309549,"Mental retardation, X-linked-9",FTSJ1
300577,"Mental retardation, X-linked-91",ZDHHC15
300639,"Mental retardation-hypotonic facies syndrome, X-linked, 2",CUL4B
309580,"Mental retardation-hypotonic facies syndrome, X-linked",ATRX
609535,Mephenytoin poor metabolizer,CYP2C
156250,Metachondromatosis,PTPN11
249900,Metachromatic leukodystrophy due to SAP-b deficiency,PSAP
250100,Metachromatic leukodystrophy,ARSA
602111,Metaphyseal anadysplasia 1,MMP13
613073,Metaphyseal anadysplasia 2,MMP9
156400,"Metaphyseal chondrodysplasia, Murk Jansen type",PTHR1
250460,Metaphyseal dysplasia without hypotrichosis,RMRP
156530,Metatropic dysplasia,TRPV4
250800,"Methemoglobinemia, type I",CYB5R3
250800,"Methemoglobinemia, type II",CYB5R3
250790,"Methemoglobinemia, type IV",CYB5A
250850,"Methionine adenosyltransferase deficiency, autosomal recessive",MAT1A
250940,"Methylcobalamin deficiency, cblG type",MTR
277400,"Methylmalonic aciduria and homocystinuria, cblC type",MMACHC
277410,"Methylmalonic aciduria and homocystinuria, cblD type",C2orf25
277380,"Methylmalonic aciduria and homocystinuria, cblF type",LMBRD1
613646,Methylmalonic aciduria due to transcobalamin receptor defect,CD320
277410,"Methylmalonic aciduria, cblD type, variant 2",C2orf25
251100,"Methylmalonic aciduria, vitamin B12-responsive",MMAA
251110,"Methylmalonic aciduria, vitamin B12-responsive, due to defect in synthesis of adenosylcobalamin, cblB complementation type",MMAB
251120,Methylmalonyl-CoA epimerase deficiency,MCEE
610377,Mevalonic aciduria,MVK
209920,"MHC class II deficiency, complementation group B",RFXANK
610773,Micochondrial phosphate carrier deficiency,SLC25A3
210720,Microcephalic osteodysplastic primordial dwarfism type II,PCNT
602585,Microcephaly and digital abnormalities with normal intelligence,MYCN
607196,"Microcephaly, Amish type",SLC25A19
251200,"Microcephaly, autosomal recessive 1",MCPH1
251200,"Microcephaly, primary autosomal recessive, 2",MCPH2
604804,"Microcephaly, primary autosomal recessive, 3",CDK5RAP2
251200,"Microcephaly, primary autosomal recessive, 4",MCPH4
608716,"Microcephaly, primary autosomal recessive, 5, with or without simplified gyral pattern",ASPM
608393,"Microcephaly, primary autosomal recessive, 6",CEMPJ
612703,"Microcephaly, primary autosomal recessive, 7",STIL
613402,"Microcephaly, seizures, and developmental delaty",PNKP
193220,"Microcornea, rod-cone dystrophy, cataract, and posterior staphyloma",BEST1
610093,"Microphthalmia, isolated 2",CHX10
611038,"Microphthalmia, isolated 3",RAX
613094,"Microphthalmia, isolated 4",GDF6
611040,"Microphthalmia, isolated 5",MFRP
212550,"Microphthalmia, isolated, with cataract 2",SIX6
610426,"Microphthalmia, isolated, with cataract 4",CRYBA4
610092,"Microphthalmia, isolated, with coloboma 3",CHX10
611638,"Microphthalmia, isolated, with coloboma 5",SHH
300166,"Microphthalmia, syndromic 2",BCOR
206900,"Microphthalmia, syndromic 3",SOX2
610125,"Microphthalmia, syndromic 5",OTX2
607932,"Microphthalmia, syndromic 6",BMP4
309801,"Microphthalmia, syndromic 7",HCCS
601186,"Microphthalmia, syndromic 9",STRA6
612290,"Microtia, hearing impairment, and cleft palate",HOXA2
251850,Microvillus inclusion disease,MYO5B
602481,"Migraine, familial basilar",ATP1A2
602481,"Migraine, familial hemiplegic, 2",ATP1A2
609634,"Migraine, familial hemiplegic, 3",SCN1A
157300,"Migraine, resistance to",EDNRA
264750,Miller syndrome,DHODH
255320,Minicore myopathy with external ophthalmoplegia,RYR1
157600,"Mirror movements, congenital",DCC
135750,Mirror-image polydactyly,MIPOL1
276300,Mismatch repair cancer syndrome,MLH1
276300,Mismatch repair cancer syndrome,MSH2
276300,Mismatch repair cancer syndrome,MSH6
276300,Mismatch repair cancer syndrome,PMS2
252010,Mitochondrial complex 1 deficiency,C20orf7
252010,Mitochondrial complex I deficiency,NDUFA1
252010,Mitochondrial complex I deficiency,NDUFA11
252010,Mitochondrial complex I deficiency,NDUFAF2
252010,Mitochondrial complex I deficiency,NDUFAF3
252010,Mitochondrial complex I deficiency,NDUFAF4
252010,Mitochondrial complex I deficiency,NDUFS1
252010,Mitochondrial complex I deficiency,NDUFS2
252010,Mitochondrial complex I deficiency,NDUFS4
252010,Mitochondrial complex I deficiency,NDUFV1
252010,Mitochondrial complex I deficiency,NDUFV2
252011,Mitochondrial complex II deficiency,SDHAF1
124000,Mitochondrial complex III deficiency,BCS1L
124000,Mitochondrial complex III deficiency,UQCRB
124000,Mitochondrial complex III deficiency,UQCRQ
220110,Mitochondrial complex IV deficiency,FASTKD2
612073,"Mitochondrial DNA depletion syndrome, encephalomyopathic form, with methylmalonic aciduria",SUCLA2
612075,"Mitochondrial DNA depletion syndrome, encephalomyopathic form, with renal tubulopathy",RRM2B
251880,"Mitochondrial DNA depletion syndrome, hepatocerebral form",C10orf2
251880,"Mitochondrial DNA depletion syndrome, hepatocerebral form",MPV17
609560,"Mitochondrial DNA depletion syndrome, myopathic form",TK2
251880,"Mitochondrial DNA-depletion syndrome, hepatocerebral form",DGUOK
600462,Mitochondrial myopathy and sideroblastic anemia,PUS1
603041,Mitochondrial neurogastrointestinal encephalomyopathy syndrome,TYMP
252011,Mitochondrial respiratory chain complex II deficiency,SDHA
613319,Miyoshi muscular dystrophy 3,ANO5
254130,Miyoshi myopathy,DYSF
603041,MNGIE without leukoencephalopathy,POLG
125850,"MODY, type I",HNF4A
125851,"MODY, type II",GCK
600496,"MODY, type III",HNF1A
606392,"MODY, type IV",IPF1
304700,Mohr–Tranebjærg syndrome,TIMM8A
252150,"Molybdenum cofactor deficiency, type A",MOCS1
252150,"Molybdenum cofactor deficiency, type B",MOCS2
252150,"Molybdenum cofactor deficiency, type C",GPHN
158000,Monilethrix,KRT81
158000,Monilethrix,KRT83
158000,Monilethrix,KRT86
613353,"Mononeuropathy of the median nerve, mild",SH3TC2
120430,Morning glory disc anomaly,PAX6
253010,Morquio syndrome B,GLB1
257300,Mosaic variegated aneuploidy syndrome,BUB1B
235730,Mowat–Wilson syndrome,ZEB2
191900,Muckle–Wells syndrome,NLRP3
252500,Mucolipidosis II alpha/beta,GNPTAB
252600,Mucolipidosis III alpha/beta,GNPTAB
252605,Mucolipidosis III gamma,GNPTAG
252650,Mucolipidosis IV,MCOLN1
607014,Mucopolysaccharidosis Ih,IDUA
607015,Mucopolysaccharidosis Ih/s,IDUA
607016,Mucopolysaccharidosis Is,IDUA
253000,Mucopolysaccharidosis IVA,GALNS
252940,Mucopolysaccharidosis type IIID,GNS
601492,Mucopolysaccharidosis type IX,HYAL1
253220,Mucopolysaccharidosis VII,GUSB
602849,Muenke syndrome,FGFR3
158320,Muir–Torre syndrome,MLH1
158320,Muir–Torre syndrome,MSH2
253250,Mulibrey nanism,TRIM37
158330,Mullerian aplasia and hyperandrogenism,WNT4
150800,Multiple cutaneous and uterine leiomyomata,FH
171400,Multiple endocrine neoplasia IIA,RET
162300,Multiple endocrine neoplasia IIB,RET
610755,"Multiple endocrine neoplasia, type IV",CDKN1B
253290,"Multiple pterygium syndrome, lethal type",CHRNA1
253290,"Multiple pterygium syndrome, lethal type",CHRND
253290,"Multiple pterygium syndrome, lethal type",CHRNG
272200,Multiple sulfatase deficiency,SUMF1
612961,Multiple synostoses syndrome 3,FGF9
300559,Muscle glycogenosis,PHKA1
226670,Muscular dystrophy with epidermolysis bullosa simplex,PLEC1
607855,"Muscular dystrophy, congenital merosin-deficient",LAMA2
613204,"Muscular dystrophy, congenital, due to ITGA7 deficiency",ITGA7
607855,"Muscular dystrophy, congenital, due to partial LAMA2 deficiency",LAMA2
159000,"Muscular dystrophy, limb-girdle, type 1A",TTID
159001,"Muscular dystrophy, limb-girdle, type 1B",LMNA
253600,"Muscular dystrophy, limb-girdle, type 2A",CAPN3
253601,"Muscular dystrophy, limb-girdle, type 2B",DYSF
253700,"Muscular dystrophy, limb-girdle, type 2C",SGCG
608099,"Muscular dystrophy, limb-girdle, type 2D",SGCA
604286,"Muscular dystrophy, limb-girdle, type 2E",SGCB
601287,"Muscular dystrophy, limb-girdle, type 2F",SGCD
601954,"Muscular dystrophy, limb-girdle, type 2G",TCAP
254110,"Muscular dystrophy, limb-girdle, type 2H",TRIM32
608807,"Muscular dystrophy, limb-girdle, type 2J",TTN
611307,"Muscular dystrophy, limb-girdle, type 2L",ANO5
607801,"Muscular dystrophy, limb-girdle, type IC",CAV3
602771,"Muscular dystrophy, rigid spine, 1",SEPN1
254300,"Myasthenia, limb-girdle, familial",AGRN
254300,"Myasthenia, limb-girdle, familial",DOK7
608931,"Myasthenic syndrome, congenital, associated with acetylcholine receptor deficiency",CHRNB1
608931,"Myasthenic syndrome, congenital, associated with acetylcholine receptor deficiency",CHRNE
608931,"Myasthenic syndrome, congenital, associated with acetylcholine receptor deficiency",MUSK
608931,"Myasthenic syndrome, congenital, associated with acetylcholine receptor deficiency",RAPSN
254210,"Myasthenic syndrome, congenital, associated with episodic apnea",CHAT
608931,"Myasthenic syndrome, congenital, associated with facial dysmorphism and acetylcholine receptor deficiency",RAPSN
608930,"Myasthenic syndrome, fast-channel congenital",CHRNA1
608930,"Myasthenic syndrome, fast-channel congenital",CHRND
608930,"Myasthenic syndrome, fast-channel congenital",CHRNE
601462,"Myasthenic syndrome, slow-channel congenital",CHRNA1
601462,"Myasthenic syndrome, slow-channel congenital",CHRNB1
601462,"Myasthenic syndrome, slow-channel congenital",CHRND
601462,"Myasthenic syndrome, slow-channel congenital",CHRNE
209950,"Mycobacterial infection, atypical, familial disseminated",IFNGR1
209950,"Mycobacterial infection, atypical, familial disseminated",STAT1
254450,"Myelofibrosis, idiopathic",JAK2
254600,Myeloperoxidase deficiency,MPO
131440,Myeloproliferative disorder with eosinophilia,PDGFRB
607208,"Myoclonic epilepsy, severe, of infancy",GABRG2
268200,"Myoglobinuria, acute recurrent, autosomal recessive",LPIN1
606437,Myokymia with neonatal epilepsy,KCNQ2
255110,Myopathy due to CPT II deficiency,CPT2
255125,"Myopathy with lactic acidosis, hereditary",ISCU
161800,"Myopathy, actin, congenital, with excess of thin myofilaments",ACTA1
608810,"Myopathy, cardioskeletal, desmin-related, with cataract",CRYAB
160150,"Myopathy, centronuclear",DNM2
160150,"Myopathy, centronuclear",MYF6
255200,"Myopathy, centronuclear, autosomal recessive",BIN1
612540,"Myopathy, congenital, Compton-North",CNTN1
255310,"Myopathy, congenital, with fiber-type disproportion 1",ACTA1
