OMIM ID,Disease,Symptoms from Wikipedia,HPO Codes
187950,"Thrombocythemia, essential","High platelet levels do not necessarily signal any clinical problems, and are picked up on a routine full blood count. However, it is important that a full medical history be elicited to ensure that the increased platelet count is not due to a secondary process. Often, it occurs in tandem with an inflammatory disease, as the principal stimulants of platelet production (e.g. thrombopoietin) are elevated in these clinical states as part of the acute phase reaction.High platelet counts can occur in patients with polycythemia vera (high red blood cell counts), and is an additional risk factor for complications.A very small number of people report symptoms of erythromelalgia, a burning sensation and redness of the extremities that resolves with cooling, or aspirin or both.Scientific literature sometimes excludes thrombocytosis from the scope of thrombophilia by definition, but practically, by the definition of thrombophilia as an increased predisposition to thrombosis, thrombocytosis (especially primary thrombocytosis) is a potential cause of thrombophilia. Conversely, secondary thrombocytosis very rarely causes thrombotic complications.","['HP:0000822', 'HP:0000924', 'HP:0001063', 'HP:0001744', 'HP:0001894', 'HP:0003540', 'HP:0005547']"
188030,"Thrombocytopenic purpura, autoimmune","Signs include the spontaneous formation of bruises (purpura) and petechiae (tiny bruises), especially on the extremities, bleeding from the nostrils and/or gums, and menorrhagia (excessive menstrual bleeding), any of which may occur if the platelet count is below 20,000 per μl. A very low count (<10,000 per μl) may result in the spontaneous formation of hematomas (blood masses) in the mouth or on other mucous membranes. Bleeding time from minor lacerations or abrasions is usually prolonged.
Serious and possibly fatal complications due to extremely low counts (<5,000 per μl) include subarachnoid or intracerebral hemorrhage (bleeding inside the skull or brain), lower gastrointestinal bleeding or other internal bleeding. An ITP patient with an extremely low count is vulnerable to internal bleeding caused by blunt abdominal trauma, as might be experienced in a motor vehicle crash. These complications are not likely when the platelet count is above 20,000 per μl.","['HP:0000225', 'HP:0000421', 'HP:0000967', 'HP:0000978', 'HP:0000979', 'HP:0001342', 'HP:0001873', 'HP:0001892', 'HP:0001907', 'HP:0002239', 'HP:0003454', 'HP:0004420']"
188470,"Thyroid carcinoma, follicular",,"['HP:0001939', 'HP:0006731', 'HP:0040198']"
188570,Thyroid hormone resistance,,"['HP:0000750', 'HP:0000853', 'HP:0002930', 'HP:0007018', 'HP:0011788']"
188550,Thyroid papillary carcinoma,,"['HP:0000853', 'HP:0002895', 'HP:0040198']"
103500,Tietz albinism-deafness syndrome,,"['HP:0000365', 'HP:0000593', 'HP:0000635', 'HP:0001000', 'HP:0001010', 'HP:0001100', 'HP:0002226', 'HP:0002227', 'HP:0005599', 'HP:0007513', 'HP:0007894', 'HP:0008527', 'HP:0008619']"
601005,Timothy syndrome,"The most striking sign of Timothy syndrome is the co-occurrence of both syndactyly (about 0.03% of births) and long QT syndrome (1% per year) in a single patient. Other common symptoms include cardiac arrhythmia (94%), heart malformations (59%), and autism or an autism spectrum disorder (80% who survive long enough for evaluation). Facial dysmorphologies such as flattened noses also occur in about half of patients. Children with this disorder have small teeth, which due to poor enamel coating, are prone to dental cavities and often require removal. The average age of death due to complications of these symptoms is 2.5 years.Atypical Timothy syndrome has largely the same symptoms as the classical form. Differences in the atypical form are the lack of syndactyly, the presence of musculoskeletal problems (particularly hyperflexible joints), and atrial fibrillation. Patients with atypical Timothy syndrome also have more facial deformities, including protruding foreheads and tongues. Finally, one patient with atypical Timothy syndrome had a body development discrepancy wherein her upper body was normally developed (that of a 6-year-old) while her lower half resembled a 2- or 3-year-old.Children with Timothy syndrome tend to be born via caesarean section due to fetal distress.","['HP:0000219', 'HP:0000311', 'HP:0000691', 'HP:0000717', 'HP:0000821', 'HP:0001159', 'HP:0001249', 'HP:0001250', 'HP:0001263', 'HP:0001290', 'HP:0001629', 'HP:0001636', 'HP:0001640', 'HP:0001643', 'HP:0001655', 'HP:0001657', 'HP:0001662', 'HP:0001943', 'HP:0002090', 'HP:0002719', 'HP:0002901', 'HP:0005280', 'HP:0012387', 'HP:0012725']"
137580,Tourette syndrome,,"['HP:0000718', 'HP:0000722', 'HP:0000742', 'HP:0002360', 'HP:0007018', 'HP:0010529', 'HP:0100034', 'HP:0100035']"
107480,Townes–Brocks syndrome,"TBS patients may have the following symptoms:
Abnormalities of the external ears (unusually large or small, unusually shaped, sometimes with sensorineural hearing loss or deafness due to lesions or dysfunctions of part of the internal ear or its nerve tracts and centers or conductive hearing loss from the external or middle ear),  dysplastic ears, lop ear (over-folded ear helix), preauricular tags or pits (a rudimentary tag of ear tissue typically located just in front of the ear).
Anorectal malformations, including imperforate anus/absence of an anal opening, rectovaginal fistula, anal stenosis, unusually placed anus.
Kidney abnormalities, sometimes leading to impaired kidney function or kidney failure, including hypoplastic kidneys (underdeveloped), multicystic kidneys, dysplastic kidneys.
Heart abnormalities, including tetralogy of fallot and defects of the ventricular septum.
Hand and foot abnormalities, such as hypoplastic thumbs, fingerlike thumbs, syndactyly (webbed fingers/toes), fusion of the wrist bones, overlapping foot and/or toe bones.Learning difficulties have been reported in some children with TBS. For others, intelligence is within the normal range.
These abnormalities, which are present prenatally, can range from minor to severe, and as with similar disorders, most individuals with this condition have some, but not all, of these traits.","['HP:0000003', 'HP:0000028', 'HP:0000047', 'HP:0000048', 'HP:0000076', 'HP:0000083', 'HP:0000089', 'HP:0000110', 'HP:0000136', 'HP:0000143', 'HP:0000252', 'HP:0000384', 'HP:0000400', 'HP:0000407', 'HP:0000567', 'HP:0000821', 'HP:0001177', 'HP:0001199', 'HP:0001249', 'HP:0001263', 'HP:0001440', 'HP:0001537', 'HP:0001629', 'HP:0001636', 'HP:0001864', 'HP:0002020', 'HP:0002023', 'HP:0002025', 'HP:0002247', 'HP:0004453', 'HP:0004467', 'HP:0004691', 'HP:0004792', 'HP:0006097', 'HP:0006179', 'HP:0008551', 'HP:0009779', 'HP:0009921', 'HP:0009944', 'HP:0010331', 'HP:0010481', 'HP:0010709', 'HP:0010743', 'HP:0011304', 'HP:0030676', 'HP:0100015']"
606003,Transaldolase deficiency,"The leading symptoms of Transaldolase Deficiency are coagulopathy, thrombocytopenia, hepatosplenomegaly, hepatic fibrosis and dysmorphic features. The dysmorphic features can include antimongoloid slant, low-set ears, and cutis laxa. Those affected by this disease have abnormal polyol concentrations in urine and other bodily fluids, this can determined by an abnormal liver function tests.With transaldolase deficiency there is a buildup of sedoheptulose 7-phosphate (it is increased six to sevenfold in the blood compared to normal), which decreases the change of ribose 5-phosphate into glucose 6-phosphate. This reaction is important in releasing NADPH. Reduced glutathione is essential for regulation of Mitochondrial membrane permeability and depends on the NADPH generated from the pentose phosphate pathway to be regenerated from oxidized glutathione. Transaldolase plays an important role in male fertility; this is because it maintains the mitochondrial transmembrane potential and its role in the release NADPH. Therefore, transaldolase deficiency decreases the mobility of spermatozoa and lowers male fertility.Liver cirrhosis is associated with increased apoptosis of hepatocytes and transaldolase is a regulator in apoptosis signaling processing – therefore transaldolase deficiency can result in liver cirrhosis.","['HP:0000056', 'HP:0000077', 'HP:0000154', 'HP:0000233', 'HP:0000260', 'HP:0000322', 'HP:0000325', 'HP:0000369', 'HP:0000470', 'HP:0000664', 'HP:0000969', 'HP:0001009', 'HP:0001263', 'HP:0001394', 'HP:0001395', 'HP:0001410', 'HP:0001413', 'HP:0001433', 'HP:0001508', 'HP:0001511', 'HP:0001518', 'HP:0001562', 'HP:0001629', 'HP:0001631', 'HP:0001643', 'HP:0001655', 'HP:0001680', 'HP:0001744', 'HP:0001789', 'HP:0001873', 'HP:0001876', 'HP:0001903', 'HP:0001999', 'HP:0002002', 'HP:0002033', 'HP:0002099', 'HP:0002240', 'HP:0002795', 'HP:0005280', 'HP:0008665', 'HP:0010903', 'HP:0012202', 'HP:0100678', 'HP:0200128']"
190320,Trichodentoosseous syndrome,,"['HP:0000264', 'HP:0000268', 'HP:0000679', 'HP:0000687', 'HP:0000691', 'HP:0001595', 'HP:0001597', 'HP:0001808', 'HP:0002007', 'HP:0006285', 'HP:0006485', 'HP:0009722', 'HP:0011001', 'HP:0011362', 'HP:0030312', 'HP:0030758', 'HP:0040019']"
601675,Trichothiodystrophy,,"['HP:0000135', 'HP:0000207', 'HP:0000252', 'HP:0000271', 'HP:0000278', 'HP:0000411', 'HP:0000482', 'HP:0000486', 'HP:0000518', 'HP:0000568', 'HP:0000613', 'HP:0000639', 'HP:0000750', 'HP:0000765', 'HP:0000958', 'HP:0000962', 'HP:0000992', 'HP:0001009', 'HP:0001019', 'HP:0001097', 'HP:0001249', 'HP:0001371', 'HP:0001480', 'HP:0001518', 'HP:0001792', 'HP:0001808', 'HP:0002024', 'HP:0002028', 'HP:0002099', 'HP:0002213', 'HP:0002299', 'HP:0002671', 'HP:0002719', 'HP:0002860', 'HP:0004315', 'HP:0004322', 'HP:0005214', 'HP:0007479', 'HP:0007485', 'HP:0008070', 'HP:0008404', 'HP:0009886', 'HP:0010719', 'HP:0045055']"
613229,Trichotillomania,"Trichotillomania is usually confined to one or two sites, but can involve multiple sites. The scalp is the most common pulling site, followed by the eyebrows, eyelashes, face, arms, and legs. Some less common areas include the pubic area, underarms, beard, and chest. The classic presentation is the ""Friar Tuck"" form of vertex and crown alopecia.  Children are less likely to pull from areas other than the scalp.People who suffer from trichotillomania often pull only one hair at a time and these hair-pulling episodes can last for hours at a time. Trichotillomania can go into remission-like states where the individual may not experience the urge to ""pull"" for days, weeks, months, and even years.Individuals with trichotillomania exhibit hair of differing lengths; some are broken hairs with blunt ends, some new growth with tapered ends, some broken mid-shaft, or some uneven stubble.  Scaling on the scalp is not present, overall hair density is normal, and a hair pull test is negative (the hair does not pull out easily).  Hair is often pulled out leaving an unusual shape. Individuals with trichotillomania may be secretive or shameful of the hair pulling behavior.An additional psychological effect can be low self-esteem, often associated with being shunned by peers and the fear of socializing, due to appearance and negative attention they may receive.  Some people with trichotillomania wear hats, wigs, false eyelashes, eyebrow pencil, or style their hair in an effort to avoid such attention. There seems to be a strong stress-related component. In low-stress environments, some exhibit no symptoms (known as ""pulling"") whatsoever. This ""pulling"" often resumes upon leaving this environment. Some individuals with trichotillomania may feel they are the only person with this problem due to low rates of reporting.For some people, trichotillomania is a mild problem, merely a frustration. But for many, shame and embarrassment about hair pulling causes painful isolation and results in a great deal of emotional distress, placing them at risk for a co-occurring psychiatric disorder, such as a mood or anxiety disorder. Hair pulling can lead to great tension and strained relationships with family members and friends. Family members may need professional help in coping with this problem.Other medical complications include infection, permanent loss of hair, repetitive stress injury, carpal tunnel syndrome, and gastrointestinal obstruction as a result of trichophagia. In trichophagia, people with trichotillomania also ingest the hair that they pull; in extreme (and rare) cases this can lead to a hair ball (trichobezoar). Rapunzel syndrome, an extreme form of trichobezoar in which the ""tail"" of the hair ball extends into the intestines, can be fatal if misdiagnosed.Environment is a large factor which affects hair pulling. Sedentary activities such as being in a relaxed environment are conducive to hair pulling. A common example of a sedentary activity promoting hair pulling is lying in a bed while trying to rest or fall asleep. An extreme example of automatic trichotillomania is found when some patients have been observed to pull their hair out while asleep. This is called sleep-isolated trichotillomania.","['HP:0000722', 'HP:0001006', 'HP:0001596', 'HP:0012167']"
609015,Trifunctional protein deficiency,"The presentation of mitochondrial trifunctional protein deficiency may begin during infancy, features that occur are: low blood sugar, weak muscle tone, and liver problems. Infants with this disorder are at risk for heart problems, breathing difficulties, and pigmentary retinopathy. Signs and symptoms of mitochondrial trifunctional protein deficiency that may begin after infancy include hypotonia, muscle pain, a breakdown of muscle tissue, and a loss of sensation in the extremities called peripheral neuropathy. Some who have MTP deficiency show a progressive course associated with myopathy, and recurrent rhabdomyolysis.","['HP:0000580', 'HP:0000829', 'HP:0001250', 'HP:0001252', 'HP:0001254', 'HP:0001259', 'HP:0001263', 'HP:0001270', 'HP:0001284', 'HP:0001290', 'HP:0001324', 'HP:0001396', 'HP:0001508', 'HP:0001518', 'HP:0001531', 'HP:0001560', 'HP:0001635', 'HP:0001638', 'HP:0001644', 'HP:0001653', 'HP:0001712', 'HP:0001761', 'HP:0001789', 'HP:0001985', 'HP:0001987', 'HP:0002033', 'HP:0002093', 'HP:0002359', 'HP:0002476', 'HP:0002686', 'HP:0002878', 'HP:0002901', 'HP:0002910', 'HP:0002913', 'HP:0003128', 'HP:0003198', 'HP:0003201', 'HP:0003324', 'HP:0003326', 'HP:0003394', 'HP:0003487', 'HP:0003546', 'HP:0003551', 'HP:0003756', 'HP:0005180', 'HP:0006555', 'HP:0007067', 'HP:0007141', 'HP:0007340', 'HP:0008110', 'HP:0008138', 'HP:0008872', 'HP:0009063', 'HP:0009830', 'HP:0011675', 'HP:0011808', 'HP:0025145', 'HP:0040083', 'HP:0100626']"
190440,Trigonocephaly,,"['HP:0000040', 'HP:0000243', 'HP:0000252', 'HP:0000384', 'HP:0000601', 'HP:0000664', 'HP:0001249', 'HP:0001363', 'HP:0001539', 'HP:0002245', 'HP:0008439']"
602079,Trimethylaminuria,"Trimethylamine builds up in the bodies of patients with trimethylaminuria. The trimethylamine is released in the person's sweat, urine, reproductive fluids, and breath, giving off a strong fishy or body odor. Some people with trimethylaminuria have a strong odor all the time, but most have a moderate smell that varies in intensity over time. Individuals with this condition do not have any physical symptoms, and they typically appear healthy.The condition seems to be more common in women than men, for unknown reasons. Scientists suspect that such female sex hormones as progesterone and estrogen aggravate the condition. According to several reports, the condition worsens around puberty. In women, symptoms may worsen just before and during menstrual periods, after taking oral contraceptives, and around menopause.The odor seems to vary depending on many known factors, including diet, hormonal changes, stress level, amount of sweat, other odors in the space, and the observer's sense of smell.","['HP:0000716', 'HP:0000822', 'HP:0001649', 'HP:0001744', 'HP:0001875', 'HP:0001903', 'HP:0003614', 'HP:0006532']"
275900,Troyer syndrome,"Symptoms depend on the type of HSP inherited. The main feature of the disease is progressive spasticity in the lower limbs due to pyramidal tract dysfunction. This also results in brisk reflexes, extensor plantar reflexes, muscle weakness, and variable bladder disturbances. Furthermore, among the core symptoms of HSP are also included abnormal gait and difficulty in walking, decreased vibratory sense at the ankles, and paresthesia.
Individuals with HSP can experience extreme fatigue associated with central nervous system and neuromuscular disorders, which can be disabling. Initial symptoms are typically difficulty with balance, stubbing the toe or stumbling. Symptoms of HSP may begin at any age, from infancy to older than 60 years. If symptoms begin during the teenage years or later, then spastic gait disturbance usually progresses over many years. Canes, walkers, and wheelchairs may eventually be required, although some people never require assistance devices. Disability has been described as progressing more rapidly in adult onset forms.More specifically, patients with the autosomal dominant pure form of HSP reveal normal facial and extraocular movement. Although jaw jerk may be brisk in older subjects, there is no speech disturbance or difficulty of swallowing. Upper extremity muscle tone and strength are normal. In the lower extremities, muscle tone is increased at the hamstrings, quadriceps and ankles. Weakness is most notable at the iliopsoas, tibialis anterior, and to a lesser extent, hamstring muscles.
In the complex form of the disorder, additional symptoms are present. These include: peripheral neuropathy, amyotrophy, ataxia, intellectual disability, ichthyosis, epilepsy, optic neuropathy, dementia, deafness, or problems with speech, swallowing or breathing.Anita Harding classified the HSP in a pure and complicated form. Pure HSP presents with spasticity in the lower limbs, associated with neurogenic bladder disturbance as well as lack of vibration sensitivity (pallhypesthesia). On the other hand, HSP is classified as complex when lower limb spasticity is combined with any additional neurological symptom.
This classification is subjective and patients with complex HSPs are sometimes diagnosed as having cerebellar ataxia with spasticity, mental retardation (with spasticity), or  leukodystrophy. Some of the genes listed below have been described in other diseases than HSP before. Therefore, some key genes overlap with other disease groups.","['HP:0000126', 'HP:0000252', 'HP:0000286', 'HP:0000316', 'HP:0000369', 'HP:0000448', 'HP:0000494', 'HP:0000709', 'HP:0000712', 'HP:0000738', 'HP:0000739', 'HP:0000750', 'HP:0000924', 'HP:0001155', 'HP:0001156', 'HP:0001172', 'HP:0001256', 'HP:0001257', 'HP:0001258', 'HP:0001260', 'HP:0001263', 'HP:0001270', 'HP:0001272', 'HP:0001290', 'HP:0001310', 'HP:0001317', 'HP:0001328', 'HP:0001347', 'HP:0001350', 'HP:0001371', 'HP:0001382', 'HP:0001510', 'HP:0001609', 'HP:0001760', 'HP:0001761', 'HP:0001765', 'HP:0001773', 'HP:0002015', 'HP:0002019', 'HP:0002061', 'HP:0002064', 'HP:0002307', 'HP:0002313', 'HP:0002355', 'HP:0002360', 'HP:0002464', 'HP:0002495', 'HP:0002751', 'HP:0002857', 'HP:0003202', 'HP:0003484', 'HP:0003487', 'HP:0003693', 'HP:0004322', 'HP:0005288', 'HP:0005639', 'HP:0005922', 'HP:0006986', 'HP:0007340', 'HP:0011094', 'HP:0011098', 'HP:0011448', 'HP:0011449', 'HP:0012371', 'HP:0012385', 'HP:0012443', 'HP:0025269', 'HP:0030084', 'HP:0100518', 'HP:0100543']"
277660,Tyrosinemia type II,,[]
276710,Tyrosinemia type III,,"['HP:0001250', 'HP:0001256', 'HP:0001392', 'HP:0002910', 'HP:0003161', 'HP:0003231', 'HP:0003607']"
254090,Ullrich congenital muscular dystrophy,"The presentation of Ullrich congenital muscular dystrophy in an affected individual is as follows:
Muscle weakness
Difficulty walking
Contractures (neck)
Joint looseness","['HP:0000218', 'HP:0000311', 'HP:0000411', 'HP:0000473', 'HP:0000975', 'HP:0001249', 'HP:0001270', 'HP:0001319', 'HP:0001371', 'HP:0001388', 'HP:0001508', 'HP:0001533', 'HP:0001762', 'HP:0002093', 'HP:0002650', 'HP:0002747', 'HP:0002783', 'HP:0002808', 'HP:0002827', 'HP:0002877', 'HP:0003306', 'HP:0003557', 'HP:0003700', 'HP:0003701', 'HP:0003713', 'HP:0003741', 'HP:0003803', 'HP:0005072', 'HP:0006149', 'HP:0006460', 'HP:0007502', 'HP:0008180', 'HP:0008872', 'HP:0010628', 'HP:0020152', 'HP:0030095']"
181450,Ulnar–mammary syndrome,,"['HP:0000023', 'HP:0000028', 'HP:0000049', 'HP:0000054', 'HP:0000089', 'HP:0000130', 'HP:0000144', 'HP:0000668', 'HP:0000768', 'HP:0000823', 'HP:0000882', 'HP:0000889', 'HP:0000894', 'HP:0000912', 'HP:0001162', 'HP:0001163', 'HP:0001167', 'HP:0001231', 'HP:0001513', 'HP:0001543', 'HP:0001601', 'HP:0001607', 'HP:0001629', 'HP:0001800', 'HP:0002021', 'HP:0002023', 'HP:0002025', 'HP:0002215', 'HP:0002221', 'HP:0002557', 'HP:0002818', 'HP:0002984', 'HP:0003019', 'HP:0003022', 'HP:0003063', 'HP:0003186', 'HP:0003187', 'HP:0003974', 'HP:0003977', 'HP:0003982', 'HP:0004050', 'HP:0004299', 'HP:0004322', 'HP:0004370', 'HP:0004397', 'HP:0005338', 'HP:0005792', 'HP:0006495', 'HP:0007397', 'HP:0008093', 'HP:0008736', 'HP:0009751', 'HP:0009882', 'HP:0010627', 'HP:0011675', 'HP:0011755', 'HP:0011917', 'HP:0030011', 'HP:0100490', 'HP:0100783']"
276880,Urocanase deficiency,"Urocanic aciduria is thought to be relatively benign. Although aggressive behavior and mental retardation have been reported with the disorder, no definitive neurometabolic connection has yet been established.","['HP:0000635', 'HP:0000639', 'HP:0000718', 'HP:0001251', 'HP:0001260', 'HP:0001337', 'HP:0002066', 'HP:0002078', 'HP:0002136', 'HP:0002286', 'HP:0002345', 'HP:0002719', 'HP:0004322', 'HP:0006801', 'HP:0006887', 'HP:0007979', 'HP:0010864', 'HP:0010904', 'HP:0012237']"
236730,Urofacial syndrome,,"['HP:0000010', 'HP:0000028', 'HP:0000072', 'HP:0000126', 'HP:0000796', 'HP:0000805', 'HP:0001999', 'HP:0002019', 'HP:0005346', 'HP:0010481']"
276904,"Usher syndrome, type 1C","Usher syndrome is characterized by hearing loss and a gradual visual impairment. The hearing loss is caused by a defective inner ear, whereas the vision loss results from retinitis pigmentosa (RP), a degeneration of the retinal cells. Usually, the rod cells of the retina are affected first, leading to early night blindness (nyctalopia) and the gradual loss of peripheral vision. In other cases, early degeneration of the cone cells in the macula occurs, leading to a loss of central acuity. In some cases, the foveal vision is spared, leading to ""doughnut vision""; central and peripheral vision are intact, but an annulus exists around the central region in which vision is impaired.","['HP:0000510', 'HP:0001756', 'HP:0008527']"
601067,"Usher syndrome, type 1D","Usher syndrome is characterized by hearing loss and a gradual visual impairment. The hearing loss is caused by a defective inner ear, whereas the vision loss results from retinitis pigmentosa (RP), a degeneration of the retinal cells. Usually, the rod cells of the retina are affected first, leading to early night blindness (nyctalopia) and the gradual loss of peripheral vision. In other cases, early degeneration of the cone cells in the macula occurs, leading to a loss of central acuity. In some cases, the foveal vision is spared, leading to ""doughnut vision""; central and peripheral vision are intact, but an annulus exists around the central region in which vision is impaired.","['HP:0000365', 'HP:0000510', 'HP:0001751']"
276901,"Usher syndrome, type 2A","Usher syndrome is characterized by hearing loss and a gradual visual impairment. The hearing loss is caused by a defective inner ear, whereas the vision loss results from retinitis pigmentosa (RP), a degeneration of the retinal cells. Usually, the rod cells of the retina are affected first, leading to early night blindness (nyctalopia) and the gradual loss of peripheral vision. In other cases, early degeneration of the cone cells in the macula occurs, leading to a loss of central acuity. In some cases, the foveal vision is spared, leading to ""doughnut vision""; central and peripheral vision are intact, but an annulus exists around the central region in which vision is impaired.","['HP:0000510', 'HP:0008527']"
276902,"Usher syndrome, type 3","Usher syndrome is characterized by hearing loss and a gradual visual impairment. The hearing loss is caused by a defective inner ear, whereas the vision loss results from retinitis pigmentosa (RP), a degeneration of the retinal cells. Usually, the rod cells of the retina are affected first, leading to early night blindness (nyctalopia) and the gradual loss of peripheral vision. In other cases, early degeneration of the cone cells in the macula occurs, leading to a loss of central acuity. In some cases, the foveal vision is spared, leading to ""doughnut vision""; central and peripheral vision are intact, but an annulus exists around the central region in which vision is impaired.","['HP:0000407', 'HP:0000510', 'HP:0000662', 'HP:0001123', 'HP:0001751', 'HP:0007663']"
600630,UV-sensitive syndrome,,"['HP:0000707', 'HP:0000958', 'HP:0000992', 'HP:0001009', 'HP:0001480', 'HP:0002664', 'HP:0003224', 'HP:0007623']"
192350,VACTERL association,"The following features are observed with VACTERL association:
V - Vertebral anomalies
A - Anorectal malformations
C - Cardiovascular anomalies
T - Tracheoesophageal fistula
E - Esophageal atresia
R - Renal (Kidney) and/or radial anomalies
L - Limb defectsAlthough it was not conclusive whether VACTERL should be defined by at least two or three component defects, it is typically defined by the presence of at least three of the above congenital malformations.","['HP:0000003', 'HP:0000008', 'HP:0000028', 'HP:0000047', 'HP:0000048', 'HP:0000062', 'HP:0000074', 'HP:0000076', 'HP:0000086', 'HP:0000104', 'HP:0000110', 'HP:0000126', 'HP:0000175', 'HP:0000239', 'HP:0000368', 'HP:0000453', 'HP:0000766', 'HP:0000772', 'HP:0000776', 'HP:0000795', 'HP:0001048', 'HP:0001159', 'HP:0001177', 'HP:0001195', 'HP:0001199', 'HP:0001508', 'HP:0001511', 'HP:0001539', 'HP:0001561', 'HP:0001601', 'HP:0001602', 'HP:0001622', 'HP:0001629', 'HP:0001636', 'HP:0001643', 'HP:0001669', 'HP:0001671', 'HP:0001732', 'HP:0001739', 'HP:0002023', 'HP:0002032', 'HP:0002085', 'HP:0002144', 'HP:0002323', 'HP:0002414', 'HP:0002575', 'HP:0002650', 'HP:0002777', 'HP:0002974', 'HP:0002984', 'HP:0003422', 'HP:0003468', 'HP:0003974', 'HP:0005107', 'HP:0005108', 'HP:0005264', 'HP:0006101', 'HP:0006501', 'HP:0006703', 'HP:0008736', 'HP:0008897', 'HP:0009778', 'HP:0010479', 'HP:0012732', 'HP:0030680', 'HP:0100258', 'HP:0100335']"
239100,Van Buchem disease,,"['HP:0000303', 'HP:0000365', 'HP:0000407', 'HP:0000889', 'HP:0000935', 'HP:0002315', 'HP:0003103', 'HP:0003155', 'HP:0004437', 'HP:0005019', 'HP:0005789', 'HP:0006824', 'HP:0007958', 'HP:0010628', 'HP:0011001']"
119300,van der Woude syndrome,,"['HP:0000175', 'HP:0000193', 'HP:0000196', 'HP:0000204', 'HP:0000668']"
192430,Velocardiofacial syndrome,"The features of this syndrome vary widely, even among members of the same family, and affect many parts of the body. Characteristic signs and symptoms may include birth defects such as congenital heart disease, defects in the palate, most commonly related to neuromuscular problems with closure (velopharyngeal insufficiency), learning disabilities, mild differences in facial features, and recurrent infections.  Infections are common in children due to problems with the immune system's T cell-mediated response that in some patients is due to an absent or hypoplastic thymus. DiGeorge syndrome may be first spotted when an affected newborn has heart defects or convulsions from hypocalcemia due to malfunctioning parathyroid glands and low levels of parathyroid hormone (parathormone).
Affected individuals may also have other kinds of birth defects including kidney abnormalities and significant feeding difficulties as babies. Gastrointestinal issues are also very
common in this patient population. Digestive motility issues may result in constipation. Disorders such as hypothyroidism and hypoparathyroidism or thrombocytopenia (low platelet levels), and psychiatric illnesses are common late-occurring features.Microdeletions in chromosomal region 22q11.2 are associated with a 20 to 30-fold increased risk of schizophrenia. Studies provide various rates of 22q11.2DS in schizophrenia, ranging from 0.5 to 2.0% and averaging about 1.0%, compared with the overall estimated 0.025% risk of the 22q11.2DS in the general population.Salient features can be summarized using the mnemonic CATCH-22 to describe 22q11.2DS, with the 22 signifying the chromosomal abnormality is found on the 22nd chromosome, as below:
Cardiac abnormality (commonly interrupted aortic arch, truncus arteriosus and tetralogy of Fallot)
Abnormal facies
Thymic aplasia
Cleft palate
Hypocalcemia/hypoparathyroidismIndividuals can have many possible features, ranging in number of associated features and from the mild to the very serious. Symptoms shown to be common include:

This syndrome is characterized by incomplete penetrance. Therefore, there is a marked variability in clinical expression between the different patients. This often makes early diagnosis difficult.","['HP:0000023', 'HP:0000028', 'HP:0000175', 'HP:0000176', 'HP:0000194', 'HP:0000201', 'HP:0000220', 'HP:0000252', 'HP:0000278', 'HP:0000414', 'HP:0000430', 'HP:0000581', 'HP:0000598', 'HP:0000627', 'HP:0000718', 'HP:0000720', 'HP:0000829', 'HP:0001155', 'HP:0001249', 'HP:0001252', 'HP:0001328', 'HP:0001537', 'HP:0001611', 'HP:0001629', 'HP:0001636', 'HP:0001762', 'HP:0001883', 'HP:0002627', 'HP:0002719', 'HP:0002901', 'HP:0004322', 'HP:0004935', 'HP:0005435', 'HP:0006549', 'HP:0011590', 'HP:0011611', 'HP:0011999', 'HP:0012841', 'HP:0045025']"
201475,VLCAD deficiency,"Signs and symptoms can include:
hypoglycemia
lethargy
hepatomegaly
muscle pain
cardiomyopathy
Early onset-pericardial effusion
heart arrhythmias
vomiting
*coma
death
Rhabdomyolysis
Hypoketotic Hypoglycemia","['HP:0000256', 'HP:0000952', 'HP:0001252', 'HP:0001254', 'HP:0001290', 'HP:0001324', 'HP:0001397', 'HP:0001404', 'HP:0001513', 'HP:0001518', 'HP:0001545', 'HP:0001629', 'HP:0001631', 'HP:0001639', 'HP:0001644', 'HP:0001645', 'HP:0001649', 'HP:0001655', 'HP:0001657', 'HP:0001663', 'HP:0001678', 'HP:0001698', 'HP:0001942', 'HP:0001958', 'HP:0001985', 'HP:0001987', 'HP:0002013', 'HP:0002045', 'HP:0002090', 'HP:0002098', 'HP:0002240', 'HP:0002280', 'HP:0002789', 'HP:0002876', 'HP:0002901', 'HP:0002910', 'HP:0003075', 'HP:0003215', 'HP:0003234', 'HP:0003236', 'HP:0003394', 'HP:0003552', 'HP:0003738', 'HP:0004756', 'HP:0008305', 'HP:0008947', 'HP:0009045', 'HP:0011123', 'HP:0011675', 'HP:0011968', 'HP:0012531', 'HP:0025502', 'HP:0030781']"
124500,Vohwinkel syndrome,,"['HP:0000044', 'HP:0000175', 'HP:0000365', 'HP:0000407', 'HP:0000962', 'HP:0001006', 'HP:0001596', 'HP:0001597', 'HP:0002143', 'HP:0002797', 'HP:0007460', 'HP:0007465', 'HP:0008064', 'HP:0008388', 'HP:0009775', 'HP:0100543', 'HP:0100716', 'HP:0200034']"
