TA_start,TA_end,TA_symptoms,TA_scores,TA_is_negated,TA_HPO_codes,jaccard_score
"['784', '1330', '1366', '1383', '1463', '1484', '1505', '1641', '1659', '1709', '1728', '1754', '1849']","['788', '1342', '1381', '1395', '1481', '1500', '1519', '1654', '1672', '1720', '1743', '1766', '1874']","['rash', 'lung disease', 'enlarged spleen', 'splenomegaly', 'hepatosplenomegaly', 'Photosensitivity', 'hyperkeratosis', 'hypertelorism', 'high forehead', 'saddle nose', 'small lower jaw', 'micrognathia', 'intellectual disabilities']","[0.96, 1.0, 0.94, 0.72, 0.76, 0.91, 0.96, 0.67, 0.86, 0.87, 0.77, 0.7, 0.91]","[False, False, False, False, False, False, False, False, False, False, False, False, False]","['HP:0000988', 'HP:0002088', 'HP:0001744', 'HP:0001744', 'HP:0001433', 'HP:0000992', 'HP:0000962', 'HP:0000316', 'HP:0000348', 'HP:0011120', 'HP:0009118', 'HP:0000347', 'HP:0001249']",0.0967741935483871
"['6', '131', '175', '195', '298', '309', '334', '343', '475', '555', '889', '1156', '1336', '1418']","['21', '159', '193', '203', '307', '327', '341', '360', '490', '570', '904', '1165', '1351', '1430']","['prostate cancer', 'benign prostatic hyperplasia', 'frequent urination', 'nocturia', 'hematuria', 'blood in the urine', 'dysuria', 'painful urination', 'prostate cancer', 'Prostate cancer', 'prostate cancer', 'bone pain', 'Prostate cancer', 'leg weakness']","[1.0, 1.0, 1.0, 0.99, 1.0, 0.96, 1.0, 0.97, 1.0, 1.0, 1.0, 0.98, 1.0, 1.0]","[False, False, False, False, False, False, False, False, False, True, False, False, False, False]","['HP:0012125', 'HP:0008711', 'HP:0100515', 'HP:0000017', 'HP:0000790', 'HP:0000790', 'HP:0100518', 'HP:0100518', 'HP:0012125', 'HP:0012125', 'HP:0012125', 'HP:0002653', 'HP:0012125', 'HP:0007340']",0.125
"['17', '62', '82', '413', '433', '548', '651', '713', '732', '747', '808', '839']","['30', '75', '100', '431', '453', '561', '672', '724', '745', '760', '821', '857']","['short stature', 'short fingers', 'ligamentous laxity', 'gait abnormalities', 'lower limb deformity', 'short stature', 'rhizomelic shortening', 'genu valgum', 'brachydactyly', 'short fingers', 'hyperlordosis', 'rocker bottom feet']","[0.9, 0.77, 0.81, 0.95, 0.63, 0.9, 0.87, 0.58, 0.74, 0.77, 0.89, 0.95]","[False, False, False, False, False, False, False, False, False, False, False, False]","['HP:0004322', 'HP:0009381', 'HP:0001388', 'HP:0001288', 'HP:0002814', 'HP:0004322', 'HP:0008905', 'HP:0002857', 'HP:0001156', 'HP:0009381', 'HP:0003307', 'HP:0001838']",0.08196721311475409
"['141', '425', '437', '452', '620', '701', '782', '827', '943', '1506', '1525']","['160', '435', '451', '463', '639', '710', '796', '854', '964', '1520', '1542']","['ambiguous genitalia', 'micropenis', 'large clitoris', 'small penis', 'primary amenorrhoea', 'hirsutism', 'hypertrichosis', 'enlargement of the clitoris', 'male-pattern baldness', 'cryptorchidism', 'testicular cancer']","[0.97, 1.0, 0.85, 0.83, 0.93, 1.0, 0.62, 0.89, 0.91, 1.0, 1.0]","[False, False, False, False, True, False, True, True, True, False, False]","['HP:0000062', 'HP:0000054', 'HP:0008665', 'HP:0030260', 'HP:0000786', 'HP:0001007', 'HP:0000998', 'HP:0008665', 'HP:0002292', 'HP:0000028', 'HP:0010788']",0.14285714285714285
"['141', '627', '782', '837', '877', '1229', '1265', '1289', '1403', '1522', '1660', '1708', '1719', '1742', '1767', '1887', '1928']","['157', '640', '797', '852', '897', '1248', '1287', '1300', '1428', '1547', '1683', '1714', '1740', '1754', '1784', '1909', '1953']","['cutaneous laxity', ""peau d'orange"", 'angioid streaks', 'Angioid streaks', 'distortion of vision', 'retinal hemorrhages', 'loss of central vision', 'Vision loss', 'Gastrointestinal bleeding', 'intermittent claudication', 'coronary artery disease', 'angina', 'myocardial infarction', 'heart attack', 'Cerebral ischemia', 'intracranial aneurysms', 'intracerebral hemorrhages']","[0.98, 0.97, 0.94, 0.86, 0.99, 0.78, 0.98, 0.86, 0.6, 0.77, 1.0, 0.64, 1.0, 1.0, 0.92, 1.0, 0.99]","[False, False, False, False, True, False, False, False, False, False, False, False, False, False, False, False, False]","['HP:0000973', 'HP:0025533', 'HP:0001102', 'HP:0001102', 'HP:0012508', 'HP:0000573', 'HP:0000603', 'HP:0000572', 'HP:0002239', 'HP:0004417', 'HP:0001677', 'HP:0001681', 'HP:0001658', 'HP:0001658', 'HP:0002637', 'HP:0004944', 'HP:0001342']",0.13043478260869565
"['221', '241', '252', '261']","['231', '251', '260', '275']","['chest pain', 'hemoptysis', 'asthenia', 'pneumothoraces']","[0.99, 0.91, 0.65, 0.68]","[False, False, False, False]","['HP:0100749', 'HP:0002105', 'HP:0025406', 'HP:0002107']",0.0
"['38', '61', '78', '89', '356']","['57', '66', '83', '100', '371']","['shortness of breath', 'cough', 'fever', 'weight loss', 'lung infections']","[1.0, 1.0, 0.97, 1.0, 1.0]","[False, False, False, False, False]","['HP:0002094', 'HP:0012735', 'HP:0001945', 'HP:0001824', 'HP:0006532']",0.0
['17'],['49'],['pulmonary veno-occlusive disease'],[0.99],[False],['HP:0006518'],0.16666666666666666
"['57', '477', '630', '1017', '1202', '1216', '1397', '1567', '1582', '1633']","['70', '486', '649', '1027', '1214', '1230', '1409', '1576', '1597', '1641']","['osteopetrosis', 'fractures', 'open sutures of the', 'hypodontia', 'macrocephaly', 'prominent nose', 'broken bones', 'scoliosis', 'dental problems', 'cavities']","[0.93, 1.0, 0.67, 0.57, 0.84, 0.98, 0.84, 0.79, 0.75, 0.74]","[False, False, False, False, False, False, False, False, False, False]","['HP:0011002', 'HP:0020110', 'HP:0000270', 'HP:0000668', 'HP:0001355', 'HP:0000448', 'HP:0020110', 'HP:0002650', 'HP:0000164', 'HP:0000670']",0.08064516129032258
"['79', '141', '166', '240', '337', '371', '386', '935', '1218', '1338', '1775', '1812', '1829']","['94', '150', '174', '248', '355', '380', '396', '950', '1231', '1346', '1793', '1827', '1847']","['lactic acidosis', 'hypotonia', 'lethargy', 'seizures', 'mental retardation', 'blindness', 'spasticity', 'lactic acidosis', 'hydrocephalus', 'lethargy', 'metabolic acidosis', 'lactic acidosis', 'Metabolic acidosis']","[0.99, 0.78, 0.99, 0.84, 0.88, 1.0, 0.83, 0.99, 0.91, 0.99, 0.96, 0.99, 0.97]","[False, False, False, False, False, False, False, False, False, False, False, False, False]","['HP:0003128', 'HP:0001252', 'HP:0001254', 'HP:0001250', 'HP:0001249', 'HP:0000618', 'HP:0001257', 'HP:0003128', 'HP:0000238', 'HP:0001254', 'HP:0001942', 'HP:0003128', 'HP:0001942']",0.1111111111111111
"['423', '460', '488', '503', '536', '957']","['439', '471', '502', '515', '543', '963']","['hemolytic Anemia', 'Tachycardia', 'Icteric sclera', 'Splenomegaly', 'Fatigue', 'anemia']","[1.0, 0.82, 0.98, 0.61, 1.0, 0.72]","[False, False, False, False, False, False]","['HP:0001878', 'HP:0001649', 'HP:0032106', 'HP:0001744', 'HP:0012378', 'HP:0001903']",0.07692307692307693
"['256', '287', '304', '330', '384', '429', '511', '700', '725', '900', '975']","['279', '300', '320', '350', '401', '443', '515', '718', '735', '913', '987']","['-aged facial appearance', 'prominent jaw', 'skin abnormality', 'acanthosis nigricans', 'hyperpigmentation', 'hyperkeratosis', 'arms', 'precocious puberty', 'deficiency', 'hyperglycemia', 'hypoglycemia']","[0.91, 0.99, 0.79, 0.86, 0.98, 0.92, 0.92, 0.62, 0.75, 0.77, 0.67]","[False, False, False, False, False, False, False, False, False, False, False]","['HP:0005328', 'HP:0000303', 'HP:0000951', 'HP:0000956', 'HP:0000953', 'HP:0000962', 'HP:0006779', 'HP:0000826', 'HP:0004395', 'HP:0003074', 'HP:0001943']",0.0625
"['111', '177', '198', '263', '430', '452', '489', '670', '693', '709', '760', '779', '797', '850', '950', '1087', '1163', '1171', '1258', '1282', '1302']","['121', '187', '202', '277', '450', '455', '492', '680', '707', '716', '771', '795', '804', '864', '960', '1099', '1169', '1184', '1270', '1288', '1309']","['haematuria', 'flank pain', 'pain', 'abdominal mass', 'renal cell carcinoma', 'RCC', 'RCC', 'haematuria', 'abdominal mass', 'malaise', 'weight loss', 'loss of appetite', 'anaemia', 'erythrocytosis', 'varicocele', 'hypertension', 'tumour', 'hypercalcemia', 'night sweats', 'fevers', 'fatigue']","[1.0, 0.99, 0.97, 0.99, 1.0, 1.0, 1.0, 1.0, 0.99, 0.98, 1.0, 1.0, 1.0, 0.69, 0.99, 0.96, 0.87, 0.93, 0.99, 0.99, 0.9]","[False, False, False, False, False, False, False, True, True, True, False, False, False, False, False, False, False, False, False, False, False]","['HP:0000790', 'HP:0030157', 'HP:0012531', 'HP:0031500', 'HP:0005584', 'HP:0005584', 'HP:0005584', 'HP:0000790', 'HP:0031500', 'HP:0012378', 'HP:0001824', 'HP:0004396', 'HP:0001903', 'HP:0001901', 'HP:0012871', 'HP:0000822', 'HP:0002664', 'HP:0003072', 'HP:0030166', 'HP:0001945', 'HP:0012378']",0.0625
[],[],[],[],[],[],0.0
"['378', '450', '644', '670', '753', '861', '995', '1266']","['387', '456', '653', '679', '762', '867', '1001', '1272']","['hematuria', 'Tumors', 'sinusitis', 'headaches', 'proptosis', 'cancer', 'tumors', 'cancer']","[0.98, 0.85, 1.0, 1.0, 0.99, 0.99, 0.92, 0.99]","[False, False, False, False, False, False, False, False]","['HP:0000790', 'HP:0002664', 'HP:0000246', 'HP:0002315', 'HP:0000520', 'HP:0002664', 'HP:0002664', 'HP:0002664']",0.0
"['127', '149', '182', '200']","['137', '172', '190', '231']","['deficiency', 'Intellectual disability', 'seizures', 'infections of respiratory tract']","[0.82, 0.98, 1.0, 0.99]","[False, False, False, False]","['HP:0004395', 'HP:0001249', 'HP:0001250', 'HP:0011947']",0.06451612903225806
"['127', '149', '182', '200']","['137', '172', '190', '231']","['deficiency', 'Intellectual disability', 'seizures', 'infections of respiratory tract']","[0.82, 0.98, 1.0, 0.99]","[False, False, False, False]","['HP:0004395', 'HP:0001249', 'HP:0001250', 'HP:0011947']",0.0
"['106', '206', '365', '423', '461', '614', '785', '860', '1143', '1157', '1218', '1351', '1383', '1432', '1493', '1517', '1678', '1696', '1720', '1763']","['122', '233', '378', '437', '472', '627', '811', '870', '1156', '1167', '1235', '1372', '1396', '1449', '1516', '1542', '1695', '1719', '1733', '1788']","['tetraphocomelia-', 'Prenatal growth retardation', 'Oligodactyly-', 'Thumb aplasia-', 'Syndactyly-', 'Clinodactyly-', 'knee flexion contractures-', 'Cleft lip-', 'Micrognathia-', 'small chin', 'Malar hypoplasia-', 'Ocular hypertelorism-', 'wide-set eyes', 'Corneal clouding-', 'Hypoplastic nasal alae-', 'narrowing of the nostrils', 'Ear malformations', 'Intellectual disability', 'Encephalocele', 'defect of the neural tube']","[0.94, 0.91, 0.93, 0.95, 0.85, 0.6, 0.74, 0.91, 0.59, 0.64, 0.98, 0.66, 0.94, 0.57, 0.65, 0.95, 0.57, 0.98, 0.99, 0.67]","[False, False, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]","['HP:0030721', 'HP:0001511', 'HP:0012165', 'HP:0009777', 'HP:0001159', 'HP:0030084', 'HP:0006380', 'HP:0000204', 'HP:0000347', 'HP:0000331', 'HP:0000272', 'HP:0000316', 'HP:0000316', 'HP:0007957', 'HP:0000430', 'HP:0009933', 'HP:0000598', 'HP:0001249', 'HP:0002084', 'HP:0045005']",0.11458333333333333
"['14', '34', '51', '86', '133', '151', '180', '216', '256', '298', '553', '602', '654', '680', '781']","['18', '46', '66', '97', '146', '171', '193', '232', '268', '308', '565', '606', '658', '692', '801']","['rash', 'poikiloderma', 'telangiectasias', 'Saddle nose', 'short stature', 'radial ray anomalies', 'absent thumbs', 'absent eyelashes', 'Hypogonadism', 'Hypodontia', 'poikiloderma', 'rash', 'arms', 'Poikiloderma', 'thinning of the skin']","[0.98, 0.92, 0.92, 0.9, 0.77, 0.7, 0.6, 0.9, 0.93, 0.92, 0.92, 0.98, 0.91, 1.0, 0.95]","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]","['HP:0000988', 'HP:0001029', 'HP:0001009', 'HP:0011120', 'HP:0004322', 'HP:0410049', 'HP:0009777', 'HP:0000561', 'HP:0000135', 'HP:0000668', 'HP:0001029', 'HP:0000988', 'HP:0006779', 'HP:0001029', 'HP:0000963']",0.09523809523809523
"['147', '171', '379', '392', '403', '424', '458', '478', '602']","['169', '180', '390', '401', '419', '437', '472', '492', '611']","['absent tendon reflexes', 'areflexia', 'gait ataxia', 'pes cavus', 'postural tremors', 'static tremor', 'kyphoscoliosis', 'foot deformity', 'foot drop']","[0.92, 0.8, 0.81, 0.72, 0.95, 0.77, 1.0, 0.65, 0.97]","[False, False, False, False, False, False, False, False, False]","['HP:0001284', 'HP:0001284', 'HP:0002066', 'HP:0001761', 'HP:0002174', 'HP:0002174', 'HP:0002751', 'HP:0001760', 'HP:0009027']",0.17391304347826086
"['143', '290', '335', '516']","['152', '303', '348', '534']","['flat face', 'growth delays', 'short stature', 'facial deformities']","[0.96, 0.81, 0.74, 0.72]","[False, False, False, False]","['HP:0012368', 'HP:0001510', 'HP:0004322', 'HP:0001999']",0.02564102564102564
"['106', '206', '365', '423', '461', '614', '785', '860', '1143', '1157', '1218', '1351', '1383', '1432', '1493', '1517', '1678', '1696', '1720', '1763']","['122', '233', '378', '437', '472', '627', '811', '870', '1156', '1167', '1235', '1372', '1396', '1449', '1516', '1542', '1695', '1719', '1733', '1788']","['tetraphocomelia-', 'Prenatal growth retardation', 'Oligodactyly-', 'Thumb aplasia-', 'Syndactyly-', 'Clinodactyly-', 'knee flexion contractures-', 'Cleft lip-', 'Micrognathia-', 'small chin', 'Malar hypoplasia-', 'Ocular hypertelorism-', 'wide-set eyes', 'Corneal clouding-', 'Hypoplastic nasal alae-', 'narrowing of the nostrils', 'Ear malformations', 'Intellectual disability', 'Encephalocele', 'defect of the neural tube']","[0.94, 0.91, 0.93, 0.95, 0.85, 0.6, 0.74, 0.91, 0.59, 0.64, 0.98, 0.66, 0.94, 0.57, 0.65, 0.95, 0.57, 0.98, 0.99, 0.67]","[False, False, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]","['HP:0030721', 'HP:0001511', 'HP:0012165', 'HP:0009777', 'HP:0001159', 'HP:0030084', 'HP:0006380', 'HP:0000204', 'HP:0000347', 'HP:0000331', 'HP:0000272', 'HP:0000316', 'HP:0000316', 'HP:0007957', 'HP:0000430', 'HP:0009933', 'HP:0000598', 'HP:0001249', 'HP:0002084', 'HP:0045005']",0.16216216216216217
"['0', '225', '260', '368', '429', '456', '531']","['13', '238', '269', '377', '442', '465', '544']","['Schizophrenia', 'schizophrenia', 'psychosis', 'psychoses', 'schizophrenia', 'Psychosis', 'schizophrenia']","[0.77, 1.0, 0.99, 0.93, 1.0, 0.76, 1.0]","[False, False, False, False, False, False, False]","['HP:0100753', 'HP:0100753', 'HP:0000709', 'HP:0000709', 'HP:0100753', 'HP:0000709', 'HP:0100753']",0.14285714285714285
[],[],[],[],[],[],0.0
"['141', '171', '269', '505', '544', '829', '890', '1199', '1292', '1359', '1390', '1452', '1499', '1860', '1960']","['166', '189', '294', '511', '560', '855', '923', '1217', '1305', '1381', '1412', '1474', '1523', '1876', '1979']","['hematologic abnormalities', 'growth retardation', 'Hematologic abnormalities', 'Anemia', 'thrombocytopenia', 'acute myelogenous leukemia', 'Pancreatic exocrine insufficiency', 'Growth retardation', 'short stature', 'skeletal abnormalities', 'metaphyseal dysostosis', 'rib cage abnormalities', 'costochondral thickening', 'skeletal anomaly', 'hepatic dysfunction']","[0.85, 0.92, 0.99, 0.95, 0.98, 1.0, 1.0, 0.93, 1.0, 1.0, 0.91, 0.89, 0.88, 0.65, 0.99]","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]","['HP:0001871', 'HP:0001510', 'HP:0001871', 'HP:0001903', 'HP:0001873', 'HP:0004808', 'HP:0001738', 'HP:0001510', 'HP:0004322', 'HP:0000924', 'HP:0005871', 'HP:0001547', 'HP:0000920', 'HP:0000924', 'HP:0001410']",0.17073170731707318
[],[],[],[],[],[],0.0
"['303', '336', '459', '558', '571', '685', '698', '721', '737', '971', '995', '1088', '1165', '1199', '1215', '1283']","['334', '340', '475', '570', '589', '697', '713', '730', '749', '994', '1007', '1099', '1183', '1214', '1246', '1295']","['intrauterine growth restriction', 'IUGR', 'Feeding problems', 'Hypoglycemia', 'Excessive sweating', 'hypoglycemia', 'Triangular face', 'small jaw', 'pointed chin', 'late-closing fontanelle', 'Clinodactyly', 'poor growth', 'Precocious puberty', 'Low muscle tone', 'Gastroesophageal reflux disease', 'Constipation']","[0.99, 0.99, 0.88, 0.93, 0.73, 0.85, 0.91, 0.93, 0.92, 0.83, 0.9, 0.79, 0.83, 0.83, 0.99, 0.9]","[False, False, False, False, False, False, False, False, False, False, False, False, True, False, False, False]","['HP:0001511', 'HP:0001511', 'HP:0011968', 'HP:0001943', 'HP:0000975', 'HP:0001943', 'HP:0000325', 'HP:0000347', 'HP:0000307', 'HP:0000270', 'HP:0030084', 'HP:0001510', 'HP:0000826', 'HP:0001252', 'HP:0002020', 'HP:0002019']",0.11688311688311688
"['150', '230', '662', '747', '974', '990', '1108', '1183', '1206', '1482']","['166', '245', '678', '756', '985', '1003', '1117', '1201', '1218', '1499']","['tendon xanthomas', 'atherosclerosis', 'tendon xanthomas', 'Xanthomas', 'Xanthelasma', 'corneal arcus', 'arthritis', 'hemolytic episodes', 'splenomegaly', 'liver dysfunction']","[0.99, 0.99, 0.99, 0.99, 0.96, 0.84, 0.95, 0.82, 0.65, 0.98]","[False, False, True, False, False, False, False, False, False, False]","['HP:0010874', 'HP:0002621', 'HP:0010874', 'HP:0001114', 'HP:0001114', 'HP:0001084', 'HP:0001369', 'HP:0004802', 'HP:0001744', 'HP:0001410']",0.0
"['64', '127', '166', '239']","['74', '136', '189', '260']","['ichthyosis', 'paralysis', 'intellectual disability', 'pigmentary changes in']","[0.98, 1.0, 0.98, 0.87]","[False, False, False, False]","['HP:0008064', 'HP:0003470', 'HP:0001249', 'HP:0001000']",0.05263157894736842
['447'],['462'],['genital defects'],[0.67],[False],['HP:0000078'],0.0
"['76', '89', '104', '124', '152', '732', '880', '1112', '1139', '1218', '1248', '1269', '1326', '1364', '1382', '1423', '1801', '1849', '1912', '1962', '2066', '2083', '2092', '2114']","['87', '102', '116', '137', '168', '745', '886', '1131', '1158', '1228', '1267', '1276', '1335', '1376', '1394', '1435', '1814', '1858', '1924', '1979', '2081', '2089', '2102', '2134']","['square face', 'deep-set eyes', 'large cheeks', 'prominent jaw', 'flat nose bridge', 'brachycephaly', 'sleepy', 'behavioral problems', 'behavioral problems', 'aggression', 'compulsive behavior', 'anxiety', 'Self-harm', 'head banging', 'skin picking', 'self-hugging', 'short stature', 'scoliosis', 'hoarse voice', 'ear abnormalities', 'nearsightedness', 'myopia', 'strabismus', 'problems with vision']","[0.98, 0.98, 0.97, 0.99, 0.97, 0.69, 0.97, 1.0, 1.0, 0.98, 0.94, 0.95, 1.0, 0.8, 0.84, 0.65, 0.58, 0.93, 1.0, 0.61, 0.81, 0.91, 0.92, 0.78]","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]","['HP:0000321', 'HP:0000490', 'HP:0000293', 'HP:0000303', 'HP:0005280', 'HP:0000248', 'HP:0002329', 'HP:0000708', 'HP:0000708', 'HP:0000718', 'HP:0000722', 'HP:0000739', 'HP:0100716', 'HP:0012168', 'HP:0012166', 'HP:0032521', 'HP:0004322', 'HP:0002650', 'HP:0001609', 'HP:0000598', 'HP:0000545', 'HP:0000545', 'HP:0000486', 'HP:0000505']",0.12173913043478261
"['34', '49', '131', '169', '316', '376', '392', '622', '669', '726', '768', '784', '829', '964', '1063', '1196', '1207', '1260', '1414', '1469', '1601', '1658']","['44', '66', '162', '181', '322', '387', '402', '645', '677', '766', '772', '813', '848', '974', '1072', '1205', '1215', '1280', '1420', '1475', '1607', '1664']","['overgrowth', 'advanced bone age', 'downslanting palpebral fissures', 'pointed chin', 'taller', 'large skull', 'large head', 'intellectual impairment', 'autistic', 'attention deficit hyperactivity disorder', 'ADHD', 'obsessive compulsive disorder', 'impulsive behaviors', 'stuttering', 'hypotonia', 'scoliosis', 'seizures', 'problems with vision', 'cancer', 'cancer', 'cancer', 'cancer']","[0.86, 0.97, 0.94, 0.98, 0.85, 0.9, 0.91, 0.85, 0.63, 0.99, 0.99, 1.0, 1.0, 0.92, 0.58, 0.85, 1.0, 0.94, 0.99, 0.99, 0.99, 0.99]","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, True, False, False]","['HP:0001548', 'HP:0005616', 'HP:0000494', 'HP:0000307', 'HP:0006727', 'HP:0000256', 'HP:0000256', 'HP:0100543', 'HP:0000717', 'HP:0007018', 'HP:0007018', 'HP:0000722', 'HP:0100710', 'HP:0025268', 'HP:0001252', 'HP:0002650', 'HP:0001250', 'HP:0000505', 'HP:0002664', 'HP:0002664', 'HP:0002664', 'HP:0002664']",0.12727272727272726
"['93', '130', '180', '196', '223', '337', '355', '378', '423', '480', '1037', '1259', '1621', '1656', '1664', '1689', '1701', '1711', '1729', '1739', '1886', '2077', '2252', '2275', '2287', '2312', '2329']","['103', '157', '194', '221', '238', '350', '376', '403', '434', '487', '1048', '1283', '1642', '1662', '1687', '1699', '1709', '1727', '1737', '1747', '1896', '2098', '2269', '2285', '2305', '2322', '2343']","['spasticity', 'pyramidal tract dysfunction', 'brisk reflexes', 'extensor plantar reflexes', 'muscle weakness', 'abnormal gait', 'difficulty in walking', 'decreased vibratory sense', 'paresthesia', 'fatigue', 'adult onset', 'difficulty of swallowing', 'peripheral neuropathy', 'ataxia', 'intellectual disability', 'ichthyosis', 'epilepsy', 'optic neuropathy', 'dementia', 'deafness', 'spasticity', 'lower limb spasticity', 'cerebellar ataxia', 'spasticity', 'mental retardation', 'spasticity', 'leukodystrophy']","[0.96, 0.7, 0.95, 0.86, 0.99, 0.99, 1.0, 1.0, 1.0, 0.97, 0.72, 1.0, 1.0, 0.99, 0.99, 1.0, 1.0, 1.0, 0.99, 0.96, 0.96, 0.62, 1.0, 0.96, 0.98, 0.96, 0.99]","[False, False, False, False, False, False, False, False, False, False, False, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]","['HP:0001257', 'HP:0002493', 'HP:0001348', 'HP:0003487', 'HP:0001324', 'HP:0001288', 'HP:0002355', 'HP:0002495', 'HP:0003401', 'HP:0012378', 'HP:0003581', 'HP:0002015', 'HP:0009830', 'HP:0010867', 'HP:0001249', 'HP:0008064', 'HP:0001250', 'HP:0001138', 'HP:0000726', 'HP:0000365', 'HP:0001257', 'HP:0002061', 'HP:0001251', 'HP:0001257', 'HP:0001249', 'HP:0001257', 'HP:0002415']",0.14705882352941177
"['269', '289', '303', '325', '384', '397', '415', '457', '467']","['285', '298', '312', '337', '395', '409', '430', '465', '475']","['Cutaneous ulcers', 'abscesses', 'pneumonia', 'lung disease', 'mastoiditis', 'otitis media', 'lymphadenopathy', 'vomiting', 'diarrhea']","[0.98, 1.0, 1.0, 1.0, 1.0, 0.99, 1.0, 0.99, 0.99]","[False, False, False, False, False, False, False, False, False]","['HP:0200042', 'HP:0025615', 'HP:0002090', 'HP:0002088', 'HP:0000265', 'HP:0000388', 'HP:0002716', 'HP:0002013', 'HP:0002014']",0.0
"['0', '250', '454', '519', '550', '586', '669', '685', '693', '718', '768', '849', '895', '932', '954', '964', '976', '1020', '1049', '1074', '1139', '1172', '1180', '1201', '1342']","['14', '256', '468', '526', '561', '595', '680', '691', '713', '734', '783', '856', '909', '938', '962', '972', '988', '1031', '1063', '1092', '1145', '1178', '1189', '1221', '1355']","['Stomach cancer', 'cancer', 'Stomach cancer', 'cancers', 'indigestion', 'heartburn', 'indigestion', 'cancer', 'Abdominal discomfort', 'loss of appetite', 'Gastric cancers', 'fatigue', 'abdominal pain', 'nausea', 'vomiting', 'diarrhea', 'constipation', 'weight loss', 'vomiting blood', 'blood in the stool', 'melena', 'anemia', 'Dysphagia', 'tumour in the cardia', 'gastric ulcer']","[1.0, 0.97, 1.0, 0.98, 0.99, 0.99, 0.99, 0.97, 0.99, 1.0, 0.99, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.99, 0.98, 0.98, 0.96, 0.96, 0.87, 0.95, 0.99]","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]","['HP:0012126', 'HP:0002664', 'HP:0012126', 'HP:0002664', 'HP:0410281', 'HP:0002020', 'HP:0410281', 'HP:0002664', 'HP:0002027', 'HP:0004396', 'HP:0012126', 'HP:0012378', 'HP:0002027', 'HP:0002018', 'HP:0002013', 'HP:0002014', 'HP:0002019', 'HP:0001824', 'HP:0002248', 'HP:0025085', 'HP:0002249', 'HP:0001903', 'HP:0002015', 'HP:0100544', 'HP:0002592']",0.09090909090909091
"['33', '165', '179', '242', '250', '269', '406', '435', '462', '641', '653', '664', '675', '692', '764', '945', '1112', '1488', '1584', '1667', '1689', '1696', '1854', '1886', '1899', '1924', '1940']","['37', '174', '202', '248', '267', '277', '414', '457', '474', '651', '662', '673', '686', '710', '772', '953', '1120', '1519', '1623', '1675', '1695', '1715', '1872', '1898', '1912', '1939', '1948']","['fall', 'hypotonia', 'intellectual disability', 'ataxia', 'behavior problems', 'seizures', 'lethargy', 'respiratory difficulty', 'hypoglycemia', 'strabismus', 'nystagmus', 'retinitis', 'disc pallor', 'oculomotor apraxia', 'seizures', 'seizures', 'seizures', 'Delayed gross motor development', 'Delayed speech and language development', 'Seizures', 'Ataxia', 'Behavioral problems', 'Oculomotor apraxia', 'Macrocephaly', 'Hyperreflexia', 'Choreoathetosis', 'Myopathy']","[1.0, 0.71, 0.97, 0.68, 0.86, 1.0, 0.97, 0.94, 0.66, 1.0, 0.89, 0.86, 0.81, 1.0, 1.0, 1.0, 1.0, 1.0, 0.98, 1.0, 0.69, 1.0, 0.73, 0.77, 0.7, 0.98, 0.68]","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]","['HP:0002527', 'HP:0001252', 'HP:0001249', 'HP:0010867', 'HP:0000708', 'HP:0001250', 'HP:0001254', 'HP:0002094', 'HP:0001943', 'HP:0000486', 'HP:0000639', 'HP:0032118', 'HP:0000543', 'HP:0000657', 'HP:0001250', 'HP:0001250', 'HP:0001250', 'HP:0002194', 'HP:0000750', 'HP:0001250', 'HP:0010867', 'HP:0000708', 'HP:0000657', 'HP:0001355', 'HP:0001347', 'HP:0001266', 'HP:0003198']",0.0851063829787234
